Run,Temps,A,B,AB,ABA,ABAB 
0,471.115,0.55,0.46,0,0,0
0,471.148,0.54,0.46,0,0,0
0,471.176,0.54,0.47,0,0,0
0,471.179,0.54,0.46,0,0,0
0,471.189,0.53,0.46,0,0,0
0,471.201,0.54,0.46,0,0,0
0,471.238,0.53,0.46,0,0,0
0,471.268,0.53,0.47,0,0,0
0,471.348,0.53,0.48,0,0,0
0,471.385,0.54,0.48,0,0,0
0,471.504,0.55,0.48,0,0,0
0,471.529,0.54,0.48,0,0,0
0,471.646,0.54,0.49,0,0,0
0,471.677,0.53,0.49,0,0,0
0,471.719,0.53,0.5,0,0,0
0,471.73,0.53,0.49,0,0,0
0,471.734,0.53,0.5,0,0,0
0,471.738,0.53,0.51,0,0,0
0,471.764,0.53,0.52,0,0,0
0,471.792,0.54,0.52,0,0,0
0,471.854,0.55,0.52,0,0,0
0,471.912,0.54,0.52,0,0,0
0,472.022,0.54,0.51,0,0,0
0,472.068,0.54,0.5,0,0,0
0,472.089,0.53,0.5,0,0,0
0,472.124,0.53,0.49,0,0,0
0,472.127,0.53,0.48,0,0,0
0,472.14,0.53,0.47,0,0,0
0,472.144,0.54,0.47,0,0,0
0,472.364,0.53,0.47,0,0,0
0,472.368,0.53,0.46,0,0,0
0,472.383,0.52,0.46,0,0,0
0,472.387,0.53,0.46,0,0,0
0,472.408,0.54,0.46,0,0,0
0,472.453,0.53,0.46,0,0,0
0,472.461,0.53,0.45,0,0,0
0,472.583,0.53,0.46,0,0,0
0,472.624,0.53,0.45,0,0,0
0,472.642,0.53,0.46,0,0,0
0,472.656,0.53,0.45,0,0,0
0,472.697,0.53,0.44,0,0,0
0,472.778,0.53,0.43,0,0,0
0,472.782,0.53,0.42,0,0,0
0,472.798,0.52,0.42,0,0,0
0,472.825,0.53,0.42,0,0,0
0,472.826,0.53,0.41,0,0,0
0,472.879,0.54,0.41,0,0,0
0,472.884,0.54,0.4,0,0,0
0,472.914,0.55,0.4,0,0,0
0,472.936,0.56,0.4,0,0,0
0,472.937,0.56,0.39,0,0,0
0,473.021,0.56,0.4,0,0,0
0,473.025,0.57,0.4,0,0,0
0,473.103,0.57,0.39,0,0,0
0,473.213,0.56,0.39,0,0,0
0,473.39,0.56,0.38,0,0,0
0,473.394,0.57,0.38,0,0,0
0,473.423,0.56,0.38,0,0,0
0,473.503,0.55,0.38,0,0,0
0,473.568,0.55,0.39,0,0,0
0,473.585,0.55,0.4,0,0,0
0,473.612,0.55,0.41,0,0,0
0,473.682,0.55,0.4,0,0,0
0,473.753,0.54,0.4,0,0,0
0,473.77,0.55,0.4,0,0,0
0,473.852,0.55,0.41,0,0,0
0,473.859,0.54,0.41,0,0,0
0,473.882,0.55,0.41,0,0,0
0,473.886,0.55,0.42,0,0,0
0,474.042,0.56,0.42,0,0,0
0,474.062,0.57,0.42,0,0,0
0,474.091,0.57,0.41,0,0,0
0,474.156,0.57,0.42,0,0,0
0,474.162,0.58,0.42,0,0,0
0,474.248,0.57,0.42,0,0,0
0,474.248,0.57,0.41,0,0,0
0,474.291,0.57,0.42,0,0,0
0,474.307,0.57,0.41,0,0,0
0,474.319,0.57,0.42,0,0,0
0,474.368,0.58,0.42,0,0,0
0,474.419,0.58,0.41,0,0,0
0,474.627,0.57,0.41,0,0,0
0,474.678,0.57,0.42,0,0,0
0,474.7,0.57,0.43,0,0,0
0,474.987,0.57,0.44,0,0,0
0,474.992,0.57,0.45,0,0,0
0,475.008,0.58,0.45,0,0,0
0,475.008,0.57,0.45,0,0,0
0,475.039,0.58,0.45,0,0,0
0,475.056,0.57,0.45,0,0,0
0,475.063,0.56,0.45,0,0,0
0,475.158,0.57,0.45,0,0,0
0,475.223,0.57,0.46,0,0,0
0,475.276,0.56,0.46,0,0,0
0,475.343,0.57,0.46,0,0,0
0,475.404,0.56,0.46,0,0,0
0,475.496,0.55,0.46,0,0,0
0,475.519,0.54,0.46,0,0,0
0,475.609,0.54,0.45,0,0,0
0,475.613,0.55,0.45,0,0,0
0,475.62,0.54,0.45,0,0,0
0,475.782,0.54,0.44,0,0,0
0,475.806,0.53,0.44,0,0,0
0,475.827,0.53,0.43,0,0,0
0,475.921,0.54,0.43,0,0,0
0,476.026,0.55,0.43,0,0,0
0,476.033,0.56,0.43,0,0,0
0,476.095,0.55,0.43,0,0,0
0,476.155,0.55,0.44,0,0,0
0,476.223,0.56,0.44,0,0,0
0,476.251,0.55,0.44,0,0,0
0,476.273,0.55,0.43,0,0,0
0,476.285,0.54,0.43,0,0,0
0,476.313,0.55,0.43,0,0,0
0,476.319,0.56,0.43,0,0,0
0,476.369,0.55,0.43,0,0,0
0,476.487,0.55,0.44,0,0,0
0,476.497,0.55,0.45,0,0,0
0,476.774,0.54,0.45,0,0,0
0,476.813,0.54,0.46,0,0,0
0,476.832,0.55,0.46,0,0,0
0,476.932,0.56,0.46,0,0,0
0,476.945,0.56,0.45,0,0,0
0,477.018,0.56,0.46,0,0,0
0,477.053,0.56,0.47,0,0,0
0,477.108,0.55,0.47,0,0,0
0,477.113,0.54,0.47,0,0,0
0,477.125,0.53,0.47,0,0,0
0,477.137,0.53,0.48,0,0,0
0,477.22,0.53,0.49,0,0,0
0,477.22,0.53,0.5,0,0,0
0,477.273,0.52,0.5,0,0,0
0,477.281,0.52,0.49,0,0,0
0,477.309,0.52,0.5,0,0,0
0,477.496,0.52,0.49,0,0,0
0,477.512,0.53,0.49,0,0,0
0,477.524,0.52,0.49,0,0,0
0,477.524,0.52,0.5,0,0,0
0,477.587,0.52,0.49,0,0,0
0,477.674,0.53,0.49,0,0,0
0,477.738,0.53,0.5,0,0,0
0,477.803,0.54,0.5,0,0,0
0,477.824,0.53,0.5,0,0,0
0,477.857,0.54,0.5,0,0,0
0,478.075,0.55,0.5,0,0,0
0,478.15,0.56,0.5,0,0,0
0,478.285,0.57,0.5,0,0,0
0,478.361,0.57,0.49,0,0,0
0,478.471,0.56,0.49,0,0,0
0,478.514,0.56,0.48,0,0,0
0,478.546,0.56,0.47,0,0,0
0,478.642,0.55,0.47,0,0,0
0,478.668,0.55,0.46,0,0,0
0,478.861,0.55,0.45,0,0,0
0,478.965,0.54,0.45,0,0,0
0,478.972,0.54,0.44,0,0,0
0,478.989,0.54,0.45,0,0,0
0,479.04,0.54,0.46,0,0,0
0,479.054,0.54,0.47,0,0,0
0,479.141,0.54,0.48,0,0,0
0,479.175,0.54,0.49,0,0,0
0,479.215,0.55,0.49,0,0,0
0,479.297,0.56,0.49,0,0,0
0,479.412,0.55,0.49,0,0,0
0,479.45,0.54,0.49,0,0,0
0,479.617,0.54,0.48,0,0,0
0,479.65,0.53,0.48,0,0,0
0,479.747,0.54,0.48,0,0,0
0,479.784,0.54,0.49,0,0,0
0,479.857,0.54,0.48,0,0,0
0,479.867,0.53,0.48,0,0,0
0,479.879,0.54,0.48,0,0,0
0,479.903,0.54,0.49,0,0,0
0,479.99,0.55,0.49,0,0,0
0,480.007,0.55,0.5,0,0,0
0,480.164,0.56,0.5,0,0,0
0,480.167,0.56,0.51,0,0,0
0,480.193,0.56,0.52,0,0,0
0,480.219,0.56,0.51,0,0,0
0,480.349,0.57,0.51,0,0,0
0,480.382,0.57,0.5,0,0,0
0,480.418,0.58,0.5,0,0,0
0,480.441,0.57,0.5,0,0,0
0,480.484,0.57,0.49,0,0,0
0,480.56,0.57,0.48,0,0,0
0,480.578,0.58,0.48,0,0,0
0,480.582,0.58,0.49,0,0,0
0,480.592,0.57,0.49,0,0,0
0,480.655,0.57,0.48,0,0,0
0,480.688,0.56,0.48,0,0,0
0,480.772,0.55,0.48,0,0,0
0,480.838,0.56,0.48,0,0,0
0,480.848,0.56,0.49,0,0,0
0,480.954,0.56,0.5,0,0,0
0,480.969,0.56,0.51,0,0,0
0,480.992,0.56,0.52,0,0,0
0,481.03,0.57,0.52,0,0,0
0,481.046,0.58,0.52,0,0,0
0,481.078,0.57,0.52,0,0,0
0,481.092,0.57,0.51,0,0,0
0,481.1,0.58,0.51,0,0,0
0,481.196,0.59,0.51,0,0,0
0,481.289,0.58,0.51,0,0,0
0,481.307,0.57,0.51,0,0,0
0,481.342,0.57,0.52,0,0,0
0,481.383,0.56,0.52,0,0,0
0,481.432,0.57,0.52,0,0,0
0,481.475,0.57,0.53,0,0,0
0,481.577,0.58,0.53,0,0,0
0,481.641,0.57,0.53,0,0,0
0,481.675,0.58,0.53,0,0,0
0,481.691,0.57,0.53,0,0,0
0,481.802,0.56,0.53,0,0,0
0,481.811,0.56,0.52,0,0,0
0,481.822,0.56,0.53,0,0,0
0,481.904,0.55,0.53,0,0,0
0,481.917,0.55,0.54,0,0,0
0,481.93,0.55,0.55,0,0,0
0,481.95,0.54,0.55,0,0,0
0,481.957,0.54,0.56,0,0,0
0,481.985,0.54,0.57,0,0,0
0,482.041,0.55,0.57,0,0,0
0,482.055,0.55,0.56,0,0,0
0,482.181,0.55,0.57,0,0,0
0,482.206,0.54,0.57,0,0,0
0,482.256,0.54,0.58,0,0,0
0,482.342,0.54,0.59,0,0,0
0,482.481,0.54,0.6,0,0,0
0,482.482,0.54,0.61,0,0,0
0,482.564,0.54,0.6,0,0,0
0,482.572,0.53,0.6,0,0,0
0,482.59,0.53,0.61,0,0,0
0,482.62,0.52,0.61,0,0,0
0,482.631,0.51,0.61,0,0,0
0,482.667,0.52,0.61,0,0,0
0,482.677,0.51,0.61,0,0,0
0,482.708,0.51,0.6,0,0,0
0,482.73,0.51,0.59,0,0,0
0,482.803,0.51,0.58,0,0,0
0,482.86,0.51,0.59,0,0,0
0,482.903,0.51,0.58,0,0,0
0,483.02,0.52,0.58,0,0,0
0,483.024,0.51,0.58,0,0,0
0,483.138,0.52,0.58,0,0,0
0,483.174,0.52,0.57,0,0,0
0,483.238,0.52,0.58,0,0,0
0,483.264,0.53,0.58,0,0,0
0,483.314,0.53,0.59,0,0,0
0,483.357,0.54,0.59,0,0,0
0,483.399,0.55,0.59,0,0,0
0,483.484,0.55,0.58,0,0,0
0,483.491,0.55,0.59,0,0,0
0,483.753,0.55,0.58,0,0,0
0,483.827,0.55,0.57,0,0,0
0,483.856,0.54,0.57,0,0,0
0,483.927,0.54,0.58,0,0,0
0,483.935,0.54,0.57,0,0,0
0,484.07,0.54,0.56,0,0,0
0,484.078,0.54,0.55,0,0,0
0,484.128,0.55,0.55,0,0,0
0,484.17,0.54,0.55,0,0,0
0,484.206,0.54,0.54,0,0,0
0,484.242,0.55,0.54,0,0,0
0,484.244,0.56,0.54,0,0,0
0,484.27,0.55,0.54,0,0,0
0,484.35,0.56,0.54,0,0,0
0,484.389,0.57,0.54,0,0,0
0,484.44,0.57,0.53,0,0,0
0,484.666,0.57,0.54,0,0,0
0,484.759,0.56,0.54,0,0,0
0,484.76,0.56,0.55,0,0,0
0,484.766,0.55,0.55,0,0,0
0,484.784,0.55,0.54,0,0,0
0,484.788,0.55,0.55,0,0,0
0,484.931,0.54,0.55,0,0,0
0,485.255,0.55,0.55,0,0,0
0,485.28,0.55,0.54,0,0,0
0,485.308,0.55,0.55,0,0,0
0,485.346,0.54,0.55,0,0,0
0,485.473,0.53,0.55,0,0,0
0,485.495,0.54,0.55,0,0,0
0,485.498,0.53,0.55,0,0,0
0,485.501,0.53,0.54,0,0,0
0,485.522,0.53,0.55,0,0,0
0,485.543,0.53,0.54,0,0,0
0,485.604,0.54,0.54,0,0,0
0,485.625,0.54,0.53,0,0,0
0,485.752,0.53,0.53,0,0,0
0,485.796,0.52,0.53,0,0,0
0,485.827,0.52,0.52,0,0,0
0,485.836,0.52,0.53,0,0,0
0,485.842,0.53,0.53,0,0,0
0,485.851,0.54,0.53,0,0,0
0,485.875,0.54,0.54,0,0,0
0,485.974,0.55,0.54,0,0,0
0,486.027,0.55,0.55,0,0,0
0,486.03,0.55,0.54,0,0,0
0,486.067,0.54,0.54,0,0,0
0,486.155,0.54,0.55,0,0,0
0,486.252,0.55,0.55,0,0,0
0,486.26,0.56,0.55,0,0,0
0,486.348,0.56,0.54,0,0,0
0,486.352,0.57,0.54,0,0,0
0,486.362,0.58,0.54,0,0,0
0,486.375,0.57,0.54,0,0,0
0,486.388,0.57,0.53,0,0,0
0,486.524,0.57,0.54,0,0,0
0,486.571,0.58,0.54,0,0,0
0,486.577,0.58,0.53,0,0,0
0,486.616,0.58,0.52,0,0,0
0,486.669,0.58,0.53,0,0,0
0,486.672,0.58,0.52,0,0,0
0,486.689,0.59,0.52,0,0,0
0,486.764,0.59,0.53,0,0,0
0,486.787,0.58,0.53,0,0,0
0,486.848,0.57,0.53,0,0,0
0,486.849,0.57,0.54,0,0,0
0,487.006,0.57,0.55,0,0,0
0,487.007,0.57,0.54,0,0,0
0,487.035,0.57,0.55,0,0,0
0,487.176,0.56,0.55,0,0,0
0,487.193,0.57,0.55,0,0,0
0,487.352,0.58,0.55,0,0,0
0,487.413,0.59,0.55,0,0,0
0,487.472,0.6,0.55,0,0,0
0,487.515,0.59,0.55,0,0,0
0,487.665,0.6,0.55,0,0,0
0,487.732,0.61,0.55,0,0,0
0,487.762,0.62,0.55,0,0,0
0,487.9,0.63,0.55,0,0,0
0,487.946,0.64,0.55,0,0,0
0,487.972,0.63,0.55,0,0,0
0,488.008,0.62,0.55,0,0,0
0,488.045,0.61,0.55,0,0,0
0,488.065,0.6,0.55,0,0,0
0,488.081,0.6,0.54,0,0,0
0,488.092,0.61,0.54,0,0,0
0,488.095,0.62,0.54,0,0,0
0,488.273,0.61,0.54,0,0,0
0,488.298,0.61,0.55,0,0,0
0,488.334,0.61,0.56,0,0,0
0,488.348,0.62,0.56,0,0,0
0,488.375,0.62,0.55,0,0,0
0,488.391,0.62,0.54,0,0,0
0,488.398,0.62,0.53,0,0,0
0,488.399,0.61,0.53,0,0,0
0,488.424,0.61,0.54,0,0,0
0,488.564,0.62,0.54,0,0,0
0,488.635,0.62,0.53,0,0,0
0,488.64,0.62,0.52,0,0,0
0,488.658,0.62,0.51,0,0,0
0,488.667,0.62,0.52,0,0,0
0,488.689,0.63,0.52,0,0,0
0,488.721,0.62,0.52,0,0,0
0,488.726,0.63,0.52,0,0,0
0,488.78,0.62,0.52,0,0,0
0,488.866,0.62,0.51,0,0,0
0,488.932,0.61,0.51,0,0,0
0,488.957,0.6,0.51,0,0,0
0,488.966,0.6,0.52,0,0,0
0,488.996,0.6,0.51,0,0,0
0,489.079,0.6,0.52,0,0,0
0,489.109,0.61,0.52,0,0,0
0,489.182,0.61,0.51,0,0,0
0,489.183,0.61,0.52,0,0,0
0,489.233,0.61,0.51,0,0,0
0,489.239,0.6,0.51,0,0,0
0,489.287,0.6,0.5,0,0,0
0,489.303,0.6,0.49,0,0,0
0,489.327,0.6,0.5,0,0,0
0,489.327,0.59,0.5,0,0,0
0,489.395,0.6,0.5,0,0,0
0,489.499,0.61,0.5,0,0,0
0,489.508,0.61,0.51,0,0,0
0,489.547,0.61,0.52,0,0,0
0,489.634,0.61,0.51,0,0,0
0,489.647,0.61,0.5,0,0,0
0,489.66,0.62,0.5,0,0,0
0,489.722,0.63,0.5,0,0,0
0,489.792,0.62,0.5,0,0,0
0,489.813,0.63,0.5,0,0,0
0,489.816,0.62,0.5,0,0,0
0,489.819,0.62,0.49,0,0,0
0,489.83,0.62,0.48,0,0,0
0,489.875,0.61,0.48,0,0,0
0,489.879,0.61,0.47,0,0,0
0,489.928,0.61,0.48,0,0,0
0,489.957,0.61,0.49,0,0,0
0,489.99,0.61,0.5,0,0,0
0,489.993,0.61,0.51,0,0,0
0,490.133,0.6,0.51,0,0,0
0,490.208,0.6,0.5,0,0,0
0,490.338,0.61,0.5,0,0,0
0,490.358,0.62,0.5,0,0,0
0,490.428,0.62,0.51,0,0,0
0,490.44,0.62,0.5,0,0,0
0,490.444,0.61,0.5,0,0,0
0,490.457,0.61,0.49,0,0,0
0,490.497,0.6,0.49,0,0,0
0,490.512,0.6,0.48,0,0,0
0,490.619,0.6,0.49,0,0,0
0,490.625,0.6,0.48,0,0,0
0,490.644,0.6,0.47,0,0,0
0,490.699,0.61,0.47,0,0,0
0,490.749,0.61,0.46,0,0,0
0,490.751,0.6,0.46,0,0,0
0,490.766,0.61,0.46,0,0,0
0,490.777,0.61,0.45,0,0,0
0,490.816,0.6,0.45,0,0,0
0,490.822,0.61,0.45,0,0,0
0,490.838,0.6,0.45,0,0,0
0,490.931,0.6,0.46,0,0,0
0,490.964,0.6,0.45,0,0,0
0,491,0.6,0.44,0,0,0
0,491.061,0.6,0.45,0,0,0
0,491.091,0.6,0.46,0,0,0
0,491.114,0.61,0.46,0,0,0
0,491.126,0.62,0.46,0,0,0
0,491.13,0.61,0.46,0,0,0
0,491.188,0.61,0.45,0,0,0
0,491.189,0.62,0.45,0,0,0
0,491.266,0.62,0.46,0,0,0
0,491.289,0.62,0.47,0,0,0
0,491.325,0.63,0.47,0,0,0
0,491.333,0.62,0.47,0,0,0
0,491.355,0.63,0.47,0,0,0
0,491.361,0.63,0.48,0,0,0
0,491.431,0.63,0.49,0,0,0
0,491.44,0.63,0.5,0,0,0
0,491.449,0.62,0.5,0,0,0
0,491.489,0.62,0.49,0,0,0
0,491.563,0.61,0.49,0,0,0
0,491.626,0.61,0.48,0,0,0
0,491.673,0.61,0.49,0,0,0
0,491.692,0.61,0.5,0,0,0
0,491.708,0.6,0.5,0,0,0
0,491.729,0.6,0.51,0,0,0
0,491.745,0.6,0.5,0,0,0
0,491.773,0.6,0.49,0,0,0
0,491.799,0.6,0.5,0,0,0
0,491.826,0.59,0.5,0,0,0
0,491.826,0.59,0.51,0,0,0
0,491.831,0.59,0.5,0,0,0
0,491.859,0.59,0.49,0,0,0
0,491.861,0.6,0.49,0,0,0
0,491.928,0.59,0.49,0,0,0
0,491.931,0.6,0.49,0,0,0
0,491.95,0.6,0.48,0,0,0
0,492.471,0.59,0.48,0,0,0
0,492.494,0.58,0.48,0,0,0
0,492.496,0.58,0.47,0,0,0
0,492.527,0.57,0.47,0,0,0
0,492.532,0.56,0.47,0,0,0
0,492.541,0.57,0.47,0,0,0
0,492.542,0.56,0.47,0,0,0
0,492.56,0.55,0.47,0,0,0
0,492.6,0.55,0.48,0,0,0
0,492.636,0.54,0.48,0,0,0
0,492.673,0.54,0.47,0,0,0
0,492.732,0.55,0.47,0,0,0
0,492.745,0.55,0.46,0,0,0
0,492.774,0.56,0.46,0,0,0
0,492.791,0.56,0.47,0,0,0
0,492.812,0.57,0.47,0,0,0
0,492.817,0.57,0.48,0,0,0
0,492.913,0.57,0.47,0,0,0
0,493.035,0.56,0.47,0,0,0
0,493.052,0.56,0.48,0,0,0
0,493.085,0.57,0.48,0,0,0
0,493.103,0.57,0.47,0,0,0
0,493.117,0.57,0.48,0,0,0
0,493.256,0.57,0.49,0,0,0
0,493.296,0.58,0.49,0,0,0
0,493.299,0.58,0.5,0,0,0
0,493.316,0.58,0.49,0,0,0
0,493.346,0.59,0.49,0,0,0
0,493.419,0.58,0.49,0,0,0
0,493.478,0.58,0.5,0,0,0
0,493.521,0.58,0.49,0,0,0
0,493.565,0.59,0.49,0,0,0
0,493.585,0.59,0.5,0,0,0
0,493.597,0.59,0.49,0,0,0
0,493.609,0.59,0.48,0,0,0
0,493.67,0.6,0.48,0,0,0
0,493.713,0.61,0.48,0,0,0
0,493.724,0.6,0.48,0,0,0
0,493.755,0.59,0.48,0,0,0
0,493.782,0.59,0.47,0,0,0
0,493.815,0.58,0.47,0,0,0
0,493.969,0.59,0.47,0,0,0
0,493.975,0.6,0.47,0,0,0
0,493.987,0.6,0.46,0,0,0
0,494.163,0.6,0.45,0,0,0
0,494.17,0.61,0.45,0,0,0
0,494.174,0.62,0.45,0,0,0
0,494.194,0.62,0.44,0,0,0
0,494.334,0.62,0.43,0,0,0
0,494.341,0.62,0.44,0,0,0
0,494.347,0.62,0.43,0,0,0
0,494.424,0.63,0.43,0,0,0
0,494.561,0.62,0.43,0,0,0
0,494.64,0.61,0.43,0,0,0
0,494.75,0.6,0.43,0,0,0
0,494.802,0.61,0.43,0,0,0
0,494.851,0.61,0.42,0,0,0
0,494.853,0.62,0.42,0,0,0
0,494.902,0.61,0.42,0,0,0
0,494.941,0.61,0.43,0,0,0
0,494.989,0.61,0.44,0,0,0
0,494.99,0.61,0.45,0,0,0
0,495.153,0.6,0.45,0,0,0
0,495.168,0.61,0.45,0,0,0
0,495.179,0.6,0.45,0,0,0
0,495.277,0.6,0.46,0,0,0
0,495.304,0.59,0.46,0,0,0
0,495.341,0.59,0.47,0,0,0
0,495.35,0.59,0.46,0,0,0
0,495.492,0.59,0.45,0,0,0
0,495.504,0.6,0.45,0,0,0
0,495.621,0.59,0.45,0,0,0
0,495.67,0.59,0.44,0,0,0
0,495.673,0.6,0.44,0,0,0
0,495.685,0.59,0.44,0,0,0
0,495.729,0.59,0.43,0,0,0
0,495.729,0.58,0.43,0,0,0
0,495.749,0.58,0.42,0,0,0
0,495.86,0.57,0.42,0,0,0
0,495.915,0.56,0.42,0,0,0
0,495.931,0.57,0.42,0,0,0
0,495.976,0.56,0.42,0,0,0
0,496.042,0.57,0.42,0,0,0
0,496.125,0.58,0.42,0,0,0
0,496.153,0.59,0.42,0,0,0
0,496.17,0.59,0.43,0,0,0
0,496.206,0.6,0.43,0,0,0
0,496.21,0.61,0.43,0,0,0
0,496.241,0.62,0.43,0,0,0
0,496.27,0.61,0.43,0,0,0
0,496.283,0.61,0.44,0,0,0
0,496.291,0.6,0.44,0,0,0
0,496.332,0.61,0.44,0,0,0
0,496.352,0.61,0.43,0,0,0
0,496.383,0.6,0.43,0,0,0
0,496.384,0.59,0.43,0,0,0
0,496.434,0.59,0.44,0,0,0
0,496.568,0.59,0.45,0,0,0
0,496.573,0.6,0.45,0,0,0
0,496.591,0.61,0.45,0,0,0
0,496.613,0.6,0.45,0,0,0
0,496.62,0.61,0.45,0,0,0
0,496.63,0.62,0.45,0,0,0
0,496.663,0.63,0.45,0,0,0
0,496.806,0.64,0.45,0,0,0
0,496.818,0.63,0.45,0,0,0
0,496.926,0.62,0.45,0,0,0
0,496.963,0.61,0.45,0,0,0
0,497.005,0.61,0.46,0,0,0
0,497.196,0.61,0.47,0,0,0
0,497.276,0.61,0.48,0,0,0
0,497.277,0.61,0.49,0,0,0
0,497.328,0.61,0.48,0,0,0
0,497.349,0.62,0.48,0,0,0
0,497.396,0.63,0.48,0,0,0
0,497.42,0.63,0.49,0,0,0
0,497.464,0.63,0.5,0,0,0
0,497.513,0.63,0.49,0,0,0
0,497.547,0.63,0.5,0,0,0
0,497.556,0.62,0.5,0,0,0
0,497.579,0.63,0.5,0,0,0
0,497.582,0.63,0.49,0,0,0
0,497.588,0.63,0.48,0,0,0
0,497.783,0.62,0.48,0,0,0
0,497.835,0.62,0.47,0,0,0
0,497.864,0.61,0.47,0,0,0
0,497.909,0.6,0.47,0,0,0
0,497.918,0.6,0.46,0,0,0
0,497.919,0.59,0.46,0,0,0
0,498.028,0.59,0.45,0,0,0
0,498.087,0.58,0.45,0,0,0
0,498.158,0.59,0.45,0,0,0
0,498.263,0.59,0.46,0,0,0
0,498.264,0.58,0.46,0,0,0
0,498.326,0.57,0.46,0,0,0
0,498.356,0.57,0.45,0,0,0
0,498.384,0.56,0.45,0,0,0
0,498.431,0.56,0.44,0,0,0
0,498.439,0.56,0.43,0,0,0
0,498.462,0.55,0.43,0,0,0
0,498.467,0.54,0.43,0,0,0
0,498.514,0.55,0.43,0,0,0
0,498.523,0.56,0.43,0,0,0
0,498.619,0.56,0.42,0,0,0
0,498.791,0.56,0.41,0,0,0
0,498.828,0.57,0.41,0,0,0
0,498.834,0.57,0.4,0,0,0
0,498.836,0.56,0.4,0,0,0
0,498.858,0.56,0.41,0,0,0
0,498.864,0.57,0.41,0,0,0
0,498.899,0.58,0.41,0,0,0
0,499.022,0.57,0.41,0,0,0
0,499.135,0.57,0.4,0,0,0
0,499.236,0.57,0.39,0,0,0
0,499.247,0.57,0.38,0,0,0
0,499.26,0.57,0.39,0,0,0
0,499.324,0.56,0.39,0,0,0
0,499.48,0.57,0.39,0,0,0
0,499.57,0.58,0.39,0,0,0
0,499.653,0.58,0.4,0,0,0
0,499.998,0.57,0.4,0,0,0
0,500.009,0.57,0.39,0,0,0
0,500.012,0.58,0.39,0,0,0
0,500.053,0.58,0.38,0,0,0
0,500.08,0.57,0.38,0,0,0
0,500.148,0.58,0.38,0,0,0
0,500.192,0.58,0.37,0,0,0
0,500.212,0.58,0.38,0,0,0
0,500.267,0.59,0.38,0,0,0
0,500.325,0.59,0.37,0,0,0
0,500.333,0.59,0.38,0,0,0
0,500.442,0.59,0.37,0,0,0
0,500.442,0.58,0.37,0,0,0
0,500.454,0.59,0.37,0,0,0
0,500.486,0.6,0.37,0,0,0
0,500.493,0.59,0.37,0,0,0
0,500.634,0.59,0.36,0,0,0
0,500.639,0.59,0.35,0,0,0
0,500.653,0.59,0.34,0,0,0
0,500.653,0.58,0.34,0,0,0
0,500.727,0.58,0.35,0,0,0
0,500.727,0.58,0.34,0,0,0
0,500.787,0.58,0.35,0,0,0
0,500.86,0.58,0.36,0,0,0
0,500.897,0.59,0.36,0,0,0
0,500.915,0.59,0.37,0,0,0
0,500.935,0.58,0.37,0,0,0
0,500.977,0.57,0.37,0,0,0
0,500.999,0.57,0.36,0,0,0
0,501.025,0.58,0.36,0,0,0
0,501.04,0.58,0.35,0,0,0
0,501.126,0.57,0.35,0,0,0
0,501.185,0.57,0.34,0,0,0
0,501.187,0.57,0.35,0,0,0
0,501.209,0.56,0.35,0,0,0
0,501.253,0.55,0.35,0,0,0
0,501.269,0.54,0.35,0,0,0
0,501.282,0.54,0.34,0,0,0
0,501.422,0.54,0.35,0,0,0
0,501.439,0.55,0.35,0,0,0
0,501.516,0.55,0.36,0,0,0
0,501.536,0.56,0.36,0,0,0
0,501.576,0.56,0.37,0,0,0
0,501.612,0.56,0.38,0,0,0
0,501.781,0.56,0.39,0,0,0
0,501.808,0.56,0.4,0,0,0
0,501.84,0.56,0.41,0,0,0
0,501.843,0.56,0.4,0,0,0
0,501.872,0.56,0.39,0,0,0
0,502.023,0.56,0.38,0,0,0
0,502.082,0.56,0.39,0,0,0
0,502.094,0.56,0.4,0,0,0
0,502.154,0.56,0.41,0,0,0
0,502.223,0.56,0.4,0,0,0
0,502.232,0.55,0.4,0,0,0
0,502.259,0.55,0.41,0,0,0
0,502.346,0.55,0.4,0,0,0
0,502.657,0.54,0.4,0,0,0
0,502.692,0.53,0.4,0,0,0
0,502.704,0.53,0.39,0,0,0
0,502.717,0.52,0.39,0,0,0
0,502.779,0.52,0.4,0,0,0
0,502.792,0.52,0.39,0,0,0
0,502.834,0.52,0.4,0,0,0
0,502.906,0.53,0.4,0,0,0
0,502.912,0.53,0.41,0,0,0
0,502.999,0.53,0.42,0,0,0
0,503.05,0.53,0.43,0,0,0
0,503.059,0.53,0.44,0,0,0
0,503.098,0.53,0.43,0,0,0
0,503.169,0.54,0.43,0,0,0
0,503.235,0.54,0.44,0,0,0
0,503.256,0.55,0.44,0,0,0
0,503.27,0.54,0.44,0,0,0
0,503.304,0.54,0.43,0,0,0
0,503.316,0.54,0.44,0,0,0
0,503.376,0.54,0.45,0,0,0
0,503.378,0.54,0.46,0,0,0
0,503.427,0.54,0.45,0,0,0
0,503.452,0.54,0.46,0,0,0
0,503.526,0.54,0.47,0,0,0
0,503.621,0.54,0.48,0,0,0
0,503.696,0.55,0.48,0,0,0
0,503.703,0.55,0.49,0,0,0
0,503.728,0.55,0.48,0,0,0
0,503.835,0.56,0.48,0,0,0
0,503.924,0.56,0.47,0,0,0
0,504.061,0.57,0.47,0,0,0
0,504.186,0.57,0.48,0,0,0
0,504.201,0.58,0.48,0,0,0
