Run,Temps,A,B,AB,ABA,ABAB 
0,10.4862,0.52,1.12,0.52,0.29,0.28
0,10.4875,0.52,1.12,0.5,0.29,0.29
0,10.4881,0.53,1.12,0.51,0.28,0.29
0,10.4888,0.53,1.12,0.49,0.28,0.3
0,10.4898,0.53,1.11,0.49,0.27,0.31
0,10.4935,0.52,1.11,0.48,0.28,0.31
0,10.4981,0.52,1.11,0.5,0.28,0.3
0,10.5166,0.52,1.1,0.5,0.27,0.31
0,10.5305,0.51,1.1,0.49,0.28,0.31
0,10.5322,0.51,1.1,0.47,0.28,0.32
0,10.5331,0.51,1.1,0.45,0.28,0.33
0,10.534,0.51,1.1,0.47,0.28,0.32
0,10.5412,0.51,1.09,0.47,0.27,0.33
0,10.5469,0.51,1.1,0.47,0.28,0.32
0,10.5482,0.52,1.1,0.48,0.27,0.32
0,10.5524,0.53,1.1,0.48,0.27,0.32
0,10.5533,0.53,1.1,0.46,0.27,0.33
0,10.5842,0.53,1.1,0.44,0.27,0.34
0,10.5856,0.53,1.1,0.46,0.27,0.33
0,10.5969,0.52,1.1,0.45,0.28,0.33
0,10.5969,0.52,1.1,0.45,0.28,0.32
0,10.5976,0.51,1.1,0.44,0.29,0.32
0,10.5998,0.5,1.1,0.43,0.3,0.32
0,10.6002,0.5,1.09,0.43,0.3,0.32
0,10.6167,0.5,1.09,0.41,0.3,0.33
0,10.6245,0.5,1.08,0.41,0.29,0.34
0,10.6287,0.5,1.08,0.39,0.29,0.35
0,10.629,0.5,1.07,0.39,0.28,0.36
0,10.6332,0.5,1.07,0.41,0.28,0.35
0,10.6337,0.5,1.08,0.41,0.29,0.34
0,10.637,0.5,1.08,0.39,0.29,0.35
0,10.6473,0.49,1.08,0.38,0.3,0.35
0,10.6495,0.49,1.08,0.4,0.3,0.34
0,10.6501,0.48,1.08,0.39,0.31,0.34
0,10.6554,0.48,1.07,0.39,0.3,0.35
0,10.6564,0.48,1.08,0.39,0.31,0.34
0,10.6581,0.48,1.09,0.39,0.32,0.33
0,10.6664,0.48,1.09,0.37,0.32,0.34
0,10.6683,0.47,1.09,0.37,0.32,0.34
0,10.6689,0.48,1.09,0.38,0.31,0.34
0,10.6761,0.48,1.1,0.38,0.32,0.33
0,10.6892,0.48,1.09,0.38,0.31,0.34
0,10.6933,0.48,1.1,0.38,0.31,0.34
0,10.6949,0.48,1.11,0.38,0.32,0.33
0,10.7052,0.47,1.11,0.38,0.32,0.33
0,10.7113,0.47,1.11,0.4,0.32,0.32
0,10.7333,0.47,1.1,0.4,0.32,0.32
0,10.7352,0.47,1.1,0.42,0.32,0.31
0,10.7366,0.46,1.1,0.41,0.33,0.31
0,10.7398,0.47,1.1,0.42,0.32,0.31
0,10.7427,0.47,1.11,0.42,0.33,0.3
0,10.7431,0.46,1.11,0.42,0.33,0.3
0,10.7447,0.45,1.11,0.41,0.34,0.3
0,10.7448,0.45,1.11,0.43,0.34,0.29
0,10.7473,0.45,1.12,0.43,0.35,0.28
0,10.7549,0.45,1.12,0.45,0.35,0.27
0,10.7563,0.45,1.12,0.44,0.35,0.27
0,10.7577,0.46,1.12,0.45,0.34,0.27
0,10.7631,0.46,1.12,0.47,0.34,0.26
0,10.7699,0.45,1.12,0.46,0.35,0.26
0,10.7707,0.46,1.12,0.47,0.34,0.26
0,10.7771,0.47,1.12,0.48,0.33,0.26
0,10.7919,0.47,1.12,0.48,0.33,0.25
0,10.8112,0.47,1.13,0.48,0.33,0.25
0,10.8145,0.47,1.13,0.46,0.33,0.26
0,10.8188,0.47,1.13,0.44,0.33,0.27
0,10.8211,0.48,1.13,0.45,0.32,0.27
0,10.8257,0.48,1.13,0.44,0.32,0.27
0,10.8259,0.48,1.13,0.46,0.32,0.26
0,10.8435,0.48,1.13,0.48,0.32,0.25
0,10.8497,0.48,1.13,0.5,0.32,0.24
0,10.8576,0.48,1.13,0.5,0.31,0.24
0,10.8583,0.48,1.13,0.5,0.3,0.24
0,10.859,0.48,1.13,0.5,0.3,0.23
0,10.8605,0.47,1.13,0.49,0.31,0.23
0,10.8651,0.47,1.13,0.51,0.31,0.22
0,10.8676,0.46,1.13,0.5,0.32,0.22
0,10.8719,0.45,1.13,0.49,0.33,0.22
0,10.8783,0.45,1.13,0.51,0.33,0.21
0,10.8787,0.45,1.13,0.53,0.33,0.2
0,10.8813,0.45,1.12,0.53,0.32,0.21
0,10.8856,0.45,1.12,0.55,0.32,0.2
0,10.8892,0.44,1.12,0.54,0.33,0.2
0,10.8971,0.44,1.12,0.53,0.33,0.2
0,10.9141,0.44,1.12,0.51,0.33,0.21
0,10.9144,0.44,1.12,0.53,0.33,0.2
0,10.9152,0.44,1.12,0.51,0.33,0.21
0,10.9224,0.44,1.13,0.51,0.34,0.2
0,10.925,0.44,1.13,0.49,0.34,0.21
0,10.9496,0.44,1.14,0.49,0.35,0.2
0,10.9555,0.43,1.14,0.48,0.36,0.2
0,10.9675,0.43,1.13,0.48,0.35,0.21
0,10.9689,0.43,1.12,0.48,0.34,0.22
0,10.9787,0.43,1.13,0.48,0.35,0.21
0,10.9902,0.43,1.13,0.48,0.34,0.21
0,10.9912,0.43,1.12,0.48,0.33,0.22
0,10.9917,0.43,1.12,0.47,0.33,0.22
0,10.9921,0.44,1.12,0.48,0.32,0.22
0,10.9943,0.44,1.13,0.48,0.33,0.21
0,10.9948,0.44,1.12,0.48,0.32,0.22
0,10.995,0.44,1.11,0.48,0.31,0.23
0,10.9967,0.44,1.11,0.5,0.31,0.22
0,11.0006,0.44,1.11,0.48,0.31,0.23
0,11.0085,0.43,1.11,0.48,0.31,0.23
0,11.025,0.43,1.1,0.48,0.3,0.24
0,11.0282,0.43,1.09,0.48,0.29,0.25
0,11.031,0.43,1.09,0.5,0.29,0.24
0,11.0372,0.43,1.09,0.52,0.29,0.23
0,11.0494,0.43,1.08,0.52,0.28,0.24
0,11.058,0.43,1.09,0.52,0.29,0.23
0,11.0663,0.43,1.1,0.52,0.3,0.22
0,11.0705,0.43,1.09,0.52,0.29,0.23
0,11.0714,0.43,1.09,0.5,0.29,0.24
0,11.0796,0.43,1.09,0.48,0.29,0.25
0,11.0848,0.43,1.09,0.5,0.29,0.24
0,11.0905,0.44,1.09,0.5,0.29,0.24
0,11.0906,0.44,1.1,0.5,0.3,0.23
0,11.0944,0.45,1.1,0.51,0.29,0.23
0,11.1135,0.45,1.1,0.49,0.29,0.24
0,11.1199,0.44,1.1,0.48,0.3,0.24
0,11.1201,0.44,1.1,0.5,0.3,0.23
0,11.1241,0.45,1.1,0.51,0.29,0.23
0,11.1245,0.46,1.1,0.52,0.28,0.23
0,11.1267,0.46,1.1,0.5,0.28,0.24
0,11.1345,0.46,1.1,0.52,0.28,0.23
0,11.1383,0.47,1.1,0.53,0.27,0.23
0,11.1387,0.48,1.1,0.54,0.26,0.23
0,11.1418,0.48,1.11,0.54,0.27,0.22
0,11.1457,0.49,1.11,0.55,0.26,0.22
0,11.1558,0.49,1.11,0.53,0.26,0.23
0,11.1639,0.5,1.11,0.54,0.25,0.23
0,11.1661,0.5,1.1,0.54,0.25,0.23
0,11.1708,0.5,1.1,0.56,0.25,0.22
0,11.1724,0.5,1.09,0.56,0.24,0.23
0,11.176,0.5,1.08,0.56,0.24,0.23
0,11.1762,0.5,1.08,0.54,0.24,0.24
0,11.1828,0.5,1.09,0.54,0.25,0.23
0,11.1861,0.5,1.09,0.56,0.25,0.22
0,11.1939,0.5,1.09,0.56,0.24,0.22
0,11.2098,0.5,1.09,0.56,0.23,0.22
0,11.2122,0.51,1.09,0.56,0.23,0.22
0,11.2135,0.51,1.09,0.54,0.23,0.23
0,11.2206,0.51,1.09,0.52,0.23,0.24
0,11.2228,0.52,1.09,0.53,0.22,0.24
0,11.2269,0.51,1.09,0.52,0.23,0.24
0,11.23,0.52,1.09,0.52,0.23,0.24
0,11.2345,0.52,1.09,0.54,0.23,0.23
0,11.2354,0.51,1.09,0.53,0.24,0.23
0,11.2443,0.5,1.09,0.52,0.25,0.23
0,11.2507,0.5,1.09,0.5,0.25,0.24
0,11.2517,0.5,1.1,0.5,0.26,0.23
0,11.2599,0.51,1.1,0.5,0.26,0.23
0,11.2666,0.51,1.1,0.48,0.26,0.24
0,11.2806,0.51,1.1,0.48,0.25,0.24
0,11.2833,0.51,1.1,0.48,0.24,0.24
0,11.285,0.51,1.1,0.5,0.24,0.23
0,11.2852,0.51,1.11,0.5,0.24,0.23
0,11.2981,0.51,1.11,0.52,0.24,0.22
0,11.2993,0.52,1.11,0.53,0.23,0.22
0,11.3079,0.52,1.11,0.53,0.23,0.21
0,11.3109,0.52,1.1,0.53,0.23,0.21
0,11.3166,0.52,1.1,0.55,0.23,0.2
0,11.3351,0.51,1.1,0.54,0.24,0.2
0,11.3368,0.51,1.09,0.54,0.24,0.2
0,11.338,0.5,1.09,0.53,0.25,0.2
0,11.3439,0.51,1.09,0.54,0.24,0.2
0,11.344,0.52,1.09,0.55,0.23,0.2
0,11.3448,0.51,1.09,0.54,0.24,0.2
0,11.3482,0.5,1.09,0.53,0.25,0.2
0,11.3585,0.51,1.09,0.54,0.24,0.2
0,11.3711,0.51,1.09,0.56,0.24,0.19
0,11.3755,0.5,1.09,0.55,0.25,0.19
0,11.39,0.5,1.1,0.55,0.25,0.19
0,11.4029,0.5,1.09,0.55,0.25,0.19
0,11.4031,0.51,1.09,0.56,0.24,0.19
0,11.4194,0.52,1.09,0.57,0.23,0.19
0,11.4297,0.51,1.09,0.56,0.24,0.19
0,11.4336,0.5,1.09,0.55,0.25,0.19
0,11.4338,0.5,1.09,0.57,0.25,0.18
0,11.4483,0.51,1.09,0.58,0.24,0.18
0,11.4512,0.5,1.09,0.57,0.25,0.18
0,11.4533,0.49,1.09,0.56,0.26,0.18
0,11.4666,0.49,1.08,0.56,0.25,0.19
0,11.4781,0.49,1.07,0.56,0.24,0.2
0,11.4841,0.49,1.07,0.54,0.24,0.21
0,11.4925,0.48,1.07,0.53,0.25,0.21
0,11.4945,0.49,1.07,0.54,0.24,0.21
0,11.4979,0.48,1.07,0.53,0.25,0.21
0,11.499,0.49,1.07,0.54,0.24,0.21
0,11.5026,0.5,1.07,0.55,0.23,0.21
0,11.5099,0.51,1.07,0.56,0.22,0.21
0,11.5194,0.5,1.07,0.55,0.23,0.21
0,11.5248,0.5,1.06,0.55,0.22,0.22
0,11.5292,0.49,1.06,0.54,0.23,0.22
0,11.5368,0.49,1.05,0.54,0.22,0.23
0,11.5408,0.5,1.05,0.55,0.21,0.23
0,11.5608,0.51,1.05,0.55,0.21,0.23
0,11.561,0.51,1.05,0.53,0.21,0.24
0,11.5746,0.51,1.05,0.55,0.21,0.23
0,11.5786,0.51,1.05,0.57,0.21,0.22
0,11.5874,0.51,1.05,0.55,0.21,0.23
0,11.591,0.52,1.05,0.56,0.2,0.23
0,11.6032,0.52,1.05,0.54,0.2,0.24
0,11.6078,0.51,1.05,0.53,0.21,0.24
0,11.6102,0.51,1.04,0.53,0.2,0.25
0,11.6122,0.51,1.03,0.53,0.19,0.26
0,11.627,0.51,1.03,0.51,0.19,0.27
0,11.6422,0.51,1.03,0.49,0.19,0.28
0,11.6461,0.51,1.03,0.48,0.19,0.28
0,11.6471,0.5,1.03,0.47,0.2,0.28
0,11.6534,0.51,1.03,0.48,0.19,0.28
0,11.6559,0.5,1.03,0.47,0.2,0.28
0,11.6652,0.5,1.02,0.47,0.19,0.29
0,11.6688,0.5,1.02,0.49,0.19,0.28
0,11.672,0.5,1.03,0.49,0.2,0.27
0,11.6789,0.5,1.03,0.51,0.2,0.26
0,11.6927,0.5,1.03,0.49,0.2,0.27
0,11.698,0.5,1.03,0.47,0.2,0.28
0,11.7,0.5,1.03,0.49,0.2,0.27
0,11.7009,0.5,1.02,0.49,0.2,0.27
0,11.7023,0.5,1.02,0.48,0.2,0.27
0,11.7184,0.5,1.02,0.46,0.2,0.28
0,11.7205,0.5,1.01,0.46,0.2,0.28
0,11.7227,0.49,1.01,0.45,0.21,0.28
0,11.7298,0.49,1.01,0.47,0.21,0.27
0,11.7308,0.49,1.01,0.49,0.21,0.26
0,11.7336,0.48,1.01,0.49,0.21,0.26
0,11.7354,0.49,1.01,0.5,0.2,0.26
0,11.7409,0.49,1.01,0.48,0.2,0.27
0,11.7437,0.49,1.02,0.48,0.21,0.26
0,11.7468,0.49,1.03,0.48,0.22,0.25
0,11.7622,0.49,1.04,0.48,0.22,0.25
0,11.7769,0.49,1.05,0.48,0.23,0.24
0,11.7782,0.5,1.05,0.49,0.22,0.24
0,11.7846,0.5,1.05,0.47,0.22,0.25
0,11.7946,0.51,1.05,0.48,0.21,0.25
0,11.8251,0.51,1.04,0.48,0.2,0.26
0,11.833,0.51,1.05,0.48,0.21,0.25
0,11.8357,0.5,1.05,0.47,0.22,0.25
0,11.8447,0.5,1.05,0.49,0.22,0.24
0,11.8457,0.5,1.05,0.51,0.22,0.23
0,11.8474,0.5,1.05,0.51,0.21,0.23
0,11.8565,0.5,1.05,0.49,0.21,0.24
0,11.8642,0.5,1.05,0.51,0.21,0.23
0,11.8737,0.51,1.05,0.52,0.2,0.23
0,11.8777,0.51,1.06,0.52,0.21,0.22
0,11.8796,0.52,1.06,0.53,0.2,0.22
0,11.8813,0.52,1.05,0.53,0.2,0.22
0,11.8966,0.53,1.05,0.54,0.19,0.22
0,11.9185,0.53,1.05,0.56,0.19,0.21
0,11.9236,0.53,1.04,0.56,0.19,0.21
0,11.9337,0.54,1.04,0.57,0.18,0.21
0,11.937,0.54,1.04,0.59,0.18,0.2
0,11.9426,0.54,1.03,0.59,0.18,0.2
0,11.9483,0.54,1.03,0.61,0.18,0.19
0,11.9549,0.54,1.03,0.59,0.18,0.2
0,11.9562,0.54,1.04,0.59,0.19,0.19
0,11.9621,0.54,1.04,0.58,0.19,0.19
0,11.9637,0.53,1.04,0.57,0.2,0.19
0,11.9641,0.53,1.04,0.59,0.2,0.18
0,11.9642,0.52,1.04,0.59,0.2,0.18
0,11.9736,0.52,1.05,0.59,0.21,0.17
0,11.9768,0.52,1.05,0.57,0.21,0.18
0,11.9829,0.52,1.04,0.57,0.2,0.19
0,11.9922,0.52,1.03,0.57,0.19,0.2
0,11.9929,0.53,1.03,0.58,0.18,0.2
0,12.0008,0.53,1.02,0.58,0.17,0.21
0,12.0114,0.53,1.01,0.58,0.16,0.22
0,12.0173,0.52,1.01,0.57,0.17,0.22
0,12.0183,0.52,1.01,0.55,0.17,0.23
0,12.0188,0.52,1.02,0.55,0.18,0.22
0,12.0261,0.52,1.02,0.53,0.18,0.23
0,12.0299,0.51,1.02,0.53,0.18,0.23
0,12.052,0.51,1.03,0.53,0.18,0.23
0,12.0567,0.5,1.03,0.52,0.19,0.23
0,12.064,0.51,1.03,0.53,0.18,0.23
0,12.0828,0.52,1.03,0.54,0.17,0.23
0,12.0965,0.53,1.03,0.54,0.17,0.23
0,12.1027,0.54,1.03,0.55,0.16,0.23
0,12.1138,0.54,1.03,0.57,0.16,0.22
0,12.1164,0.55,1.03,0.58,0.15,0.22
0,12.1209,0.56,1.03,0.58,0.15,0.22
0,12.1218,0.56,1.02,0.58,0.14,0.23
0,12.1263,0.56,1.02,0.58,0.14,0.22
0,12.1386,0.55,1.02,0.57,0.15,0.22
0,12.141,0.54,1.02,0.56,0.16,0.22
0,12.1515,0.54,1.01,0.56,0.15,0.23
0,12.1525,0.53,1.01,0.55,0.16,0.23
0,12.1561,0.52,1.01,0.54,0.17,0.23
0,12.1612,0.52,1.01,0.56,0.17,0.22
0,12.1752,0.52,1.01,0.54,0.17,0.23
0,12.1857,0.51,1.01,0.54,0.17,0.23
0,12.1881,0.51,1.01,0.53,0.17,0.23
0,12.1933,0.51,1.01,0.51,0.17,0.24
0,12.1988,0.5,1.01,0.5,0.18,0.24
0,12.1989,0.5,1,0.5,0.17,0.25
0,12.1998,0.5,1.01,0.5,0.18,0.24
0,12.2006,0.5,1,0.5,0.17,0.25
0,12.2008,0.49,1,0.49,0.18,0.25
0,12.2031,0.48,1,0.48,0.19,0.25
0,12.2257,0.47,1,0.47,0.2,0.25
0,12.2313,0.47,0.99,0.47,0.19,0.26
0,12.2401,0.48,0.99,0.48,0.18,0.26
0,12.2402,0.47,0.99,0.47,0.19,0.26
0,12.2466,0.48,0.99,0.47,0.19,0.26
0,12.2514,0.49,0.99,0.48,0.18,0.26
0,12.2629,0.49,1,0.48,0.19,0.25
0,12.2683,0.49,0.99,0.48,0.18,0.26
0,12.2824,0.48,0.99,0.47,0.19,0.26
0,12.2852,0.48,1,0.47,0.2,0.25
0,12.291,0.48,1.01,0.47,0.21,0.24
0,12.303,0.48,1.01,0.47,0.21,0.23
0,12.3177,0.47,1.01,0.46,0.22,0.23
0,12.323,0.47,1.02,0.46,0.22,0.23
0,12.3236,0.47,1.03,0.46,0.23,0.22
0,12.3258,0.47,1.02,0.46,0.23,0.22
0,12.3325,0.47,1.02,0.44,0.23,0.23
0,12.3327,0.48,1.02,0.45,0.22,0.23
0,12.3366,0.48,1.01,0.45,0.21,0.24
0,12.3414,0.48,1.01,0.43,0.21,0.25
0,12.3759,0.49,1.01,0.44,0.2,0.25
0,12.3865,0.49,1,0.44,0.2,0.25
0,12.4005,0.48,1,0.43,0.21,0.25
0,12.4246,0.49,1,0.44,0.2,0.25
0,12.4291,0.49,0.99,0.44,0.2,0.25
0,12.43,0.49,1,0.44,0.21,0.24
0,12.4319,0.49,1,0.44,0.21,0.23
0,12.4395,0.49,1.01,0.44,0.22,0.22
0,12.4445,0.5,1.01,0.45,0.21,0.22
0,12.4445,0.5,1.01,0.43,0.21,0.23
0,12.4543,0.51,1.01,0.44,0.2,0.23
0,12.4709,0.51,1.02,0.44,0.21,0.22
0,12.4735,0.51,1.01,0.44,0.21,0.22
0,12.4753,0.51,1.01,0.46,0.21,0.21
0,12.4868,0.51,1.01,0.44,0.21,0.22
0,12.4884,0.51,1,0.44,0.21,0.22
0,12.493,0.51,1,0.46,0.21,0.21
0,12.4975,0.5,1,0.45,0.22,0.21
0,12.5041,0.49,1,0.45,0.22,0.21
0,12.512,0.49,1,0.47,0.22,0.2
0,12.5136,0.49,1,0.46,0.22,0.2
0,12.5286,0.49,1,0.48,0.22,0.19
0,12.5367,0.49,1.01,0.48,0.23,0.18
0,12.5422,0.5,1.01,0.49,0.22,0.18
0,12.5506,0.49,1.01,0.48,0.23,0.18
0,12.5516,0.49,1.01,0.5,0.23,0.17
0,12.5553,0.49,1,0.5,0.22,0.18
0,12.5682,0.48,1,0.49,0.23,0.18
0,12.5719,0.47,1,0.48,0.24,0.18
0,12.5794,0.47,1.01,0.48,0.25,0.17
0,12.5813,0.47,1.02,0.48,0.26,0.16
0,12.5838,0.48,1.02,0.48,0.26,0.16
0,12.5889,0.48,1.01,0.48,0.25,0.17
0,12.6345,0.48,1.01,0.46,0.25,0.18
0,12.6424,0.47,1.01,0.45,0.26,0.18
0,12.6436,0.46,1.01,0.44,0.27,0.18
0,12.6663,0.45,1.01,0.43,0.28,0.18
0,12.6709,0.45,1,0.43,0.27,0.19
0,12.6723,0.46,1,0.44,0.26,0.19
0,12.6762,0.46,0.99,0.44,0.25,0.2
0,12.688,0.46,0.98,0.44,0.24,0.21
0,12.689,0.47,0.98,0.45,0.23,0.21
0,12.6892,0.47,0.98,0.43,0.23,0.22
0,12.6906,0.47,0.98,0.45,0.23,0.21
0,12.6958,0.47,0.97,0.45,0.22,0.22
0,12.7076,0.47,0.97,0.45,0.22,0.21
0,12.7133,0.47,0.98,0.45,0.23,0.2
0,12.7147,0.47,0.97,0.45,0.22,0.21
0,12.7244,0.47,0.97,0.43,0.22,0.22
0,12.7247,0.46,0.97,0.42,0.23,0.22
0,12.7314,0.46,0.96,0.42,0.22,0.23
0,12.7468,0.46,0.96,0.44,0.22,0.22
0,12.7493,0.47,0.96,0.45,0.21,0.22
0,12.7575,0.46,0.96,0.44,0.22,0.22
0,12.7585,0.45,0.96,0.43,0.23,0.22
0,12.7591,0.45,0.95,0.43,0.23,0.22
0,12.76,0.44,0.95,0.43,0.23,0.22
0,12.7702,0.43,0.95,0.42,0.24,0.22
0,12.7747,0.43,0.95,0.4,0.24,0.23
0,12.7749,0.44,0.95,0.4,0.24,0.23
0,12.7766,0.43,0.95,0.39,0.25,0.23
0,12.7794,0.43,0.95,0.41,0.25,0.22
0,12.7795,0.43,0.95,0.43,0.25,0.21
0,12.7833,0.43,0.96,0.43,0.26,0.2
0,12.7953,0.43,0.96,0.43,0.26,0.19
0,12.8016,0.43,0.96,0.41,0.26,0.2
0,12.8067,0.42,0.96,0.4,0.27,0.2
0,12.8382,0.42,0.96,0.42,0.27,0.19
0,12.8441,0.42,0.96,0.44,0.27,0.18
0,12.8498,0.43,0.96,0.45,0.26,0.18
0,12.8579,0.43,0.96,0.47,0.26,0.17
0,12.8669,0.43,0.95,0.47,0.25,0.18
0,12.8685,0.43,0.94,0.47,0.24,0.19
0,12.8734,0.43,0.95,0.47,0.25,0.18
0,12.8821,0.44,0.95,0.48,0.24,0.18
0,12.8871,0.45,0.95,0.49,0.23,0.18
0,12.8925,0.46,0.95,0.49,0.23,0.18
0,12.8935,0.46,0.95,0.51,0.23,0.17
0,12.9093,0.47,0.95,0.52,0.22,0.17
0,12.9116,0.47,0.95,0.52,0.22,0.16
0,12.9159,0.47,0.95,0.54,0.22,0.15
0,12.9207,0.47,0.95,0.54,0.21,0.15
0,12.921,0.47,0.95,0.52,0.21,0.16
0,12.9325,0.47,0.94,0.52,0.2,0.17
0,12.936,0.47,0.93,0.52,0.2,0.17
0,12.9409,0.48,0.93,0.53,0.19,0.17
0,12.949,0.48,0.92,0.53,0.18,0.18
0,12.9544,0.47,0.92,0.52,0.19,0.18
0,12.9606,0.46,0.92,0.51,0.2,0.18
0,12.963,0.47,0.92,0.52,0.19,0.18
0,12.9673,0.47,0.91,0.52,0.18,0.19
0,12.9675,0.47,0.91,0.51,0.18,0.19
0,12.9802,0.47,0.9,0.51,0.17,0.2
0,12.9812,0.48,0.9,0.52,0.16,0.2
0,12.9882,0.48,0.89,0.52,0.15,0.21
0,13,0.47,0.89,0.51,0.16,0.21
0,13.0199,0.46,0.89,0.51,0.16,0.21
0,13.028,0.45,0.89,0.5,0.17,0.21
0,13.0305,0.45,0.89,0.48,0.17,0.22
0,13.0323,0.45,0.89,0.46,0.17,0.23
0,13.041,0.45,0.88,0.46,0.17,0.23
0,13.0441,0.45,0.89,0.46,0.17,0.23
0,13.0571,0.45,0.89,0.44,0.17,0.24
0,13.0611,0.45,0.9,0.44,0.18,0.23
0,13.0619,0.45,0.9,0.46,0.18,0.22
0,13.0655,0.45,0.9,0.44,0.18,0.23
0,13.0699,0.45,0.89,0.44,0.17,0.24
0,13.0822,0.45,0.89,0.46,0.17,0.23
0,13.0825,0.45,0.89,0.48,0.17,0.22
0,13.0921,0.45,0.89,0.48,0.17,0.21
0,13.1037,0.45,0.89,0.47,0.17,0.21
0,13.1126,0.45,0.89,0.49,0.17,0.2
0,13.1178,0.45,0.89,0.47,0.17,0.21
0,13.1243,0.46,0.89,0.47,0.17,0.21
0,13.125,0.45,0.89,0.46,0.18,0.21
0,13.1315,0.45,0.89,0.48,0.18,0.2
0,13.1463,0.46,0.89,0.49,0.17,0.2
0,13.1491,0.46,0.9,0.49,0.18,0.19
0,13.1686,0.45,0.9,0.49,0.18,0.19
0,13.1909,0.46,0.9,0.5,0.17,0.19
0,13.1909,0.47,0.9,0.5,0.17,0.19
0,13.1931,0.47,0.9,0.48,0.17,0.2
0,13.2123,0.47,0.9,0.5,0.17,0.19
0,13.2161,0.48,0.9,0.51,0.16,0.19
0,13.2165,0.49,0.9,0.52,0.15,0.19
0,13.2469,0.49,0.91,0.52,0.16,0.18
0,13.2654,0.49,0.91,0.5,0.16,0.19
0,13.2692,0.49,0.91,0.48,0.16,0.2
0,13.2697,0.49,0.92,0.48,0.17,0.19
0,13.2724,0.49,0.93,0.48,0.18,0.18
0,13.2725,0.49,0.94,0.48,0.19,0.17
0,13.2765,0.49,0.94,0.46,0.19,0.18
0,13.2907,0.49,0.95,0.46,0.2,0.17
0,13.2951,0.5,0.95,0.47,0.19,0.17
0,13.3101,0.5,0.95,0.46,0.19,0.17
0,13.3146,0.5,0.96,0.46,0.2,0.16
0,13.315,0.5,0.97,0.46,0.2,0.16
0,13.3178,0.49,0.97,0.45,0.21,0.16
0,13.3194,0.48,0.97,0.45,0.21,0.16
0,13.3202,0.48,0.98,0.45,0.22,0.15
0,13.3349,0.48,0.98,0.43,0.22,0.16
0,13.3501,0.47,0.98,0.43,0.22,0.16
0,13.3513,0.47,0.98,0.41,0.22,0.17
0,13.3555,0.48,0.98,0.42,0.21,0.17
0,13.3605,0.49,0.98,0.43,0.2,0.17
0,13.3677,0.49,0.98,0.45,0.2,0.16
0,13.3829,0.49,0.97,0.45,0.19,0.17
0,13.386,0.49,0.96,0.45,0.18,0.18
0,13.3881,0.49,0.96,0.44,0.18,0.18
0,13.3949,0.49,0.97,0.44,0.19,0.17
0,13.4037,0.49,0.96,0.44,0.19,0.17
0,13.4059,0.48,0.96,0.44,0.19,0.17
0,13.4197,0.48,0.96,0.42,0.19,0.18
0,13.4286,0.48,0.95,0.42,0.19,0.18
0,13.4483,0.48,0.94,0.42,0.19,0.18
0,13.4498,0.48,0.94,0.44,0.19,0.17
0,13.4503,0.49,0.94,0.45,0.18,0.17
0,13.4538,0.49,0.94,0.43,0.18,0.18
0,13.4637,0.5,0.94,0.44,0.17,0.18
0,13.47,0.5,0.94,0.42,0.17,0.19
0,13.4707,0.5,0.93,0.42,0.16,0.2
0,13.4773,0.5,0.92,0.42,0.15,0.21
0,13.4794,0.5,0.92,0.44,0.15,0.2
0,13.4853,0.51,0.92,0.44,0.15,0.2
0,13.4923,0.51,0.92,0.42,0.15,0.21
0,13.4967,0.51,0.93,0.42,0.16,0.2
0,13.4984,0.51,0.92,0.42,0.15,0.21
0,13.5046,0.51,0.92,0.44,0.15,0.2
0,13.5123,0.52,0.92,0.45,0.14,0.2
0,13.5128,0.51,0.92,0.44,0.15,0.2
0,13.5235,0.51,0.92,0.44,0.15,0.19
0,13.5275,0.51,0.92,0.46,0.15,0.18
0,13.5359,0.51,0.92,0.44,0.15,0.19
0,13.5585,0.52,0.92,0.45,0.14,0.19
0,13.5628,0.52,0.92,0.43,0.14,0.2
0,13.5668,0.52,0.93,0.43,0.15,0.19
0,13.5704,0.52,0.94,0.43,0.15,0.19
0,13.5793,0.51,0.94,0.42,0.16,0.19
0,13.5966,0.51,0.94,0.41,0.16,0.19
0,13.5972,0.51,0.94,0.43,0.16,0.18
0,13.599,0.5,0.94,0.42,0.17,0.18
0,13.606,0.5,0.94,0.44,0.17,0.17
0,13.6106,0.5,0.94,0.46,0.17,0.16
0,13.6119,0.5,0.94,0.48,0.17,0.15
0,13.625,0.49,0.94,0.47,0.18,0.15
0,13.6255,0.48,0.94,0.46,0.19,0.15
0,13.636,0.49,0.94,0.46,0.19,0.15
0,13.6526,0.5,0.94,0.47,0.18,0.15
0,13.6537,0.5,0.94,0.49,0.18,0.14
0,13.6597,0.5,0.94,0.47,0.18,0.15
0,13.6622,0.5,0.94,0.49,0.18,0.14
0,13.6637,0.5,0.94,0.47,0.18,0.15
0,13.668,0.5,0.94,0.49,0.18,0.14
0,13.6834,0.5,0.93,0.49,0.17,0.15
0,13.6882,0.49,0.93,0.48,0.18,0.15
0,13.6902,0.5,0.93,0.49,0.17,0.15
0,13.6907,0.49,0.93,0.48,0.18,0.15
0,13.6935,0.49,0.93,0.46,0.18,0.16
0,13.6954,0.5,0.93,0.47,0.17,0.16
0,13.7123,0.49,0.93,0.47,0.17,0.16
0,13.725,0.49,0.93,0.45,0.17,0.17
