Temps,A,B,AB,ABA,ABAB
0,5,5,0.5,0,0
0.1,4.77843,4.91457,0.29265,0.136132,0.0534503
0.2,4.63935,4.80371,0.198617,0.16436,0.117152
0.3,4.53504,4.69731,0.156049,0.162278,0.168293
0.4,4.44561,4.60075,0.13833,0.155142,0.204862
0.5,4.36243,4.51257,0.132865,0.150143,0.230283
0.6,4.28172,4.4302,0.133481,0.148474,0.248336
0.7,4.20188,4.35148,0.137131,0.149602,0.261879
0.8,4.12225,4.27496,0.142327,0.152715,0.272789
0.9,4.0426,4.19974,0.148348,0.157141,0.282212
1,3.96288,4.12529,0.154858,0.162413,0.290811
1.1,3.8831,4.05133,0.161699,0.168231,0.298954
1.2,3.8033,3.97772,0.168802,0.174413,0.306836
1.3,3.72353,3.90438,0.176136,0.180847,0.314556
1.4,3.64385,3.83132,0.183689,0.18747,0.322156
1.5,3.5643,3.75854,0.191454,0.194239,0.329652
1.6,3.48495,3.68608,0.199426,0.201128,0.337043
1.7,3.40585,3.61397,0.207601,0.208116,0.344319
1.8,3.32707,3.54225,0.215973,0.215187,0.351469
1.9,3.24866,3.47098,0.224536,0.222325,0.358475
2,3.17069,3.40021,0.233281,0.229515,0.365324
2.1,3.09324,3.32998,0.2422,0.236743,0.371998
2.2,3.01637,3.26036,0.251281,0.243992,0.378482
2.3,2.94014,3.19139,0.260514,0.251246,0.384759
2.4,2.86465,3.12314,0.269884,0.258488,0.390816
2.5,2.78995,3.05565,0.279377,0.2657,0.396638
2.6,2.71612,2.98899,0.288977,0.272866,0.402212
2.7,2.64325,2.92321,0.298668,0.279966,0.407526
2.8,2.57139,2.85837,0.30843,0.286982,0.412568
2.9,2.50062,2.79452,0.318246,0.293895,0.41733
3,2.43102,2.7317,0.328096,0.300688,0.421802
3.1,2.36264,2.66998,0.337957,0.307341,0.425978
3.2,2.29556,2.6094,0.347809,0.313837,0.429852
3.3,2.22983,2.54999,0.357631,0.320159,0.433419
3.4,2.16552,2.49181,0.367398,0.32629,0.436676
3.5,2.10268,2.43489,0.37709,0.332216,0.439622
3.6,2.04135,2.37927,0.386683,0.33792,0.442256
3.7,1.98158,2.32497,0.396156,0.34339,0.44458
3.8,1.9234,2.27202,0.405485,0.348614,0.446595
3.9,1.86686,2.22044,0.414651,0.353581,0.448306
4,1.81197,2.17025,0.423632,0.358282,0.449717
4.1,1.75876,2.12147,0.432408,0.362709,0.450833
4.2,1.70724,2.0741,0.440962,0.366856,0.45166
4.3,1.65742,2.02814,0.449274,0.370718,0.452206
4.4,1.60931,1.9836,0.457331,0.374292,0.452479
4.5,1.5629,1.94047,0.465116,0.377577,0.452487
4.6,1.51818,1.89875,0.472616,0.380572,0.45224
4.7,1.47514,1.85842,0.479821,0.38328,0.451745
4.8,1.43376,1.81947,0.48672,0.385702,0.451014
4.9,1.39403,1.78187,0.493304,0.387843,0.450056
5,1.35591,1.74561,0.499568,0.389708,0.448881
5.1,1.31937,1.71067,0.505505,0.391303,0.447499
5.2,1.28438,1.67701,0.511113,0.392635,0.44592
5.3,1.2509,1.64461,0.51639,0.393712,0.444154
5.4,1.2189,1.61344,0.521336,0.394542,0.442211
5.5,1.18833,1.58346,0.52595,0.395135,0.440101
5.6,1.15914,1.55464,0.530236,0.3955,0.437833
5.7,1.13131,1.52695,0.534196,0.395646,0.435416
5.8,1.10476,1.50035,0.537835,0.395585,0.432861
5.9,1.07948,1.4748,0.54116,0.395326,0.430175
6,1.05539,1.45027,0.544174,0.39488,0.427367
6.1,1.03246,1.42672,0.546887,0.394256,0.424445
6.2,1.01065,1.40411,0.549306,0.393465,0.421418
6.3,0.989898,1.38242,0.551439,0.392518,0.418294
6.4,0.970166,1.36159,0.553294,0.391422,0.415079
6.5,0.951407,1.3416,0.554881,0.39019,0.411781
6.6,0.933578,1.32241,0.556209,0.388828,0.408407
6.7,0.916634,1.30398,0.557288,0.387347,0.404964
6.8,0.900535,1.28629,0.558128,0.385754,0.401457
6.9,0.885238,1.2693,0.558737,0.384059,0.397893
7,0.870706,1.25297,0.559127,0.382269,0.394278
7.1,0.856898,1.23729,0.559307,0.380391,0.390617
7.2,0.84378,1.22221,0.559286,0.378432,0.386916
7.3,0.831315,1.20771,0.559074,0.376399,0.383179
7.4,0.819469,1.19377,0.55868,0.374299,0.379412
7.5,0.80821,1.18035,0.558114,0.372137,0.375618
7.6,0.797507,1.16743,0.557384,0.369919,0.371802
7.7,0.787331,1.15498,0.556499,0.36765,0.367968
7.8,0.777652,1.14299,0.555468,0.365335,0.36412
7.9,0.768444,1.13142,0.554298,0.362979,0.360262
8,0.759681,1.12027,0.552997,0.360586,0.356397
8.1,0.751339,1.1095,0.551574,0.35816,0.352528
8.2,0.743395,1.0991,0.550034,0.355706,0.348659
8.3,0.735827,1.08905,0.548386,0.353225,0.344791
8.4,0.728613,1.07934,0.546636,0.350723,0.340929
8.5,0.721735,1.06994,0.54479,0.348201,0.337074
8.6,0.715174,1.06084,0.542854,0.345663,0.333228
8.7,0.708912,1.05202,0.540835,0.34311,0.329395
8.8,0.702932,1.04348,0.538738,0.340547,0.325576
8.9,0.697218,1.03519,0.536567,0.337974,0.321772
9,0.691756,1.02715,0.534329,0.335395,0.317987
9.1,0.686532,1.01934,0.532028,0.33281,0.31422
9.2,0.681533,1.01176,0.529668,0.330223,0.310475
9.3,0.676745,1.00438,0.527254,0.327633,0.306752
9.4,0.672157,0.997201,0.52479,0.325044,0.303052
9.5,0.667759,0.990215,0.522279,0.322456,0.299378
9.6,0.663539,0.983409,0.519726,0.319871,0.295729
9.7,0.659487,0.976777,0.517134,0.317289,0.292108
9.8,0.655595,0.970308,0.514506,0.314713,0.288514
9.9,0.651854,0.963997,0.511845,0.312143,0.284949
10,0.648254,0.957835,0.509154,0.30958,0.281414
10.1,0.64479,0.951815,0.506437,0.307026,0.277909
10.2,0.641452,0.945932,0.503695,0.30448,0.274434
10.3,0.638235,0.940178,0.500931,0.301943,0.270991
10.4,0.635132,0.934549,0.498147,0.299417,0.26758
10.5,0.632136,0.929038,0.495346,0.296902,0.264202
10.6,0.629242,0.92364,0.49253,0.294398,0.260856
10.7,0.626445,0.918351,0.4897,0.291906,0.257543
10.8,0.623739,0.913166,0.486858,0.289427,0.254263
10.9,0.62112,0.90808,0.484007,0.28696,0.251018
11,0.618582,0.90309,0.481147,0.284508,0.247805
11.1,0.616122,0.898191,0.478281,0.282069,0.244627
11.2,0.613736,0.89338,0.47541,0.279644,0.241483
11.3,0.61142,0.888653,0.472534,0.277233,0.238373
11.4,0.60917,0.884007,0.469656,0.274838,0.235297
11.5,0.606983,0.87944,0.466777,0.272457,0.232255
11.6,0.604855,0.874947,0.463897,0.270091,0.229248
11.7,0.602785,0.870526,0.461018,0.267741,0.226274
11.8,0.600768,0.866175,0.458141,0.265407,0.223335
11.9,0.598803,0.861891,0.455267,0.263088,0.22043
12,0.596886,0.857672,0.452396,0.260786,0.217559
12.1,0.595016,0.853515,0.449529,0.258499,0.214721
12.2,0.593189,0.849418,0.446668,0.256229,0.211918
12.3,0.591405,0.84538,0.443812,0.253975,0.209148
12.4,0.589661,0.841399,0.440963,0.251738,0.206411
12.5,0.587955,0.837472,0.438122,0.249516,0.203707
12.6,0.586286,0.833597,0.435288,0.247312,0.201036
12.7,0.584651,0.829775,0.432462,0.245124,0.198399
12.8,0.583049,0.826002,0.429646,0.242953,0.195793
12.9,0.581479,0.822277,0.426838,0.240798,0.19322
13,0.579939,0.818599,0.424041,0.23866,0.190679
13.1,0.578428,0.814967,0.421254,0.236539,0.18817
13.2,0.576945,0.811379,0.418477,0.234434,0.185693
13.3,0.575488,0.807835,0.415711,0.232347,0.183247
13.4,0.574057,0.804332,0.412957,0.230275,0.180832
13.5,0.572649,0.80087,0.410215,0.228221,0.178448
13.6,0.571266,0.797449,0.407484,0.226183,0.176094
13.7,0.569904,0.794066,0.404766,0.224162,0.173771
13.8,0.568564,0.790721,0.40206,0.222157,0.171477
13.9,0.567245,0.787414,0.399367,0.220169,0.169213
14,0.565945,0.784143,0.396686,0.218198,0.166979
14.1,0.564665,0.780907,0.394019,0.216242,0.164774
14.2,0.563402,0.777706,0.391366,0.214304,0.162597
14.3,0.562158,0.774539,0.388726,0.212381,0.160449
14.4,0.56093,0.771405,0.386099,0.210475,0.15833
14.5,0.559719,0.768304,0.383487,0.208585,0.156238
14.6,0.558524,0.765235,0.380888,0.206711,0.154173
14.7,0.557344,0.762197,0.378303,0.204854,0.152136
14.8,0.556178,0.75919,0.375733,0.203012,0.150126
14.9,0.555027,0.756214,0.373177,0.201186,0.148143
15,0.55389,0.753267,0.370635,0.199376,0.146186
15.1,0.552767,0.750349,0.368108,0.197582,0.144256
15.2,0.551656,0.74746,0.365595,0.195804,0.142351
15.3,0.550558,0.744599,0.363096,0.194041,0.140471
15.4,0.549472,0.741765,0.360613,0.192294,0.138617
15.5,0.548397,0.738959,0.358144,0.190562,0.136788
15.6,0.547335,0.73618,0.355689,0.188845,0.134983
15.7,0.546283,0.733427,0.35325,0.187144,0.133203
15.8,0.545243,0.730701,0.350825,0.185458,0.131446
15.9,0.544213,0.727999,0.348415,0.183786,0.129713
16,0.543193,0.725324,0.34602,0.18213,0.128004
16.1,0.542184,0.722673,0.343639,0.180489,0.126318
16.2,0.541184,0.720047,0.341274,0.178863,0.124655
16.3,0.540194,0.717445,0.338923,0.177251,0.123014
16.4,0.539214,0.714867,0.336587,0.175654,0.121396
16.5,0.538242,0.712313,0.334266,0.174071,0.1198
16.6,0.53728,0.709782,0.331959,0.172503,0.118225
16.7,0.536326,0.707275,0.329667,0.170949,0.116672
16.8,0.535381,0.70479,0.32739,0.169409,0.115141
16.9,0.534444,0.702327,0.325128,0.167883,0.11363
17,0.533516,0.699887,0.32288,0.166371,0.112139
17.1,0.532596,0.697469,0.320647,0.164873,0.11067
17.2,0.531684,0.695073,0.318429,0.163389,0.10922
17.3,0.530779,0.692698,0.316225,0.161919,0.10779
17.4,0.529883,0.690345,0.314036,0.160462,0.10638
17.5,0.528994,0.688012,0.311861,0.159019,0.104989
17.6,0.528112,0.685701,0.3097,0.157589,0.103617
17.7,0.527238,0.68341,0.307554,0.156172,0.102264
17.8,0.526371,0.681139,0.305423,0.154769,0.10093
17.9,0.525511,0.678889,0.303305,0.153378,0.099614
18,0.524658,0.676659,0.301202,0.152001,0.0983162
18.1,0.523812,0.674449,0.299113,0.150636,0.0970362
18.2,0.522973,0.672258,0.297038,0.149285,0.0957739
18.3,0.522141,0.670087,0.294978,0.147946,0.094529
18.4,0.521316,0.667935,0.292931,0.146619,0.0933013
18.5,0.520497,0.665802,0.290898,0.145305,0.0920905
18.6,0.519684,0.663688,0.288879,0.144003,0.0908964
18.7,0.518879,0.661593,0.286874,0.142714,0.0897188
18.8,0.518079,0.659516,0.284883,0.141437,0.0885575
18.9,0.517286,0.657458,0.282905,0.140172,0.0874122
19,0.516499,0.655418,0.280941,0.138919,0.0862828
19.1,0.515719,0.653396,0.278991,0.137677,0.0851689
19.2,0.514944,0.651392,0.277054,0.136448,0.0840705
19.3,0.514176,0.649406,0.27513,0.13523,0.0829872
19.4,0.513413,0.647437,0.27322,0.134024,0.081919
19.5,0.512657,0.645486,0.271324,0.132829,0.0808655
19.6,0.511907,0.643553,0.26944,0.131646,0.0798266
19.7,0.511163,0.641636,0.26757,0.130474,0.0788021
19.8,0.510424,0.639737,0.265713,0.129313,0.0777917
19.9,0.509692,0.637855,0.263868,0.128163,0.0767954
20,0.508965,0.635989,0.262037,0.127025,0.0758128
20.1,0.508244,0.63414,0.260219,0.125897,0.0748439
20.2,0.507528,0.632308,0.258413,0.12478,0.0738883
20.3,0.506819,0.630492,0.25662,0.123673,0.072946
20.4,0.506115,0.628692,0.25484,0.122578,0.0720167
20.5,0.505416,0.626909,0.253073,0.121493,0.0711004
20.6,0.504723,0.625141,0.251318,0.120418,0.0701966
20.7,0.504036,0.623389,0.249575,0.119353,0.0693054
20.8,0.503354,0.621654,0.247845,0.118299,0.0684266
20.9,0.502678,0.619933,0.246127,0.117255,0.0675599
21,0.502007,0.618229,0.244421,0.116222,0.0667052
21.1,0.501342,0.61654,0.242728,0.115198,0.0658623
21.2,0.500682,0.614866,0.241047,0.114184,0.0650311
21.3,0.500027,0.613207,0.239377,0.113179,0.0642114
21.4,0.499378,0.611563,0.23772,0.112185,0.0634031
21.5,0.498734,0.609935,0.236074,0.1112,0.0626059
21.6,0.498096,0.608321,0.234441,0.110225,0.0618197
21.7,0.497463,0.606722,0.232819,0.109259,0.0610444
21.8,0.496835,0.605137,0.231208,0.108302,0.0602799
21.9,0.496212,0.603567,0.229609,0.107355,0.0595259
22,0.495595,0.602012,0.228022,0.106417,0.0587823
22.1,0.494982,0.600471,0.226446,0.105488,0.058049
22.2,0.494375,0.598944,0.224882,0.104568,0.0573258
22.3,0.493773,0.597431,0.223329,0.103657,0.0566126
22.4,0.493176,0.595932,0.221787,0.102755,0.0559092
22.5,0.492585,0.594447,0.220256,0.101862,0.0552156
22.6,0.491998,0.592976,0.218736,0.100977,0.0545315
22.7,0.491417,0.591518,0.217228,0.100101,0.0538569
22.8,0.49084,0.590074,0.21573,0.099234,0.0531915
22.9,0.490269,0.588644,0.214243,0.0983749,0.0525353
23,0.489703,0.587227,0.212767,0.0975243,0.0518882
23.1,0.489141,0.585823,0.211301,0.0966819,0.05125
23.2,0.488585,0.584433,0.209846,0.0958478,0.0506205
23.3,0.488034,0.583055,0.208402,0.0950217,0.0499997
23.4,0.487487,0.581691,0.206969,0.0942038,0.0493875
23.5,0.486946,0.580339,0.205545,0.0933938,0.0487836
23.6,0.486409,0.579001,0.204132,0.0925917,0.0481881
23.7,0.485877,0.577675,0.20273,0.0917974,0.0476007
23.8,0.485351,0.576362,0.201337,0.0910109,0.0470214
23.9,0.484829,0.575061,0.199955,0.0902321,0.0464501
24,0.484312,0.573773,0.198583,0.0894609,0.0458866
24.1,0.483799,0.572497,0.197221,0.0886972,0.0453308
24.2,0.483292,0.571233,0.195869,0.087941,0.0447826
24.3,0.482789,0.569982,0.194527,0.0871921,0.0442419
24.4,0.482292,0.568742,0.193194,0.0864506,0.0437087
24.5,0.481798,0.567515,0.191872,0.0857163,0.0431827
24.6,0.48131,0.566299,0.190559,0.0849891,0.0426639
24.7,0.480827,0.565096,0.189255,0.0842691,0.0421522
24.8,0.480348,0.563904,0.187961,0.0835561,0.0416475
24.9,0.479873,0.562724,0.186677,0.0828501,0.0411496
25,0.479404,0.561555,0.185402,0.0821509,0.0406586
25.1,0.478939,0.560398,0.184136,0.0814586,0.0401742
25.2,0.478479,0.559252,0.18288,0.080773,0.0396965
25.3,0.478023,0.558117,0.181633,0.0800942,0.0392252
25.4,0.477572,0.556994,0.180395,0.0794219,0.0387604
25.5,0.477126,0.555882,0.179166,0.0787562,0.0383018
25.6,0.476684,0.554781,0.177947,0.078097,0.0378495
25.7,0.476247,0.553691,0.176736,0.0774443,0.0374033
25.8,0.475814,0.552612,0.175534,0.0767979,0.0369632
25.9,0.475386,0.551543,0.174341,0.0761578,0.0365291
26,0.474962,0.550486,0.173157,0.0755239,0.0361008
26.1,0.474543,0.549439,0.171981,0.0748962,0.0356783
26.2,0.474128,0.548403,0.170814,0.0742747,0.0352615
26.3,0.473718,0.547377,0.169656,0.0736592,0.0348504
26.4,0.473312,0.546361,0.168506,0.0730496,0.0344448
26.5,0.47291,0.545356,0.167365,0.072446,0.0340447
26.6,0.472513,0.544361,0.166232,0.0718483,0.03365
26.7,0.47212,0.543377,0.165107,0.0712564,0.0332606
26.8,0.471732,0.542402,0.163991,0.0706703,0.0328764
26.9,0.471348,0.541437,0.162883,0.0700898,0.0324974
27,0.470968,0.540483,0.161783,0.069515,0.0321235
27.1,0.470592,0.539538,0.160691,0.0689458,0.0317546
27.2,0.470221,0.538603,0.159607,0.068382,0.0313906
27.3,0.469854,0.537678,0.158532,0.0678238,0.0310315
27.4,0.469491,0.536762,0.157464,0.067271,0.0306773
27.5,0.469133,0.535856,0.156404,0.0667235,0.0303277
27.6,0.468779,0.53496,0.155352,0.0661813,0.0299829
27.7,0.468429,0.534073,0.154307,0.0656444,0.0296426
27.8,0.468083,0.533195,0.153271,0.0651127,0.0293069
27.9,0.467741,0.532327,0.152242,0.0645861,0.0289756
28,0.467403,0.531468,0.15122,0.0640646,0.0286488
28.1,0.467069,0.530618,0.150207,0.0635482,0.0283263
28.2,0.46674,0.529777,0.1492,0.0630367,0.0280081
28.3,0.466414,0.528945,0.148201,0.0625302,0.0276941
28.4,0.466093,0.528121,0.14721,0.0620285,0.0273843
28.5,0.465776,0.527307,0.146226,0.0615317,0.0270786
28.6,0.465462,0.526502,0.145249,0.0610397,0.0267769
28.7,0.465153,0.525705,0.144279,0.0605524,0.0264792
28.8,0.464847,0.524917,0.143316,0.0600698,0.0261854
28.9,0.464546,0.524137,0.142361,0.0595918,0.0258955
29,0.464248,0.523366,0.141412,0.0591184,0.0256095
29.1,0.463954,0.522604,0.140471,0.0586496,0.0253271
29.2,0.463664,0.52185,0.139536,0.0581852,0.0250486
29.3,0.463378,0.521104,0.138609,0.0577254,0.0247736
29.4,0.463096,0.520366,0.137688,0.0572699,0.0245023
29.5,0.462818,0.519637,0.136774,0.0568187,0.0242345
29.6,0.462543,0.518915,0.135867,0.0563719,0.0239702
29.7,0.462273,0.518202,0.134966,0.0559294,0.0237094
29.8,0.462005,0.517497,0.134073,0.055491,0.023452
29.9,0.461742,0.516799,0.133185,0.0550569,0.0231979
30,0.461483,0.516109,0.132305,0.0546269,0.0229472
30.1,0.461227,0.515428,0.13143,0.054201,0.0226997
30.2,0.460974,0.514753,0.130563,0.0537791,0.0224554
30.3,0.460726,0.514087,0.129701,0.0533613,0.0222143
30.4,0.460481,0.513428,0.128846,0.0529474,0.0219763
30.5,0.460239,0.512777,0.127998,0.0525374,0.0217414
30.6,0.460002,0.512133,0.127155,0.0521313,0.0215096
30.7,0.459767,0.511496,0.126319,0.0517291,0.0212807
30.8,0.459537,0.510867,0.125489,0.0513307,0.0210548
30.9,0.459309,0.510245,0.124665,0.050936,0.0208318
31,0.459086,0.509631,0.123847,0.0505451,0.0206117
31.1,0.458865,0.509023,0.123035,0.0501578,0.0203944
31.2,0.458649,0.508423,0.122229,0.0497742,0.0201799
31.3,0.458435,0.507829,0.121429,0.0493942,0.0199681
31.4,0.458225,0.507243,0.120635,0.0490178,0.019759
31.5,0.458019,0.506664,0.119847,0.0486449,0.0195526
31.6,0.457815,0.506091,0.119065,0.0482755,0.0193489
31.7,0.457615,0.505525,0.118288,0.0479096,0.0191477
31.8,0.457419,0.504966,0.117517,0.0475471,0.0189491
31.9,0.457226,0.504414,0.116752,0.047188,0.0187531
32,0.457036,0.503868,0.115992,0.0468323,0.0185595
32.1,0.456849,0.503329,0.115238,0.0464798,0.0183683
32.2,0.456665,0.502796,0.114489,0.0461307,0.0181796
32.3,0.456485,0.50227,0.113746,0.0457848,0.0179933
32.4,0.456308,0.50175,0.113009,0.0454421,0.0178093
32.5,0.456134,0.501237,0.112276,0.0451026,0.0176277
32.6,0.455963,0.500729,0.11155,0.0447663,0.0174483
32.7,0.455795,0.500228,0.110828,0.044433,0.0172712
32.8,0.455631,0.499734,0.110112,0.0441029,0.0170963
32.9,0.455469,0.499245,0.109401,0.0437758,0.0169236
33,0.455311,0.498763,0.108695,0.0434517,0.0167531
33.1,0.455155,0.498286,0.107995,0.0431306,0.0165847
33.2,0.455003,0.497815,0.107299,0.0428125,0.0164184
33.3,0.454853,0.497351,0.106609,0.0424973,0.0162541
33.4,0.454707,0.496892,0.105924,0.042185,0.0160919
33.5,0.454563,0.496439,0.105244,0.0418756,0.0159318
33.6,0.454423,0.495992,0.104568,0.041569,0.0157736
33.7,0.454285,0.49555,0.103898,0.0412652,0.0156173
33.8,0.45415,0.495115,0.103233,0.0409642,0.015463
33.9,0.454018,0.494684,0.102572,0.0406659,0.0153106
34,0.453889,0.49426,0.101916,0.0403703,0.0151601
34.1,0.453763,0.49384,0.101265,0.0400775,0.0150114
34.2,0.453639,0.493427,0.100619,0.0397873,0.0148646
34.3,0.453519,0.493018,0.0999775,0.0394997,0.0147196
34.4,0.453401,0.492615,0.0993407,0.0392148,0.0145763
34.5,0.453285,0.492218,0.0987085,0.0389324,0.0144348
34.6,0.453173,0.491825,0.0980809,0.0386526,0.014295
34.7,0.453063,0.491438,0.0974579,0.0383753,0.0141569
34.8,0.452956,0.491056,0.0968395,0.0381005,0.0140205
34.9,0.452851,0.490679,0.0962255,0.0378282,0.0138858
35,0.452749,0.490307,0.095616,0.0375583,0.0137526
35.1,0.45265,0.489941,0.0950109,0.0372908,0.0136211
35.2,0.452553,0.489579,0.0944102,0.0370258,0.0134912
35.3,0.452459,0.489222,0.0938139,0.0367631,0.0133629
35.4,0.452367,0.48887,0.0932219,0.0365028,0.0132361
35.5,0.452278,0.488523,0.0926342,0.0362448,0.0131108
35.6,0.452191,0.48818,0.0920508,0.0359891,0.012987
35.7,0.452107,0.487843,0.0914716,0.0357357,0.0128647
35.8,0.452025,0.48751,0.0908966,0.0354845,0.0127439
35.9,0.451946,0.487181,0.0903257,0.0352356,0.0126245
36,0.451869,0.486858,0.089759,0.0349888,0.0125066
36.1,0.451794,0.486539,0.0891964,0.0347443,0.01239
36.2,0.451722,0.486224,0.0886378,0.0345019,0.0122748
36.3,0.451652,0.485914,0.0880833,0.0342616,0.012161
36.4,0.451585,0.485608,0.0875328,0.0340235,0.0120486
36.5,0.45152,0.485307,0.0869863,0.0337874,0.0119374
36.6,0.451457,0.48501,0.0864437,0.0335535,0.0118276
36.7,0.451396,0.484718,0.085905,0.0333216,0.0117191
36.8,0.451338,0.484429,0.0853702,0.0330917,0.0116118
36.9,0.451281,0.484145,0.0848393,0.0328638,0.0115058
37,0.451227,0.483865,0.0843122,0.0326379,0.0114011
37.1,0.451176,0.48359,0.0837889,0.032414,0.0112976
37.2,0.451126,0.483318,0.0832693,0.032192,0.0111952
37.3,0.451079,0.483051,0.0827535,0.031972,0.0110941
37.4,0.451033,0.482787,0.0822413,0.0317538,0.0109942
37.5,0.45099,0.482528,0.0817329,0.0315376,0.0108954
37.6,0.450949,0.482272,0.0812281,0.0313232,0.0107977
37.7,0.45091,0.48202,0.0807269,0.0311107,0.0107012
37.8,0.450873,0.481773,0.0802293,0.0309,0.0106058
37.9,0.450838,0.481529,0.0797353,0.0306911,0.0105115
38,0.450805,0.481289,0.0792448,0.030484,0.0104182
38.1,0.450773,0.481052,0.0787578,0.0302787,0.0103261
38.2,0.450744,0.48082,0.0782743,0.0300752,0.010235
38.3,0.450717,0.480591,0.0777942,0.0298734,0.0101449
38.4,0.450692,0.480365,0.0773176,0.0296733,0.0100559
38.5,0.450669,0.480144,0.0768444,0.0294749,0.00996784
38.6,0.450647,0.479926,0.0763745,0.0292782,0.00988082
38.7,0.450628,0.479711,0.075908,0.0290832,0.00979478
38.8,0.45061,0.4795,0.0754448,0.0288898,0.00970972
38.9,0.450594,0.479292,0.074985,0.0286981,0.00962561
39,0.45058,0.479088,0.0745283,0.028508,0.00954246
39.1,0.450568,0.478888,0.074075,0.0283194,0.00946024
39.2,0.450558,0.47869,0.0736248,0.0281325,0.00937894
39.3,0.450549,0.478496,0.0731779,0.0279472,0.00929855
39.4,0.450542,0.478306,0.0727341,0.0277634,0.00921907
39.5,0.450537,0.478118,0.0722934,0.0275811,0.00914046
39.6,0.450533,0.477934,0.0718559,0.0274004,0.00906274
39.7,0.450532,0.477753,0.0714215,0.0272212,0.00898588
39.8,0.450532,0.477575,0.0709901,0.0270434,0.00890987
39.9,0.450533,0.4774,0.0705618,0.0268672,0.0088347
40,0.450536,0.477229,0.0701365,0.0266924,0.00876036
40.1,0.450541,0.47706,0.0697142,0.026519,0.00868684
40.2,0.450547,0.476895,0.0692949,0.0263471,0.00861413
40.3,0.450555,0.476732,0.0688785,0.0261767,0.00854222
40.4,0.450565,0.476572,0.0684651,0.0260076,0.0084711
40.5,0.450576,0.476416,0.0680546,0.0258399,0.00840075
40.6,0.450589,0.476262,0.067647,0.0256736,0.00833117
40.7,0.450603,0.476111,0.0672422,0.0255087,0.00826235
40.8,0.450618,0.475963,0.0668403,0.0253451,0.00819428
40.9,0.450635,0.475818,0.0664412,0.0251828,0.00812694
41,0.450654,0.475676,0.0660449,0.0250219,0.00806033
41.1,0.450674,0.475536,0.0656513,0.0248623,0.00799445
41.2,0.450696,0.4754,0.0652606,0.024704,0.00792927
41.3,0.450718,0.475265,0.0648725,0.0245469,0.00786479
41.4,0.450743,0.475134,0.0644872,0.0243912,0.007801
41.5,0.450768,0.475005,0.0641045,0.0242367,0.0077379
41.6,0.450795,0.474879,0.0637246,0.0240834,0.00767547
41.7,0.450824,0.474755,0.0633472,0.0239314,0.00761371
41.8,0.450854,0.474634,0.0629725,0.0237806,0.0075526
41.9,0.450885,0.474516,0.0626005,0.0236311,0.00749214
42,0.450917,0.4744,0.062231,0.0234827,0.00743232
42.1,0.450951,0.474286,0.061864,0.0233355,0.00737314
42.2,0.450985,0.474175,0.0614996,0.0231895,0.00731457
42.3,0.451022,0.474066,0.0611378,0.0230446,0.00725663
42.4,0.451059,0.47396,0.0607784,0.0229009,0.00719929
42.5,0.451098,0.473856,0.0604216,0.0227584,0.00714255
42.6,0.451138,0.473755,0.0600672,0.022617,0.00708641
42.7,0.451179,0.473655,0.0597152,0.0224767,0.00703085
42.8,0.451221,0.473558,0.0593657,0.0223375,0.00697587
42.9,0.451264,0.473464,0.0590186,0.0221994,0.00692146
43,0.451309,0.473371,0.0586739,0.0220624,0.00686761
43.1,0.451355,0.473281,0.0583316,0.0219265,0.00681433
43.2,0.451401,0.473193,0.0579916,0.0217916,0.00676159
43.3,0.451449,0.473107,0.057654,0.0216578,0.00670939
43.4,0.451498,0.473023,0.0573187,0.021525,0.00665773
43.5,0.451549,0.472942,0.0569857,0.0213933,0.0066066
43.6,0.4516,0.472862,0.056655,0.0212626,0.00655599
43.7,0.451652,0.472785,0.0563265,0.0211329,0.0065059
43.8,0.451705,0.47271,0.0560003,0.0210043,0.00645631
43.9,0.45176,0.472636,0.0556763,0.0208766,0.00640723
44,0.451815,0.472565,0.0553546,0.0207499,0.00635865
44.1,0.451871,0.472496,0.055035,0.0206242,0.00631056
44.2,0.451929,0.472428,0.0547177,0.0204995,0.00626296
44.3,0.451987,0.472363,0.0544025,0.0203757,0.00621583
44.4,0.452046,0.472299,0.0540894,0.0202529,0.00616918
44.5,0.452106,0.472237,0.0537785,0.020131,0.00612299
44.6,0.452168,0.472178,0.0534696,0.0200101,0.00607727
44.7,0.45223,0.47212,0.0531629,0.01989,0.006032
44.8,0.452293,0.472063,0.0528583,0.0197709,0.00598718
44.9,0.452356,0.472009,0.0525557,0.0196527,0.00594281
45,0.452421,0.471957,0.0522552,0.0195354,0.00589887
45.1,0.452487,0.471906,0.0519567,0.019419,0.00585537
45.2,0.452553,0.471857,0.0516603,0.0193035,0.0058123
45.3,0.452621,0.471809,0.0513658,0.0191888,0.00576966
45.4,0.452689,0.471764,0.0510734,0.019075,0.00572743
45.5,0.452758,0.47172,0.0507829,0.0189621,0.00568561
45.6,0.452828,0.471678,0.0504943,0.01885,0.00564421
45.7,0.452898,0.471637,0.0502077,0.0187387,0.0056032
45.8,0.45297,0.471598,0.0499231,0.0186283,0.0055626
45.9,0.453042,0.47156,0.0496403,0.0185187,0.00552239
46,0.453115,0.471525,0.0493595,0.01841,0.00548257
46.1,0.453188,0.47149,0.0490805,0.018302,0.00544313
46.2,0.453263,0.471458,0.0488034,0.0181948,0.00540407
46.3,0.453338,0.471426,0.0485282,0.0180885,0.00536539
46.4,0.453414,0.471397,0.0482548,0.0179829,0.00532708
