Temps,A,B,AB,ABA,ABAB
701.7,0.5,0.5,5.90693e-13,2.23745e-13,5.42428e-14
701.8,0.5,0.5,5.88478e-13,2.22906e-13,5.40394e-14
701.9,0.5,0.5,5.86272e-13,2.22071e-13,5.38369e-14
702,0.5,0.5,5.84075e-13,2.21238e-13,5.3635e-14
702.1,0.5,0.5,5.81885e-13,2.20409e-13,5.3434e-14
702.2,0.5,0.5,5.79704e-13,2.19583e-13,5.32337e-14
702.3,0.5,0.5,5.77531e-13,2.1876e-13,5.30341e-14
702.4,0.5,0.5,5.75366e-13,2.1794e-13,5.28353e-14
702.5,0.5,0.5,5.73209e-13,2.17123e-13,5.26372e-14
702.6,0.5,0.5,5.7106e-13,2.16309e-13,5.24399e-14
702.7,0.5,0.5,5.68919e-13,2.15498e-13,5.22433e-14
702.8,0.5,0.5,5.66787e-13,2.1469e-13,5.20475e-14
702.9,0.5,0.5,5.64662e-13,2.13885e-13,5.18524e-14
703,0.5,0.5,5.62545e-13,2.13083e-13,5.1658e-14
703.1,0.5,0.5,5.60436e-13,2.12285e-13,5.14644e-14
703.2,0.5,0.5,5.58335e-13,2.11489e-13,5.12714e-14
703.3,0.5,0.5,5.56242e-13,2.10696e-13,5.10792e-14
703.4,0.5,0.5,5.54157e-13,2.09906e-13,5.08878e-14
703.5,0.5,0.5,5.5208e-13,2.09119e-13,5.0697e-14
703.6,0.5,0.5,5.5001e-13,2.08335e-13,5.05069e-14
703.7,0.5,0.5,5.47948e-13,2.07554e-13,5.03176e-14
703.8,0.5,0.5,5.45894e-13,2.06776e-13,5.0129e-14
703.9,0.5,0.5,5.43848e-13,2.06001e-13,4.99411e-14
704,0.5,0.5,5.41809e-13,2.05229e-13,4.97539e-14
704.1,0.5,0.5,5.39778e-13,2.0446e-13,4.95673e-14
704.2,0.5,0.5,5.37755e-13,2.03693e-13,4.93815e-14
704.3,0.5,0.5,5.35739e-13,2.0293e-13,4.91964e-14
704.4,0.5,0.5,5.33731e-13,2.02169e-13,4.9012e-14
704.5,0.5,0.5,5.3173e-13,2.01411e-13,4.88283e-14
704.6,0.5,0.5,5.29736e-13,2.00656e-13,4.86452e-14
704.7,0.5,0.5,5.27751e-13,1.99904e-13,4.84629e-14
704.8,0.5,0.5,5.25772e-13,1.99154e-13,4.82812e-14
704.9,0.5,0.5,5.23801e-13,1.98408e-13,4.81002e-14
705,0.5,0.5,5.21838e-13,1.97664e-13,4.79199e-14
705.1,0.5,0.5,5.19882e-13,1.96923e-13,4.77403e-14
705.2,0.5,0.5,5.17933e-13,1.96185e-13,4.75613e-14
705.3,0.5,0.5,5.15991e-13,1.95449e-13,4.7383e-14
705.4,0.5,0.5,5.14057e-13,1.94717e-13,4.72054e-14
705.5,0.5,0.5,5.1213e-13,1.93987e-13,4.70284e-14
705.6,0.5,0.5,5.1021e-13,1.9326e-13,4.68521e-14
705.7,0.5,0.5,5.08297e-13,1.92535e-13,4.66765e-14
705.8,0.5,0.5,5.06392e-13,1.91813e-13,4.65015e-14
705.9,0.5,0.5,5.04494e-13,1.91094e-13,4.63272e-14
706,0.5,0.5,5.02602e-13,1.90378e-13,4.61535e-14
706.1,0.5,0.5,5.00718e-13,1.89664e-13,4.59805e-14
706.2,0.5,0.5,4.98841e-13,1.88953e-13,4.58081e-14
706.3,0.5,0.5,4.96971e-13,1.88245e-13,4.56364e-14
706.4,0.5,0.5,4.95108e-13,1.87539e-13,4.54654e-14
706.5,0.5,0.5,4.93252e-13,1.86836e-13,4.52949e-14
706.6,0.5,0.5,4.91403e-13,1.86136e-13,4.51251e-14
706.7,0.5,0.5,4.89561e-13,1.85438e-13,4.4956e-14
706.8,0.5,0.5,4.87726e-13,1.84743e-13,4.47874e-14
706.9,0.5,0.5,4.85898e-13,1.8405e-13,4.46195e-14
707,0.5,0.5,4.84076e-13,1.83361e-13,4.44523e-14
707.1,0.5,0.5,4.82261e-13,1.82673e-13,4.42856e-14
707.2,0.5,0.5,4.80454e-13,1.81988e-13,4.41196e-14
707.3,0.5,0.5,4.78653e-13,1.81306e-13,4.39542e-14
707.4,0.5,0.5,4.76858e-13,1.80627e-13,4.37895e-14
707.5,0.5,0.5,4.75071e-13,1.79949e-13,4.36253e-14
707.6,0.5,0.5,4.7329e-13,1.79275e-13,4.34618e-14
707.7,0.5,0.5,4.71516e-13,1.78603e-13,4.32988e-14
707.8,0.5,0.5,4.69748e-13,1.77933e-13,4.31365e-14
707.9,0.5,0.5,4.67987e-13,1.77266e-13,4.29748e-14
708,0.5,0.5,4.66233e-13,1.76602e-13,4.28137e-14
708.1,0.5,0.5,4.64485e-13,1.7594e-13,4.26532e-14
708.2,0.5,0.5,4.62744e-13,1.7528e-13,4.24933e-14
708.3,0.5,0.5,4.61009e-13,1.74623e-13,4.2334e-14
708.4,0.5,0.5,4.59281e-13,1.73968e-13,4.21753e-14
708.5,0.5,0.5,4.57559e-13,1.73316e-13,4.20172e-14
708.6,0.5,0.5,4.55844e-13,1.72667e-13,4.18597e-14
708.7,0.5,0.5,4.54135e-13,1.72019e-13,4.17028e-14
708.8,0.5,0.5,4.52433e-13,1.71375e-13,4.15465e-14
708.9,0.5,0.5,4.50737e-13,1.70732e-13,4.13907e-14
709,0.5,0.5,4.49047e-13,1.70092e-13,4.12356e-14
709.1,0.5,0.5,4.47364e-13,1.69454e-13,4.1081e-14
709.2,0.5,0.5,4.45687e-13,1.68819e-13,4.0927e-14
709.3,0.5,0.5,4.44016e-13,1.68186e-13,4.07736e-14
709.4,0.5,0.5,4.42351e-13,1.67556e-13,4.06207e-14
709.5,0.5,0.5,4.40693e-13,1.66928e-13,4.04685e-14
709.6,0.5,0.5,4.39041e-13,1.66302e-13,4.03168e-14
709.7,0.5,0.5,4.37395e-13,1.65679e-13,4.01656e-14
709.8,0.5,0.5,4.35756e-13,1.65058e-13,4.00151e-14
709.9,0.5,0.5,4.34122e-13,1.64439e-13,3.9865e-14
710,0.5,0.5,4.32495e-13,1.63822e-13,3.97156e-14
710.1,0.5,0.5,4.30874e-13,1.63208e-13,3.95667e-14
710.2,0.5,0.5,4.29258e-13,1.62596e-13,3.94184e-14
710.3,0.5,0.5,4.27649e-13,1.61987e-13,3.92706e-14
710.4,0.5,0.5,4.26046e-13,1.6138e-13,3.91234e-14
710.5,0.5,0.5,4.24449e-13,1.60775e-13,3.89768e-14
710.6,0.5,0.5,4.22858e-13,1.60172e-13,3.88307e-14
710.7,0.5,0.5,4.21273e-13,1.59572e-13,3.86851e-14
710.8,0.5,0.5,4.19693e-13,1.58973e-13,3.85401e-14
710.9,0.5,0.5,4.1812e-13,1.58377e-13,3.83956e-14
711,0.5,0.5,4.16553e-13,1.57784e-13,3.82517e-14
711.1,0.5,0.5,4.14991e-13,1.57192e-13,3.81083e-14
711.2,0.5,0.5,4.13436e-13,1.56603e-13,3.79654e-14
711.3,0.5,0.5,4.11886e-13,1.56016e-13,3.78231e-14
711.4,0.5,0.5,4.10342e-13,1.55431e-13,3.76813e-14
711.5,0.5,0.5,4.08803e-13,1.54848e-13,3.754e-14
711.6,0.5,0.5,4.07271e-13,1.54268e-13,3.73993e-14
711.7,0.5,0.5,4.05744e-13,1.5369e-13,3.72591e-14
711.8,0.5,0.5,4.04223e-13,1.53113e-13,3.71195e-14
711.9,0.5,0.5,4.02708e-13,1.5254e-13,3.69803e-14
712,0.5,0.5,4.01198e-13,1.51968e-13,3.68417e-14
712.1,0.5,0.5,3.99694e-13,1.51398e-13,3.67036e-14
712.2,0.5,0.5,3.98196e-13,1.5083e-13,3.6566e-14
712.3,0.5,0.5,3.96703e-13,1.50265e-13,3.64289e-14
712.4,0.5,0.5,3.95216e-13,1.49702e-13,3.62923e-14
712.5,0.5,0.5,3.93735e-13,1.49141e-13,3.61563e-14
712.6,0.5,0.5,3.92259e-13,1.48581e-13,3.60208e-14
712.7,0.5,0.5,3.90788e-13,1.48025e-13,3.58857e-14
712.8,0.5,0.5,3.89323e-13,1.4747e-13,3.57512e-14
712.9,0.5,0.5,3.87864e-13,1.46917e-13,3.56172e-14
713,0.5,0.5,3.8641e-13,1.46366e-13,3.54837e-14
713.1,0.5,0.5,3.84961e-13,1.45817e-13,3.53506e-14
713.2,0.5,0.5,3.83518e-13,1.45271e-13,3.52181e-14
713.3,0.5,0.5,3.8208e-13,1.44726e-13,3.50861e-14
713.4,0.5,0.5,3.80648e-13,1.44184e-13,3.49546e-14
713.5,0.5,0.5,3.79221e-13,1.43643e-13,3.48235e-14
713.6,0.5,0.5,3.778e-13,1.43105e-13,3.4693e-14
713.7,0.5,0.5,3.76383e-13,1.42568e-13,3.45629e-14
713.8,0.5,0.5,3.74972e-13,1.42034e-13,3.44334e-14
713.9,0.5,0.5,3.73567e-13,1.41501e-13,3.43043e-14
714,0.5,0.5,3.72166e-13,1.40971e-13,3.41757e-14
714.1,0.5,0.5,3.70771e-13,1.40442e-13,3.40476e-14
714.2,0.5,0.5,3.69381e-13,1.39916e-13,3.392e-14
714.3,0.5,0.5,3.67997e-13,1.39391e-13,3.37928e-14
714.4,0.5,0.5,3.66617e-13,1.38869e-13,3.36661e-14
714.5,0.5,0.5,3.65243e-13,1.38348e-13,3.35399e-14
714.6,0.5,0.5,3.63874e-13,1.3783e-13,3.34142e-14
714.7,0.5,0.5,3.6251e-13,1.37313e-13,3.32889e-14
714.8,0.5,0.5,3.61151e-13,1.36798e-13,3.31641e-14
714.9,0.5,0.5,3.59797e-13,1.36285e-13,3.30398e-14
715,0.5,0.5,3.58448e-13,1.35775e-13,3.2916e-14
715.1,0.5,0.5,3.57104e-13,1.35266e-13,3.27926e-14
715.2,0.5,0.5,3.55766e-13,1.34759e-13,3.26696e-14
715.3,0.5,0.5,3.54432e-13,1.34253e-13,3.25472e-14
715.4,0.5,0.5,3.53103e-13,1.3375e-13,3.24252e-14
715.5,0.5,0.5,3.5178e-13,1.33249e-13,3.23036e-14
715.6,0.5,0.5,3.50461e-13,1.32749e-13,3.21825e-14
715.7,0.5,0.5,3.49147e-13,1.32252e-13,3.20619e-14
715.8,0.5,0.5,3.47838e-13,1.31756e-13,3.19417e-14
715.9,0.5,0.5,3.46534e-13,1.31262e-13,3.18219e-14
716,0.5,0.5,3.45235e-13,1.3077e-13,3.17027e-14
716.1,0.5,0.5,3.43941e-13,1.3028e-13,3.15838e-14
716.2,0.5,0.5,3.42652e-13,1.29791e-13,3.14654e-14
716.3,0.5,0.5,3.41367e-13,1.29305e-13,3.13475e-14
716.4,0.5,0.5,3.40088e-13,1.2882e-13,3.123e-14
716.5,0.5,0.5,3.38813e-13,1.28337e-13,3.11129e-14
716.6,0.5,0.5,3.37543e-13,1.27856e-13,3.09962e-14
716.7,0.5,0.5,3.36277e-13,1.27377e-13,3.08801e-14
716.8,0.5,0.5,3.35017e-13,1.26899e-13,3.07643e-14
716.9,0.5,0.5,3.33761e-13,1.26423e-13,3.0649e-14
717,0.5,0.5,3.3251e-13,1.2595e-13,3.05341e-14
717.1,0.5,0.5,3.31263e-13,1.25477e-13,3.04196e-14
717.2,0.5,0.5,3.30022e-13,1.25007e-13,3.03056e-14
717.3,0.5,0.5,3.28784e-13,1.24538e-13,3.0192e-14
717.4,0.5,0.5,3.27552e-13,1.24072e-13,3.00788e-14
717.5,0.5,0.5,3.26324e-13,1.23606e-13,2.9966e-14
717.6,0.5,0.5,3.25101e-13,1.23143e-13,2.98537e-14
717.7,0.5,0.5,3.23882e-13,1.22681e-13,2.97418e-14
717.8,0.5,0.5,3.22668e-13,1.22222e-13,2.96303e-14
717.9,0.5,0.5,3.21458e-13,1.21763e-13,2.95192e-14
718,0.5,0.5,3.20253e-13,1.21307e-13,2.94086e-14
718.1,0.5,0.5,3.19053e-13,1.20852e-13,2.92983e-14
718.2,0.5,0.5,3.17857e-13,1.20399e-13,2.91885e-14
718.3,0.5,0.5,3.16665e-13,1.19948e-13,2.90791e-14
718.4,0.5,0.5,3.15478e-13,1.19498e-13,2.89701e-14
718.5,0.5,0.5,3.14295e-13,1.1905e-13,2.88615e-14
718.6,0.5,0.5,3.13117e-13,1.18604e-13,2.87533e-14
718.7,0.5,0.5,3.11943e-13,1.18159e-13,2.86455e-14
718.8,0.5,0.5,3.10774e-13,1.17716e-13,2.85381e-14
718.9,0.5,0.5,3.09609e-13,1.17275e-13,2.84311e-14
719,0.5,0.5,3.08448e-13,1.16835e-13,2.83245e-14
719.1,0.5,0.5,3.07292e-13,1.16398e-13,2.82184e-14
719.2,0.5,0.5,3.0614e-13,1.15961e-13,2.81126e-14
719.3,0.5,0.5,3.04993e-13,1.15526e-13,2.80072e-14
719.4,0.5,0.5,3.03849e-13,1.15093e-13,2.79022e-14
719.5,0.5,0.5,3.0271e-13,1.14662e-13,2.77976e-14
719.6,0.5,0.5,3.01575e-13,1.14232e-13,2.76934e-14
719.7,0.5,0.5,3.00445e-13,1.13804e-13,2.75896e-14
719.8,0.5,0.5,2.99319e-13,1.13377e-13,2.74862e-14
719.9,0.5,0.5,2.98197e-13,1.12952e-13,2.73831e-14
720,0.5,0.5,2.97079e-13,1.12529e-13,2.72805e-14
720.1,0.5,0.5,2.95965e-13,1.12107e-13,2.71782e-14
720.2,0.5,0.5,2.94856e-13,1.11687e-13,2.70763e-14
720.3,0.5,0.5,2.9375e-13,1.11268e-13,2.69748e-14
720.4,0.5,0.5,2.92649e-13,1.10851e-13,2.68737e-14
720.5,0.5,0.5,2.91552e-13,1.10435e-13,2.6773e-14
720.6,0.5,0.5,2.90459e-13,1.10021e-13,2.66726e-14
720.7,0.5,0.5,2.8937e-13,1.09609e-13,2.65726e-14
720.8,0.5,0.5,2.88286e-13,1.09198e-13,2.6473e-14
720.9,0.5,0.5,2.87205e-13,1.08789e-13,2.63738e-14
721,0.5,0.5,2.86128e-13,1.08381e-13,2.62749e-14
721.1,0.5,0.5,2.85056e-13,1.07975e-13,2.61764e-14
721.2,0.5,0.5,2.83987e-13,1.0757e-13,2.60783e-14
721.3,0.5,0.5,2.82922e-13,1.07167e-13,2.59805e-14
721.4,0.5,0.5,2.81862e-13,1.06765e-13,2.58831e-14
721.5,0.5,0.5,2.80805e-13,1.06365e-13,2.57861e-14
721.6,0.5,0.5,2.79753e-13,1.05966e-13,2.56894e-14
721.7,0.5,0.5,2.78704e-13,1.05569e-13,2.55931e-14
721.8,0.5,0.5,2.77659e-13,1.05173e-13,2.54972e-14
721.9,0.5,0.5,2.76618e-13,1.04779e-13,2.54016e-14
722,0.5,0.5,2.75581e-13,1.04386e-13,2.53064e-14
722.1,0.5,0.5,2.74548e-13,1.03995e-13,2.52115e-14
722.2,0.5,0.5,2.73519e-13,1.03605e-13,2.5117e-14
722.3,0.5,0.5,2.72494e-13,1.03216e-13,2.50229e-14
722.4,0.5,0.5,2.71472e-13,1.02829e-13,2.49291e-14
722.5,0.5,0.5,2.70455e-13,1.02444e-13,2.48356e-14
722.6,0.5,0.5,2.69441e-13,1.0206e-13,2.47425e-14
722.7,0.5,0.5,2.68431e-13,1.01677e-13,2.46497e-14
722.8,0.5,0.5,2.67424e-13,1.01296e-13,2.45573e-14
722.9,0.5,0.5,2.66422e-13,1.00917e-13,2.44653e-14
723,0.5,0.5,2.65423e-13,1.00538e-13,2.43736e-14
723.1,0.5,0.5,2.64428e-13,1.00161e-13,2.42822e-14
723.2,0.5,0.5,2.63437e-13,9.97858e-14,2.41912e-14
723.3,0.5,0.5,2.62449e-13,9.94118e-14,2.41005e-14
723.4,0.5,0.5,2.61466e-13,9.90391e-14,2.40101e-14
723.5,0.5,0.5,2.60485e-13,9.86678e-14,2.39201e-14
723.6,0.5,0.5,2.59509e-13,9.8298e-14,2.38305e-14
723.7,0.5,0.5,2.58536e-13,9.79295e-14,2.37411e-14
723.8,0.5,0.5,2.57567e-13,9.75624e-14,2.36521e-14
723.9,0.5,0.5,2.56601e-13,9.71966e-14,2.35635e-14
724,0.5,0.5,2.55639e-13,9.68323e-14,2.34751e-14
724.1,0.5,0.5,2.54681e-13,9.64693e-14,2.33871e-14
724.2,0.5,0.5,2.53726e-13,9.61077e-14,2.32995e-14
724.3,0.5,0.5,2.52775e-13,9.57474e-14,2.32121e-14
724.4,0.5,0.5,2.51828e-13,9.53885e-14,2.31251e-14
724.5,0.5,0.5,2.50884e-13,9.50309e-14,2.30384e-14
724.6,0.5,0.5,2.49943e-13,9.46746e-14,2.29521e-14
724.7,0.5,0.5,2.49006e-13,9.43197e-14,2.2866e-14
724.8,0.5,0.5,2.48073e-13,9.39661e-14,2.27803e-14
724.9,0.5,0.5,2.47143e-13,9.36139e-14,2.26949e-14
725,0.5,0.5,2.46216e-13,9.3263e-14,2.26098e-14
725.1,0.5,0.5,2.45293e-13,9.29134e-14,2.25251e-14
725.2,0.5,0.5,2.44374e-13,9.25651e-14,2.24406e-14
725.3,0.5,0.5,2.43458e-13,9.22181e-14,2.23565e-14
725.4,0.5,0.5,2.42545e-13,9.18724e-14,2.22727e-14
725.5,0.5,0.5,2.41636e-13,9.1528e-14,2.21892e-14
725.6,0.5,0.5,2.4073e-13,9.11849e-14,2.2106e-14
725.7,0.5,0.5,2.39828e-13,9.0843e-14,2.20232e-14
725.8,0.5,0.5,2.38929e-13,9.05025e-14,2.19406e-14
725.9,0.5,0.5,2.38033e-13,9.01632e-14,2.18584e-14
726,0.5,0.5,2.37141e-13,8.98252e-14,2.17764e-14
726.1,0.5,0.5,2.36252e-13,8.94885e-14,2.16948e-14
726.2,0.5,0.5,2.35366e-13,8.9153e-14,2.16135e-14
726.3,0.5,0.5,2.34484e-13,8.88188e-14,2.15324e-14
726.4,0.5,0.5,2.33605e-13,8.84859e-14,2.14517e-14
726.5,0.5,0.5,2.32729e-13,8.81542e-14,2.13713e-14
726.6,0.5,0.5,2.31857e-13,8.78237e-14,2.12912e-14
726.7,0.5,0.5,2.30987e-13,8.74945e-14,2.12114e-14
726.8,0.5,0.5,2.30122e-13,8.71665e-14,2.11319e-14
726.9,0.5,0.5,2.29259e-13,8.68397e-14,2.10526e-14
727,0.5,0.5,2.284e-13,8.65142e-14,2.09737e-14
727.1,0.5,0.5,2.27543e-13,8.61899e-14,2.08951e-14
727.2,0.5,0.5,2.2669e-13,8.58668e-14,2.08168e-14
727.3,0.5,0.5,2.25841e-13,8.55449e-14,2.07387e-14
727.4,0.5,0.5,2.24994e-13,8.52242e-14,2.0661e-14
727.5,0.5,0.5,2.24151e-13,8.49047e-14,2.05835e-14
727.6,0.5,0.5,2.2331e-13,8.45865e-14,2.05064e-14
727.7,0.5,0.5,2.22473e-13,8.42694e-14,2.04295e-14
727.8,0.5,0.5,2.21639e-13,8.39535e-14,2.03529e-14
727.9,0.5,0.5,2.20808e-13,8.36388e-14,2.02766e-14
728,0.5,0.5,2.19981e-13,8.33252e-14,2.02006e-14
728.1,0.5,0.5,2.19156e-13,8.30129e-14,2.01249e-14
728.2,0.5,0.5,2.18334e-13,8.27017e-14,2.00494e-14
728.3,0.5,0.5,2.17516e-13,8.23916e-14,1.99743e-14
728.4,0.5,0.5,2.167e-13,8.20828e-14,1.98994e-14
728.5,0.5,0.5,2.15888e-13,8.17751e-14,1.98248e-14
728.6,0.5,0.5,2.15079e-13,8.14685e-14,1.97505e-14
728.7,0.5,0.5,2.14273e-13,8.11631e-14,1.96765e-14
728.8,0.5,0.5,2.13469e-13,8.08589e-14,1.96027e-14
728.9,0.5,0.5,2.12669e-13,8.05558e-14,1.95292e-14
729,0.5,0.5,2.11872e-13,8.02538e-14,1.9456e-14
729.1,0.5,0.5,2.11078e-13,7.99529e-14,1.93831e-14
729.2,0.5,0.5,2.10286e-13,7.96532e-14,1.93104e-14
729.3,0.5,0.5,2.09498e-13,7.93546e-14,1.9238e-14
729.4,0.5,0.5,2.08713e-13,7.90572e-14,1.91659e-14
729.5,0.5,0.5,2.0793e-13,7.87608e-14,1.90941e-14
729.6,0.5,0.5,2.07151e-13,7.84655e-14,1.90225e-14
729.7,0.5,0.5,2.06374e-13,7.81714e-14,1.89512e-14
729.8,0.5,0.5,2.05601e-13,7.78784e-14,1.88801e-14
729.9,0.5,0.5,2.0483e-13,7.75864e-14,1.88094e-14
730,0.5,0.5,2.04062e-13,7.72956e-14,1.87388e-14
730.1,0.5,0.5,2.03297e-13,7.70058e-14,1.86686e-14
730.2,0.5,0.5,2.02535e-13,7.67171e-14,1.85986e-14
730.3,0.5,0.5,2.01776e-13,7.64296e-14,1.85289e-14
730.4,0.5,0.5,2.01019e-13,7.6143e-14,1.84594e-14
730.5,0.5,0.5,2.00266e-13,7.58576e-14,1.83902e-14
730.6,0.5,0.5,1.99515e-13,7.55732e-14,1.83213e-14
730.7,0.5,0.5,1.98767e-13,7.52899e-14,1.82526e-14
730.8,0.5,0.5,1.98022e-13,7.50077e-14,1.81842e-14
730.9,0.5,0.5,1.9728e-13,7.47265e-14,1.8116e-14
731,0.5,0.5,1.9654e-13,7.44464e-14,1.80481e-14
731.1,0.5,0.5,1.95803e-13,7.41673e-14,1.79805e-14
731.2,0.5,0.5,1.95069e-13,7.38893e-14,1.79131e-14
731.3,0.5,0.5,1.94338e-13,7.36123e-14,1.78459e-14
731.4,0.5,0.5,1.9361e-13,7.33364e-14,1.7779e-14
731.5,0.5,0.5,1.92884e-13,7.30614e-14,1.77124e-14
731.6,0.5,0.5,1.92161e-13,7.27876e-14,1.7646e-14
731.7,0.5,0.5,1.91441e-13,7.25147e-14,1.75798e-14
731.8,0.5,0.5,1.90723e-13,7.22429e-14,1.75139e-14
731.9,0.5,0.5,1.90008e-13,7.1972e-14,1.74483e-14
732,0.5,0.5,1.89296e-13,7.17022e-14,1.73828e-14
732.1,0.5,0.5,1.88586e-13,7.14335e-14,1.73177e-14
732.2,0.5,0.5,1.87879e-13,7.11657e-14,1.72528e-14
732.3,0.5,0.5,1.87175e-13,7.08989e-14,1.71881e-14
732.4,0.5,0.5,1.86473e-13,7.06331e-14,1.71237e-14
732.5,0.5,0.5,1.85774e-13,7.03683e-14,1.70595e-14
732.6,0.5,0.5,1.85078e-13,7.01046e-14,1.69955e-14
732.7,0.5,0.5,1.84384e-13,6.98418e-14,1.69318e-14
732.8,0.5,0.5,1.83693e-13,6.95799e-14,1.68683e-14
732.9,0.5,0.5,1.83004e-13,6.93191e-14,1.68051e-14
733,0.5,0.5,1.82318e-13,6.90592e-14,1.67421e-14
733.1,0.5,0.5,1.81635e-13,6.88004e-14,1.66793e-14
733.2,0.5,0.5,1.80954e-13,6.85425e-14,1.66168e-14
733.3,0.5,0.5,1.80275e-13,6.82855e-14,1.65545e-14
733.4,0.5,0.5,1.796e-13,6.80295e-14,1.64925e-14
733.5,0.5,0.5,1.78926e-13,6.77745e-14,1.64306e-14
733.6,0.5,0.5,1.78256e-13,6.75204e-14,1.6369e-14
733.7,0.5,0.5,1.77587e-13,6.72673e-14,1.63077e-14
733.8,0.5,0.5,1.76922e-13,6.70152e-14,1.62466e-14
733.9,0.5,0.5,1.76258e-13,6.6764e-14,1.61856e-14
734,0.5,0.5,1.75598e-13,6.65137e-14,1.6125e-14
734.1,0.5,0.5,1.74939e-13,6.62643e-14,1.60645e-14
734.2,0.5,0.5,1.74284e-13,6.60159e-14,1.60043e-14
734.3,0.5,0.5,1.7363e-13,6.57685e-14,1.59443e-14
734.4,0.5,0.5,1.72979e-13,6.55219e-14,1.58845e-14
734.5,0.5,0.5,1.72331e-13,6.52763e-14,1.5825e-14
734.6,0.5,0.5,1.71685e-13,6.50316e-14,1.57657e-14
734.7,0.5,0.5,1.71041e-13,6.47878e-14,1.57066e-14
734.8,0.5,0.5,1.704e-13,6.45449e-14,1.56477e-14
734.9,0.5,0.5,1.69761e-13,6.4303e-14,1.5589e-14
735,0.5,0.5,1.69125e-13,6.40619e-14,1.55306e-14
735.1,0.5,0.5,1.68491e-13,6.38218e-14,1.54724e-14
735.2,0.5,0.5,1.67859e-13,6.35825e-14,1.54144e-14
735.3,0.5,0.5,1.6723e-13,6.33442e-14,1.53566e-14
735.4,0.5,0.5,1.66603e-13,6.31067e-14,1.5299e-14
735.5,0.5,0.5,1.65979e-13,6.28702e-14,1.52417e-14
735.6,0.5,0.5,1.65356e-13,6.26345e-14,1.51845e-14
735.7,0.5,0.5,1.64737e-13,6.23997e-14,1.51276e-14
735.8,0.5,0.5,1.64119e-13,6.21658e-14,1.50709e-14
735.9,0.5,0.5,1.63504e-13,6.19327e-14,1.50144e-14
736,0.5,0.5,1.62891e-13,6.17006e-14,1.49581e-14
736.1,0.5,0.5,1.6228e-13,6.14693e-14,1.49021e-14
736.2,0.5,0.5,1.61672e-13,6.12388e-14,1.48462e-14
736.3,0.5,0.5,1.61066e-13,6.10093e-14,1.47905e-14
736.4,0.5,0.5,1.60462e-13,6.07806e-14,1.47351e-14
736.5,0.5,0.5,1.59861e-13,6.05527e-14,1.46799e-14
736.6,0.5,0.5,1.59261e-13,6.03257e-14,1.46248e-14
736.7,0.5,0.5,1.58664e-13,6.00996e-14,1.457e-14
736.8,0.5,0.5,1.5807e-13,5.98743e-14,1.45154e-14
736.9,0.5,0.5,1.57477e-13,5.96498e-14,1.4461e-14
737,0.5,0.5,1.56887e-13,5.94262e-14,1.44068e-14
737.1,0.5,0.5,1.56299e-13,5.92035e-14,1.43528e-14
737.2,0.5,0.5,1.55713e-13,5.89815e-14,1.42989e-14
737.3,0.5,0.5,1.55129e-13,5.87604e-14,1.42453e-14
737.4,0.5,0.5,1.54547e-13,5.85401e-14,1.41919e-14
737.5,0.5,0.5,1.53968e-13,5.83207e-14,1.41387e-14
737.6,0.5,0.5,1.53391e-13,5.81021e-14,1.40857e-14
737.7,0.5,0.5,1.52816e-13,5.78843e-14,1.40329e-14
737.8,0.5,0.5,1.52243e-13,5.76673e-14,1.39803e-14
737.9,0.5,0.5,1.51672e-13,5.74511e-14,1.39279e-14
738,0.5,0.5,1.51104e-13,5.72357e-14,1.38757e-14
738.1,0.5,0.5,1.50537e-13,5.70212e-14,1.38237e-14
738.2,0.5,0.5,1.49973e-13,5.68074e-14,1.37719e-14
738.3,0.5,0.5,1.49411e-13,5.65945e-14,1.37203e-14
738.4,0.5,0.5,1.48851e-13,5.63823e-14,1.36688e-14
738.5,0.5,0.5,1.48293e-13,5.6171e-14,1.36176e-14
738.6,0.5,0.5,1.47737e-13,5.59604e-14,1.35665e-14
738.7,0.5,0.5,1.47183e-13,5.57506e-14,1.35157e-14
738.8,0.5,0.5,1.46631e-13,5.55416e-14,1.3465e-14
738.9,0.5,0.5,1.46081e-13,5.53334e-14,1.34145e-14
739,0.5,0.5,1.45534e-13,5.5126e-14,1.33642e-14
739.1,0.5,0.5,1.44988e-13,5.49193e-14,1.33141e-14
739.2,0.5,0.5,1.44445e-13,5.47135e-14,1.32642e-14
739.3,0.5,0.5,1.43903e-13,5.45083e-14,1.32145e-14
739.4,0.5,0.5,1.43364e-13,5.4304e-14,1.3165e-14
739.5,0.5,0.5,1.42826e-13,5.41004e-14,1.31156e-14
739.6,0.5,0.5,1.42291e-13,5.38976e-14,1.30665e-14
739.7,0.5,0.5,1.41758e-13,5.36956e-14,1.30175e-14
739.8,0.5,0.5,1.41226e-13,5.34943e-14,1.29687e-14
739.9,0.5,0.5,1.40697e-13,5.32938e-14,1.29201e-14
740,0.5,0.5,1.40169e-13,5.3094e-14,1.28716e-14
740.1,0.5,0.5,1.39644e-13,5.2895e-14,1.28234e-14
740.2,0.5,0.5,1.3912e-13,5.26967e-14,1.27753e-14
740.3,0.5,0.5,1.38599e-13,5.24991e-14,1.27274e-14
740.4,0.5,0.5,1.38079e-13,5.23023e-14,1.26797e-14
740.5,0.5,0.5,1.37562e-13,5.21063e-14,1.26322e-14
740.6,0.5,0.5,1.37046e-13,5.19109e-14,1.25848e-14
