Run,Temps,A,B 
0,233.785,0.478,0.46
0,233.791,0.48,0.46
0,233.8,0.48,0.458
0,233.805,0.482,0.458
0,233.805,0.484,0.458
0,233.806,0.484,0.456
0,233.806,0.486,0.456
0,233.83,0.486,0.458
0,233.833,0.486,0.46
0,233.834,0.486,0.458
0,233.849,0.486,0.46
0,233.863,0.486,0.458
0,233.864,0.486,0.456
0,233.884,0.486,0.458
0,233.885,0.488,0.458
0,233.887,0.49,0.458
0,233.93,0.488,0.458
0,233.966,0.49,0.458
0,233.982,0.492,0.458
0,233.985,0.492,0.456
0,234,0.494,0.456
0,234.011,0.494,0.458
0,234.016,0.494,0.46
0,234.017,0.496,0.46
0,234.029,0.494,0.46
0,234.087,0.496,0.46
0,234.093,0.496,0.458
0,234.109,0.498,0.458
0,234.124,0.496,0.458
0,234.126,0.494,0.458
0,234.126,0.494,0.46
0,234.131,0.496,0.46
0,234.137,0.498,0.46
0,234.137,0.496,0.46
0,234.145,0.494,0.46
0,234.153,0.494,0.458
0,234.171,0.494,0.456
0,234.173,0.492,0.456
0,234.188,0.492,0.458
0,234.2,0.492,0.46
0,234.237,0.492,0.458
0,234.238,0.494,0.458
0,234.251,0.496,0.458
0,234.259,0.496,0.456
0,234.259,0.496,0.458
0,234.265,0.496,0.46
0,234.288,0.494,0.46
0,234.301,0.492,0.46
0,234.322,0.492,0.462
0,234.331,0.492,0.46
0,234.333,0.492,0.462
0,234.34,0.494,0.462
0,234.347,0.492,0.462
0,234.347,0.492,0.464
0,234.347,0.492,0.466
0,234.357,0.494,0.466
0,234.37,0.496,0.466
0,234.394,0.496,0.468
0,234.402,0.496,0.47
0,234.417,0.498,0.47
0,234.434,0.496,0.47
0,234.435,0.494,0.47
0,234.449,0.496,0.47
0,234.451,0.494,0.47
0,234.458,0.496,0.47
0,234.465,0.496,0.472
0,234.474,0.496,0.474
0,234.48,0.498,0.474
0,234.488,0.498,0.472
0,234.495,0.496,0.472
0,234.498,0.496,0.47
0,234.501,0.496,0.472
0,234.509,0.494,0.472
0,234.54,0.494,0.474
0,234.543,0.492,0.474
0,234.556,0.492,0.472
0,234.574,0.49,0.472
0,234.578,0.49,0.47
0,234.591,0.49,0.472
0,234.605,0.488,0.472
0,234.606,0.488,0.47
0,234.612,0.488,0.472
0,234.632,0.486,0.472
0,234.653,0.486,0.47
0,234.655,0.484,0.47
0,234.674,0.484,0.472
0,234.679,0.484,0.47
0,234.686,0.482,0.47
0,234.69,0.48,0.47
0,234.708,0.478,0.47
0,234.709,0.48,0.47
0,234.72,0.482,0.47
0,234.74,0.484,0.47
0,234.745,0.484,0.468
0,234.75,0.484,0.47
0,234.751,0.482,0.47
0,234.752,0.482,0.468
0,234.759,0.482,0.47
0,234.774,0.482,0.472
0,234.78,0.482,0.47
0,234.801,0.48,0.47
0,234.805,0.482,0.47
0,234.809,0.484,0.47
0,234.815,0.486,0.47
0,234.815,0.484,0.47
0,234.823,0.486,0.47
0,234.848,0.484,0.47
0,234.865,0.484,0.472
0,234.882,0.484,0.47
0,234.886,0.482,0.47
0,234.886,0.48,0.47
0,234.888,0.482,0.47
0,234.892,0.482,0.472
0,234.903,0.484,0.472
0,234.905,0.484,0.47
0,234.915,0.486,0.47
0,234.92,0.488,0.47
0,234.926,0.486,0.47
0,234.936,0.484,0.47
0,234.94,0.486,0.47
0,234.949,0.484,0.47
0,234.956,0.484,0.472
0,234.959,0.482,0.472
0,234.964,0.482,0.474
0,234.97,0.482,0.472
0,234.977,0.482,0.47
0,234.99,0.482,0.468
0,235.053,0.482,0.466
0,235.055,0.484,0.466
0,235.09,0.486,0.466
0,235.095,0.486,0.468
0,235.101,0.486,0.47
0,235.102,0.486,0.472
0,235.11,0.486,0.474
0,235.112,0.484,0.474
0,235.13,0.484,0.476
0,235.152,0.484,0.478
0,235.159,0.484,0.48
0,235.203,0.482,0.48
0,235.22,0.48,0.48
0,235.226,0.48,0.482
0,235.228,0.482,0.482
0,235.233,0.484,0.482
0,235.239,0.486,0.482
0,235.247,0.486,0.48
0,235.264,0.486,0.478
0,235.266,0.484,0.478
0,235.267,0.482,0.478
0,235.286,0.484,0.478
0,235.288,0.484,0.48
0,235.291,0.484,0.478
0,235.301,0.484,0.48
0,235.322,0.482,0.48
0,235.327,0.484,0.48
0,235.345,0.482,0.48
0,235.347,0.482,0.482
0,235.352,0.484,0.482
0,235.362,0.482,0.482
0,235.377,0.484,0.482
0,235.379,0.486,0.482
0,235.382,0.488,0.482
0,235.421,0.49,0.482
0,235.434,0.49,0.484
0,235.445,0.492,0.484
0,235.461,0.492,0.482
0,235.482,0.492,0.48
0,235.492,0.494,0.48
0,235.505,0.494,0.478
0,235.532,0.492,0.478
0,235.542,0.492,0.48
0,235.543,0.492,0.478
0,235.546,0.492,0.476
0,235.556,0.492,0.478
0,235.562,0.492,0.476
0,235.574,0.492,0.474
0,235.581,0.492,0.476
0,235.582,0.49,0.476
0,235.588,0.49,0.474
0,235.603,0.492,0.474
0,235.603,0.494,0.474
0,235.606,0.492,0.474
0,235.612,0.49,0.474
0,235.616,0.488,0.474
0,235.617,0.488,0.472
0,235.618,0.488,0.474
0,235.623,0.488,0.476
0,235.623,0.488,0.474
0,235.623,0.49,0.474
0,235.624,0.492,0.474
0,235.626,0.492,0.476
0,235.634,0.49,0.476
0,235.635,0.49,0.478
0,235.664,0.49,0.476
0,235.67,0.49,0.474
0,235.707,0.49,0.476
0,235.737,0.49,0.474
0,235.743,0.49,0.472
0,235.744,0.49,0.474
0,235.775,0.49,0.472
0,235.781,0.49,0.474
0,235.79,0.492,0.474
0,235.791,0.494,0.474
0,235.807,0.492,0.474
0,235.807,0.49,0.474
0,235.816,0.49,0.472
0,235.82,0.49,0.474
0,235.822,0.492,0.474
0,235.863,0.492,0.476
0,235.904,0.492,0.474
0,235.909,0.492,0.476
0,235.944,0.49,0.476
0,235.966,0.492,0.476
0,235.982,0.494,0.476
0,235.982,0.494,0.474
0,235.994,0.496,0.474
0,236.001,0.494,0.474
0,236.017,0.496,0.474
0,236.018,0.496,0.472
0,236.042,0.496,0.474
0,236.044,0.498,0.474
0,236.044,0.496,0.474
0,236.045,0.496,0.476
0,236.045,0.498,0.476
0,236.051,0.496,0.476
0,236.053,0.496,0.478
0,236.067,0.496,0.48
0,236.072,0.496,0.478
0,236.084,0.496,0.48
0,236.088,0.494,0.48
0,236.093,0.496,0.48
0,236.097,0.496,0.478
0,236.1,0.496,0.476
0,236.119,0.494,0.476
0,236.132,0.496,0.476
0,236.142,0.494,0.476
0,236.145,0.496,0.476
0,236.146,0.496,0.478
0,236.184,0.494,0.478
0,236.211,0.494,0.48
0,236.224,0.494,0.478
0,236.246,0.492,0.478
0,236.258,0.492,0.476
0,236.264,0.492,0.478
0,236.269,0.49,0.478
0,236.272,0.488,0.478
0,236.28,0.49,0.478
0,236.291,0.49,0.476
0,236.293,0.492,0.476
0,236.299,0.492,0.474
0,236.299,0.492,0.476
0,236.301,0.494,0.476
0,236.303,0.496,0.476
0,236.303,0.498,0.476
0,236.306,0.496,0.476
0,236.307,0.496,0.474
0,236.319,0.496,0.472
0,236.33,0.494,0.472
0,236.339,0.494,0.47
0,236.354,0.496,0.47
0,236.362,0.494,0.47
0,236.37,0.492,0.47
0,236.38,0.492,0.468
0,236.381,0.494,0.468
0,236.385,0.494,0.47
0,236.388,0.496,0.47
0,236.388,0.496,0.472
0,236.405,0.494,0.472
0,236.426,0.494,0.474
0,236.428,0.494,0.476
0,236.434,0.494,0.474
0,236.445,0.496,0.474
0,236.454,0.494,0.474
0,236.457,0.492,0.474
0,236.457,0.49,0.474
0,236.459,0.492,0.474
0,236.469,0.49,0.474
0,236.472,0.488,0.474
0,236.491,0.488,0.476
0,236.499,0.488,0.478
0,236.515,0.49,0.478
0,236.521,0.488,0.478
0,236.524,0.49,0.478
0,236.527,0.49,0.48
0,236.541,0.492,0.48
0,236.549,0.492,0.482
0,236.553,0.492,0.484
0,236.555,0.492,0.486
0,236.564,0.49,0.486
0,236.576,0.49,0.488
0,236.593,0.488,0.488
0,236.607,0.488,0.486
0,236.62,0.49,0.486
0,236.626,0.492,0.486
0,236.63,0.492,0.488
0,236.635,0.492,0.486
0,236.652,0.492,0.484
0,236.666,0.494,0.484
0,236.671,0.496,0.484
0,236.679,0.496,0.482
0,236.689,0.496,0.484
0,236.695,0.494,0.484
0,236.7,0.494,0.482
0,236.717,0.492,0.482
0,236.723,0.492,0.48
0,236.73,0.492,0.478
0,236.732,0.49,0.478
0,236.734,0.492,0.478
0,236.745,0.494,0.478
0,236.755,0.492,0.478
0,236.755,0.492,0.48
0,236.76,0.492,0.482
0,236.773,0.492,0.484
0,236.783,0.492,0.486
0,236.785,0.494,0.486
0,236.805,0.492,0.486
0,236.806,0.492,0.488
0,236.812,0.492,0.49
0,236.817,0.494,0.49
0,236.821,0.494,0.488
0,236.835,0.492,0.488
0,236.848,0.494,0.488
0,236.85,0.496,0.488
0,236.861,0.498,0.488
0,236.864,0.498,0.49
0,236.864,0.5,0.49
0,236.905,0.502,0.49
0,236.906,0.502,0.492
0,236.913,0.502,0.49
0,236.916,0.5,0.49
0,236.917,0.5,0.492
0,236.932,0.502,0.492
0,236.934,0.502,0.49
0,236.976,0.502,0.488
0,236.988,0.504,0.488
0,236.99,0.506,0.488
0,236.995,0.506,0.486
0,237,0.506,0.484
0,237.014,0.506,0.486
0,237.018,0.508,0.486
0,237.031,0.508,0.488
0,237.034,0.506,0.488
0,237.041,0.506,0.486
0,237.054,0.506,0.488
0,237.075,0.504,0.488
0,237.096,0.506,0.488
0,237.098,0.508,0.488
0,237.106,0.506,0.488
0,237.119,0.508,0.488
0,237.124,0.508,0.486
0,237.128,0.508,0.484
0,237.131,0.506,0.484
0,237.147,0.504,0.484
0,237.148,0.504,0.486
0,237.157,0.504,0.484
0,237.165,0.504,0.486
0,237.165,0.502,0.486
0,237.175,0.502,0.488
0,237.203,0.502,0.486
0,237.204,0.5,0.486
0,237.206,0.502,0.486
0,237.208,0.5,0.486
0,237.22,0.502,0.486
0,237.24,0.5,0.486
0,237.256,0.5,0.488
0,237.264,0.5,0.486
0,237.267,0.5,0.484
0,237.272,0.502,0.484
0,237.335,0.504,0.484
0,237.335,0.506,0.484
0,237.34,0.508,0.484
0,237.341,0.506,0.484
0,237.342,0.508,0.484
0,237.35,0.508,0.482
0,237.351,0.51,0.482
0,237.365,0.508,0.482
0,237.368,0.508,0.484
0,237.374,0.506,0.484
0,237.38,0.506,0.482
0,237.387,0.504,0.482
0,237.388,0.504,0.484
0,237.398,0.502,0.484
0,237.406,0.502,0.482
0,237.407,0.502,0.484
0,237.417,0.502,0.482
0,237.422,0.504,0.482
0,237.426,0.502,0.482
0,237.43,0.502,0.484
0,237.457,0.502,0.486
0,237.462,0.5,0.486
0,237.463,0.502,0.486
0,237.479,0.504,0.486
0,237.483,0.504,0.484
0,237.494,0.506,0.484
0,237.5,0.506,0.482
0,237.501,0.506,0.484
0,237.507,0.506,0.482
0,237.509,0.504,0.482
0,237.512,0.506,0.482
0,237.545,0.508,0.482
0,237.545,0.51,0.482
0,237.561,0.512,0.482
0,237.572,0.512,0.48
0,237.586,0.51,0.48
0,237.612,0.512,0.48
0,237.632,0.512,0.478
0,237.634,0.514,0.478
0,237.644,0.514,0.476
0,237.646,0.516,0.476
0,237.65,0.514,0.476
0,237.65,0.514,0.478
0,237.652,0.516,0.478
0,237.656,0.514,0.478
0,237.667,0.512,0.478
0,237.671,0.51,0.478
0,237.673,0.512,0.478
0,237.679,0.514,0.478
0,237.679,0.516,0.478
0,237.687,0.516,0.476
0,237.716,0.516,0.478
0,237.717,0.514,0.478
0,237.725,0.514,0.48
0,237.734,0.514,0.482
0,237.738,0.516,0.482
0,237.738,0.516,0.484
0,237.748,0.514,0.484
0,237.749,0.514,0.482
0,237.773,0.514,0.48
0,237.796,0.512,0.48
0,237.796,0.51,0.48
0,237.802,0.51,0.482
0,237.803,0.508,0.482
0,237.814,0.51,0.482
0,237.814,0.508,0.482
0,237.83,0.508,0.484
0,237.84,0.51,0.484
0,237.841,0.508,0.484
0,237.852,0.51,0.484
0,237.855,0.512,0.484
0,237.886,0.512,0.482
0,237.9,0.512,0.484
0,237.9,0.512,0.482
0,237.934,0.512,0.484
0,237.934,0.514,0.484
0,237.947,0.512,0.484
0,237.955,0.51,0.484
0,237.963,0.51,0.486
0,237.968,0.508,0.486
0,237.984,0.506,0.486
0,238.005,0.506,0.488
0,238.018,0.508,0.488
0,238.021,0.506,0.488
0,238.025,0.506,0.486
0,238.032,0.504,0.486
0,238.04,0.504,0.484
0,238.051,0.502,0.484
0,238.056,0.502,0.482
0,238.063,0.502,0.484
0,238.075,0.504,0.484
0,238.092,0.502,0.484
0,238.126,0.502,0.482
0,238.128,0.502,0.484
0,238.141,0.5,0.484
0,238.142,0.498,0.484
0,238.146,0.496,0.484
0,238.169,0.496,0.486
0,238.171,0.496,0.488
0,238.188,0.494,0.488
0,238.196,0.494,0.49
0,238.196,0.492,0.49
0,238.198,0.492,0.492
0,238.219,0.49,0.492
0,238.224,0.49,0.49
0,238.234,0.49,0.492
0,238.299,0.492,0.492
0,238.305,0.494,0.492
0,238.306,0.496,0.492
0,238.309,0.494,0.492
0,238.313,0.496,0.492
0,238.334,0.496,0.494
0,238.349,0.496,0.496
0,238.374,0.496,0.498
0,238.398,0.496,0.5
0,238.406,0.496,0.502
0,238.421,0.496,0.5
0,238.425,0.496,0.502
0,238.426,0.496,0.5
0,238.436,0.498,0.5
0,238.455,0.498,0.502
0,238.456,0.496,0.502
0,238.464,0.496,0.5
0,238.469,0.496,0.498
0,238.477,0.496,0.496
0,238.496,0.498,0.496
0,238.5,0.496,0.496
0,238.5,0.496,0.498
0,238.507,0.498,0.498
0,238.511,0.5,0.498
0,238.537,0.498,0.498
0,238.553,0.496,0.498
0,238.56,0.496,0.496
0,238.569,0.498,0.496
0,238.573,0.496,0.496
0,238.591,0.498,0.496
0,238.614,0.498,0.494
0,238.638,0.496,0.494
0,238.645,0.496,0.492
0,238.671,0.496,0.49
0,238.687,0.496,0.492
0,238.702,0.494,0.492
0,238.708,0.494,0.494
0,238.719,0.492,0.494
0,238.729,0.494,0.494
0,238.74,0.494,0.492
0,238.742,0.494,0.49
0,238.744,0.494,0.492
0,238.745,0.496,0.492
0,238.745,0.494,0.492
0,238.76,0.492,0.492
0,238.764,0.492,0.494
0,238.777,0.49,0.494
0,238.793,0.49,0.496
0,238.828,0.492,0.496
0,238.838,0.49,0.496
0,238.846,0.49,0.494
0,238.856,0.49,0.492
0,238.864,0.488,0.492
0,238.875,0.488,0.494
0,238.876,0.488,0.496
0,238.886,0.486,0.496
0,238.894,0.486,0.494
0,238.908,0.486,0.496
0,238.912,0.488,0.496
0,238.917,0.486,0.496
0,238.934,0.486,0.498
0,238.946,0.488,0.498
0,238.977,0.49,0.498
0,238.998,0.49,0.496
0,239.001,0.488,0.496
0,239.002,0.488,0.494
0,239.008,0.49,0.494
0,239.016,0.49,0.492
0,239.05,0.492,0.492
0,239.058,0.494,0.492
0,239.08,0.494,0.49
0,239.083,0.494,0.492
0,239.101,0.492,0.492
0,239.102,0.492,0.49
0,239.103,0.492,0.492
0,239.135,0.492,0.494
0,239.136,0.492,0.496
0,239.143,0.492,0.494
0,239.159,0.492,0.496
0,239.17,0.492,0.494
0,239.196,0.494,0.494
0,239.201,0.494,0.492
0,239.201,0.492,0.492
0,239.209,0.492,0.49
0,239.213,0.49,0.49
0,239.221,0.49,0.488
0,239.237,0.49,0.486
0,239.265,0.49,0.488
0,239.265,0.49,0.486
0,239.275,0.492,0.486
0,239.282,0.492,0.484
0,239.293,0.492,0.482
0,239.313,0.492,0.484
0,239.319,0.492,0.486
0,239.325,0.492,0.484
0,239.33,0.49,0.484
0,239.369,0.488,0.484
0,239.375,0.488,0.486
0,239.391,0.488,0.484
0,239.421,0.49,0.484
0,239.436,0.492,0.484
0,239.446,0.49,0.484
0,239.451,0.49,0.482
0,239.476,0.49,0.484
0,239.484,0.488,0.484
0,239.496,0.488,0.486
0,239.498,0.488,0.488
0,239.5,0.486,0.488
0,239.505,0.484,0.488
0,239.515,0.482,0.488
0,239.532,0.484,0.488
0,239.533,0.484,0.486
0,239.536,0.484,0.488
0,239.545,0.486,0.488
0,239.549,0.484,0.488
0,239.553,0.484,0.486
0,239.554,0.482,0.486
0,239.587,0.484,0.486
0,239.594,0.484,0.484
0,239.603,0.484,0.482
0,239.606,0.482,0.482
0,239.609,0.48,0.482
0,239.637,0.48,0.48
0,239.643,0.48,0.482
0,239.663,0.482,0.482
0,239.698,0.48,0.482
0,239.699,0.478,0.482
0,239.702,0.476,0.482
0,239.706,0.474,0.482
0,239.712,0.476,0.482
0,239.721,0.476,0.484
0,239.726,0.474,0.484
0,239.745,0.472,0.484
0,239.746,0.472,0.486
0,239.764,0.472,0.488
0,239.79,0.47,0.488
0,239.802,0.47,0.486
0,239.809,0.468,0.486
0,239.827,0.47,0.486
0,239.828,0.47,0.488
0,239.829,0.468,0.488
0,239.829,0.466,0.488
0,239.832,0.466,0.486
0,239.835,0.466,0.484
0,239.843,0.464,0.484
0,239.89,0.464,0.486
0,239.911,0.462,0.486
0,239.916,0.462,0.488
0,239.929,0.464,0.488
0,239.935,0.466,0.488
0,239.941,0.466,0.486
0,239.95,0.466,0.488
0,239.962,0.466,0.486
0,239.969,0.466,0.484
0,239.974,0.466,0.486
0,239.982,0.468,0.486
0,240.005,0.468,0.488
0,240.006,0.466,0.488
0,240.034,0.464,0.488
0,240.037,0.466,0.488
0,240.065,0.468,0.488
0,240.08,0.468,0.49
0,240.115,0.468,0.492
0,240.128,0.468,0.494
0,240.129,0.468,0.496
0,240.146,0.466,0.496
0,240.146,0.466,0.494
0,240.156,0.466,0.496
0,240.158,0.468,0.496
0,240.159,0.468,0.494
0,240.173,0.466,0.494
0,240.205,0.468,0.494
0,240.22,0.47,0.494
0,240.222,0.47,0.492
0,240.239,0.472,0.492
0,240.271,0.474,0.492
0,240.292,0.476,0.492
0,240.311,0.476,0.494
0,240.331,0.476,0.492
0,240.375,0.474,0.492
0,240.381,0.472,0.492
0,240.382,0.472,0.49
0,240.391,0.472,0.492
0,240.399,0.472,0.494
0,240.408,0.472,0.496
0,240.436,0.472,0.494
0,240.453,0.474,0.494
0,240.457,0.472,0.494
0,240.487,0.47,0.494
0,240.492,0.47,0.492
0,240.502,0.47,0.49
0,240.538,0.47,0.492
0,240.541,0.47,0.494
0,240.553,0.468,0.494
0,240.561,0.468,0.496
0,240.564,0.468,0.494
0,240.564,0.466,0.494
0,240.565,0.466,0.496
0,240.566,0.468,0.496
0,240.579,0.468,0.498
0,240.629,0.466,0.498
0,240.632,0.466,0.5
0,240.637,0.464,0.5
0,240.649,0.462,0.5
0,240.668,0.462,0.502
0,240.678,0.46,0.502
0,240.683,0.458,0.502
0,240.7,0.458,0.504
0,240.707,0.458,0.502
0,240.712,0.46,0.502
0,240.726,0.46,0.504
0,240.729,0.46,0.502
0,240.74,0.458,0.502
0,240.743,0.458,0.504
0,240.752,0.456,0.504
0,240.763,0.456,0.506
0,240.77,0.458,0.506
0,240.772,0.46,0.506
0,240.773,0.46,0.504
0,240.777,0.46,0.502
0,240.779,0.458,0.502
0,240.781,0.456,0.502
0,240.786,0.456,0.5
0,240.789,0.456,0.498
0,240.817,0.456,0.496
0,240.819,0.456,0.498
0,240.838,0.454,0.498
0,240.843,0.454,0.496
0,240.847,0.456,0.496
0,240.858,0.456,0.494
0,240.861,0.454,0.494
0,240.87,0.454,0.492
0,240.878,0.454,0.49
0,240.91,0.454,0.492
0,240.921,0.454,0.494
0,240.934,0.456,0.494
0,240.951,0.456,0.492
0,240.952,0.458,0.492
0,240.984,0.46,0.492
0,240.988,0.46,0.49
0,241.002,0.46,0.492
0,241.003,0.458,0.492
0,241.041,0.46,0.492
0,241.067,0.462,0.492
0,241.075,0.464,0.492
0,241.085,0.464,0.49
0,241.106,0.462,0.49
0,241.109,0.46,0.49
0,241.12,0.462,0.49
0,241.127,0.464,0.49
0,241.129,0.464,0.488
0,241.131,0.462,0.488
0,241.133,0.462,0.49
0,241.14,0.464,0.49
0,241.185,0.466,0.49
0,241.19,0.466,0.492
0,241.194,0.468,0.492
0,241.202,0.468,0.49
0,241.204,0.47,0.49
0,241.214,0.472,0.49
0,241.222,0.474,0.49
0,241.222,0.474,0.492
0,241.238,0.474,0.494
0,241.261,0.476,0.494
0,241.27,0.476,0.492
0,241.271,0.478,0.492
0,241.279,0.476,0.492
0,241.299,0.476,0.494
0,241.309,0.478,0.494
0,241.309,0.478,0.496
0,241.318,0.478,0.498
0,241.323,0.478,0.496
0,241.324,0.48,0.496
0,241.329,0.478,0.496
0,241.33,0.478,0.494
0,241.354,0.478,0.496
0,241.376,0.48,0.496
0,241.39,0.48,0.494
0,241.404,0.48,0.496
0,241.404,0.478,0.496
0,241.409,0.478,0.498
0,241.411,0.48,0.498
0,241.432,0.48,0.496
0,241.438,0.478,0.496
0,241.44,0.478,0.498
0,241.445,0.478,0.5
0,241.448,0.478,0.498
0,241.454,0.48,0.498
0,241.456,0.478,0.498
0,241.457,0.478,0.5
0,241.47,0.48,0.5
0,241.48,0.478,0.5
0,241.491,0.48,0.5
0,241.497,0.478,0.5
0,241.511,0.478,0.502
0,241.53,0.48,0.502
0,241.535,0.482,0.502
0,241.536,0.484,0.502
0,241.541,0.484,0.504
0,241.542,0.484,0.502
0,241.554,0.484,0.5
0,241.569,0.486,0.5
0,241.572,0.488,0.5
0,241.583,0.488,0.502
0,241.599,0.49,0.502
0,241.616,0.492,0.502
0,241.631,0.492,0.504
0,241.635,0.494,0.504
0,241.636,0.492,0.504
0,241.667,0.492,0.502
0,241.67,0.492,0.504
0,241.676,0.492,0.502
0,241.677,0.49,0.502
0,241.681,0.488,0.502
0,241.708,0.49,0.502
0,241.715,0.49,0.504
0,241.72,0.488,0.504
0,241.723,0.486,0.504
0,241.725,0.486,0.502
0,241.743,0.488,0.502
0,241.745,0.486,0.502
0,241.75,0.486,0.5
0,241.769,0.486,0.498
0,241.77,0.486,0.496
0,241.779,0.484,0.496
0,241.796,0.486,0.496
0,241.81,0.484,0.496
0,241.815,0.484,0.498
0,241.824,0.484,0.5
0,241.839,0.484,0.498
0,241.846,0.482,0.498
0,241.85,0.48,0.498
0,241.853,0.478,0.498
0,241.878,0.478,0.5
0,241.901,0.476,0.5
0,241.902,0.476,0.502
0,241.908,0.478,0.502
0,241.915,0.476,0.502
0,241.926,0.478,0.502
0,241.932,0.478,0.5
0,241.948,0.476,0.5
0,241.963,0.478,0.5
0,242.003,0.476,0.5
0,242.025,0.476,0.502
0,242.04,0.476,0.5
0,242.055,0.476,0.502
0,242.065,0.474,0.502
0,242.071,0.472,0.502
0,242.14,0.472,0.504
0,242.164,0.474,0.504
0,242.176,0.474,0.502
0,242.192,0.476,0.502
0,242.202,0.476,0.5
0,242.21,0.478,0.5
0,242.227,0.478,0.502
0,242.239,0.48,0.502
0,242.271,0.482,0.502
0,242.283,0.482,0.504
0,242.284,0.482,0.502
0,242.318,0.482,0.5
0,242.325,0.482,0.498
0,242.331,0.484,0.498
0,242.332,0.484,0.5
0,242.339,0.484,0.498
0,242.342,0.482,0.498
0,242.348,0.482,0.5
0,242.388,0.482,0.498
0,242.427,0.484,0.498
0,242.434,0.482,0.498
0,242.436,0.484,0.498
0,242.439,0.484,0.496
0,242.444,0.486,0.496
0,242.46,0.488,0.496
0,242.469,0.49,0.496
0,242.492,0.488,0.496
0,242.495,0.49,0.496
0,242.497,0.49,0.494
0,242.529,0.49,0.492
0,242.538,0.488,0.492
0,242.552,0.49,0.492
0,242.552,0.488,0.492
0,242.562,0.488,0.494
0,242.581,0.486,0.494
0,242.597,0.488,0.494
0,242.601,0.488,0.492
0,242.619,0.488,0.49
0,242.626,0.488,0.488
0,242.627,0.488,0.486
0,242.629,0.49,0.486
0,242.632,0.49,0.484
0,242.636,0.49,0.482
0,242.637,0.488,0.482
0,242.658,0.488,0.484
0,242.686,0.486,0.484
0,242.687,0.486,0.486
0,242.688,0.484,0.486
0,242.689,0.484,0.484
0,242.699,0.486,0.484
0,242.708,0.486,0.482
0,242.708,0.486,0.484
0,242.713,0.486,0.482
0,242.724,0.486,0.484
0,242.748,0.486,0.486
0,242.752,0.486,0.488
0,242.753,0.488,0.488
0,242.775,0.488,0.486
0,242.785,0.488,0.484
0,242.791,0.488,0.482
0,242.8,0.486,0.482
0,242.815,0.486,0.484
0,242.818,0.486,0.486
0,242.848,0.486,0.488
0,242.856,0.486,0.49
0,242.866,0.486,0.488
0,242.871,0.484,0.488
0,242.898,0.482,0.488
0,242.9,0.482,0.49
0,242.903,0.482,0.492
0,242.977,0.482,0.49
0,242.984,0.48,0.49
0,242.986,0.478,0.49
0,242.992,0.478,0.492
0,243.014,0.476,0.492
0,243.027,0.478,0.492
0,243.039,0.478,0.49
0,243.041,0.478,0.488
0,243.047,0.478,0.486
0,243.067,0.478,0.484
0,243.088,0.478,0.482
0,243.091,0.478,0.484
0,243.092,0.476,0.484
0,243.1,0.474,0.484
0,243.108,0.476,0.484
0,243.112,0.476,0.486
0,243.123,0.476,0.484
0,243.123,0.478,0.484
0,243.133,0.48,0.484
0,243.138,0.478,0.484
0,243.149,0.478,0.486
0,243.153,0.478,0.488
0,243.159,0.478,0.49
0,243.213,0.48,0.49
0,243.214,0.478,0.49
0,243.22,0.478,0.488
0,243.228,0.478,0.486
0,243.241,0.48,0.486
0,243.249,0.478,0.486
0,243.263,0.476,0.486
0,243.309,0.476,0.488
0,243.318,0.474,0.488
0,243.326,0.476,0.488
0,243.327,0.476,0.49
0,243.354,0.478,0.49
0,243.354,0.478,0.488
0,243.357,0.478,0.486
0,243.364,0.48,0.486
0,243.365,0.478,0.486
0,243.373,0.476,0.486
0,243.38,0.476,0.484
0,243.386,0.476,0.482
0,243.386,0.478,0.482
0,243.394,0.478,0.484
0,243.398,0.48,0.484
0,243.411,0.48,0.482
0,243.418,0.48,0.48
0,243.425,0.478,0.48
0,243.492,0.478,0.482
0,243.492,0.48,0.482
0,243.507,0.478,0.482
0,243.509,0.478,0.484
0,243.518,0.478,0.482
0,243.531,0.48,0.482
0,243.532,0.48,0.484
0,243.545,0.48,0.482
0,243.554,0.48,0.48
0,243.569,0.48,0.482
0,243.569,0.478,0.482
0,243.593,0.478,0.484
0,243.597,0.478,0.482
0,243.604,0.478,0.484
0,243.615,0.476,0.484
0,243.617,0.476,0.486
0,243.617,0.478,0.486
0,243.627,0.476,0.486
0,243.634,0.474,0.486
0,243.655,0.474,0.484
0,243.672,0.472,0.484
0,243.674,0.474,0.484
0,243.676,0.474,0.482
0,243.677,0.474,0.484
0,243.679,0.472,0.484
0,243.681,0.472,0.482
0,243.696,0.472,0.484
0,243.717,0.47,0.484
0,243.718,0.47,0.486
0,243.733,0.468,0.486
0,243.755,0.468,0.484
0,243.76,0.468,0.486
0,243.782,0.466,0.486
0,243.811,0.468,0.486
0,243.811,0.468,0.488
0,243.818,0.468,0.49
0,243.826,0.468,0.488
0,243.843,0.466,0.488
0,243.845,0.468,0.488
0,243.849,0.466,0.488
0,243.85,0.466,0.486
0,243.862,0.468,0.486
0,243.878,0.466,0.486
0,243.891,0.464,0.486
0,243.917,0.466,0.486
0,243.926,0.466,0.488
0,243.927,0.464,0.488
0,243.929,0.464,0.49
0,243.932,0.466,0.49
0,243.948,0.466,0.488
0,243.949,0.466,0.486
0,243.987,0.466,0.488
0,243.99,0.466,0.486
0,244.016,0.464,0.486
0,244.048,0.464,0.488
0,244.061,0.466,0.488
0,244.062,0.466,0.49
0,244.072,0.464,0.49
0,244.072,0.464,0.488
0,244.081,0.466,0.488
