Run,Temps,A,B 
0,348.882,0.542,0.486
0,348.888,0.544,0.486
0,348.89,0.546,0.486
0,348.895,0.546,0.484
0,348.904,0.546,0.486
0,348.91,0.544,0.486
0,348.914,0.544,0.484
0,348.919,0.542,0.484
0,348.939,0.54,0.484
0,348.944,0.54,0.486
0,348.948,0.54,0.488
0,348.951,0.538,0.488
0,348.953,0.538,0.486
0,348.974,0.538,0.484
0,348.996,0.538,0.486
0,349.007,0.538,0.484
0,349.022,0.54,0.484
0,349.025,0.54,0.486
0,349.027,0.538,0.486
0,349.053,0.538,0.488
0,349.055,0.538,0.49
0,349.057,0.538,0.488
0,349.074,0.538,0.49
0,349.076,0.538,0.488
0,349.097,0.538,0.49
0,349.118,0.54,0.49
0,349.127,0.542,0.49
0,349.167,0.544,0.49
0,349.167,0.542,0.49
0,349.168,0.542,0.492
0,349.185,0.542,0.49
0,349.197,0.542,0.488
0,349.198,0.54,0.488
0,349.204,0.542,0.488
0,349.222,0.544,0.488
0,349.227,0.544,0.49
0,349.239,0.544,0.488
0,349.245,0.546,0.488
0,349.246,0.546,0.49
0,349.254,0.546,0.488
0,349.275,0.546,0.486
0,349.28,0.546,0.488
0,349.292,0.548,0.488
0,349.293,0.548,0.486
0,349.297,0.548,0.484
0,349.319,0.548,0.486
0,349.32,0.548,0.484
0,349.341,0.55,0.484
0,349.349,0.552,0.484
0,349.351,0.552,0.482
0,349.358,0.552,0.484
0,349.361,0.554,0.484
0,349.373,0.552,0.484
0,349.385,0.55,0.484
0,349.4,0.548,0.484
0,349.411,0.55,0.484
0,349.414,0.548,0.484
0,349.414,0.55,0.484
0,349.417,0.55,0.486
0,349.421,0.55,0.488
0,349.448,0.55,0.49
0,349.465,0.55,0.488
0,349.47,0.55,0.486
0,349.478,0.55,0.488
0,349.491,0.552,0.488
0,349.496,0.55,0.488
0,349.506,0.548,0.488
0,349.513,0.548,0.486
0,349.522,0.546,0.486
0,349.532,0.548,0.486
0,349.542,0.548,0.488
0,349.547,0.55,0.488
0,349.571,0.548,0.488
0,349.6,0.55,0.488
0,349.604,0.55,0.49
0,349.608,0.552,0.49
0,349.609,0.552,0.488
0,349.612,0.552,0.49
0,349.616,0.552,0.488
0,349.635,0.554,0.488
0,349.635,0.556,0.488
0,349.644,0.556,0.49
0,349.645,0.554,0.49
0,349.646,0.552,0.49
0,349.651,0.55,0.49
0,349.683,0.552,0.49
0,349.701,0.552,0.488
0,349.711,0.554,0.488
0,349.714,0.554,0.49
0,349.776,0.552,0.49
0,349.781,0.552,0.488
0,349.791,0.554,0.488
0,349.796,0.554,0.486
0,349.805,0.556,0.486
0,349.819,0.554,0.486
0,349.823,0.554,0.484
0,349.826,0.554,0.486
0,349.828,0.556,0.486
0,349.83,0.558,0.486
0,349.851,0.558,0.484
0,349.854,0.56,0.484
0,349.854,0.56,0.482
0,349.854,0.56,0.484
0,349.882,0.558,0.484
0,349.882,0.558,0.486
0,349.898,0.556,0.486
0,349.899,0.558,0.486
0,349.901,0.56,0.486
0,349.901,0.56,0.484
0,349.905,0.56,0.482
0,349.909,0.56,0.484
0,349.913,0.562,0.484
0,349.926,0.56,0.484
0,349.926,0.56,0.486
0,349.928,0.558,0.486
0,349.938,0.556,0.486
0,349.948,0.556,0.488
0,349.949,0.558,0.488
0,349.952,0.56,0.488
0,349.962,0.56,0.486
0,349.962,0.56,0.488
0,349.969,0.558,0.488
0,349.97,0.558,0.49
0,349.973,0.558,0.492
0,349.984,0.558,0.49
0,349.986,0.556,0.49
0,349.996,0.554,0.49
0,350.028,0.552,0.49
0,350.049,0.552,0.492
0,350.055,0.55,0.492
0,350.056,0.55,0.494
0,350.065,0.55,0.496
0,350.09,0.55,0.494
0,350.092,0.548,0.494
0,350.094,0.55,0.494
0,350.103,0.55,0.496
0,350.103,0.552,0.496
0,350.119,0.552,0.498
0,350.132,0.552,0.496
0,350.143,0.552,0.498
0,350.146,0.552,0.496
0,350.154,0.55,0.496
0,350.162,0.548,0.496
0,350.177,0.548,0.494
0,350.182,0.55,0.494
0,350.207,0.552,0.494
0,350.22,0.552,0.492
0,350.239,0.554,0.492
0,350.245,0.556,0.492
0,350.252,0.554,0.492
0,350.255,0.552,0.492
0,350.259,0.552,0.49
0,350.26,0.552,0.492
0,350.287,0.55,0.492
0,350.293,0.55,0.49
0,350.31,0.55,0.488
0,350.311,0.55,0.49
0,350.321,0.548,0.49
0,350.329,0.548,0.488
0,350.341,0.55,0.488
0,350.361,0.548,0.488
0,350.363,0.55,0.488
0,350.365,0.55,0.49
0,350.385,0.55,0.492
0,350.396,0.55,0.49
0,350.398,0.55,0.492
0,350.418,0.55,0.494
0,350.429,0.55,0.492
0,350.429,0.548,0.492
0,350.457,0.55,0.492
0,350.463,0.548,0.492
0,350.473,0.55,0.492
0,350.474,0.552,0.492
0,350.499,0.55,0.492
0,350.505,0.55,0.49
0,350.514,0.55,0.488
0,350.52,0.55,0.49
0,350.553,0.548,0.49
0,350.568,0.55,0.49
0,350.577,0.55,0.492
0,350.578,0.548,0.492
0,350.581,0.546,0.492
0,350.586,0.546,0.494
0,350.61,0.544,0.494
0,350.632,0.544,0.492
0,350.647,0.542,0.492
0,350.656,0.544,0.492
0,350.657,0.544,0.494
0,350.668,0.546,0.494
0,350.674,0.544,0.494
0,350.677,0.542,0.494
0,350.678,0.542,0.496
0,350.682,0.542,0.498
0,350.699,0.542,0.496
0,350.703,0.542,0.494
0,350.704,0.542,0.492
0,350.708,0.54,0.492
0,350.723,0.54,0.49
0,350.746,0.54,0.492
0,350.75,0.54,0.494
0,350.758,0.538,0.494
0,350.76,0.538,0.492
0,350.789,0.536,0.492
0,350.795,0.538,0.492
0,350.803,0.538,0.494
0,350.82,0.536,0.494
0,350.82,0.534,0.494
0,350.821,0.532,0.494
0,350.824,0.534,0.494
0,350.829,0.534,0.492
0,350.831,0.532,0.492
0,350.842,0.534,0.492
0,350.85,0.534,0.494
0,350.853,0.532,0.494
0,350.889,0.53,0.494
0,350.893,0.53,0.492
0,350.906,0.53,0.49
0,350.914,0.532,0.49
0,350.916,0.53,0.49
0,350.975,0.53,0.488
0,350.975,0.528,0.488
0,350.994,0.526,0.488
0,350.994,0.526,0.49
0,351.003,0.524,0.49
0,351.007,0.524,0.492
0,351.008,0.524,0.494
0,351.02,0.524,0.496
0,351.02,0.524,0.494
0,351.041,0.526,0.494
0,351.066,0.526,0.496
0,351.084,0.526,0.498
0,351.158,0.524,0.498
0,351.169,0.522,0.498
0,351.17,0.52,0.498
0,351.175,0.52,0.496
0,351.185,0.52,0.498
0,351.196,0.52,0.496
0,351.205,0.52,0.498
0,351.215,0.52,0.496
0,351.227,0.52,0.498
0,351.228,0.52,0.496
0,351.232,0.518,0.496
0,351.249,0.518,0.498
0,351.249,0.518,0.496
0,351.256,0.518,0.498
0,351.261,0.52,0.498
0,351.262,0.52,0.496
0,351.278,0.518,0.496
0,351.28,0.518,0.494
0,351.288,0.518,0.492
0,351.291,0.516,0.492
0,351.298,0.518,0.492
0,351.303,0.518,0.49
0,351.309,0.518,0.488
0,351.312,0.52,0.488
0,351.329,0.52,0.486
0,351.342,0.522,0.486
0,351.343,0.522,0.488
0,351.353,0.524,0.488
0,351.36,0.522,0.488
0,351.397,0.522,0.486
0,351.412,0.522,0.484
0,351.419,0.524,0.484
0,351.44,0.524,0.486
0,351.449,0.526,0.486
0,351.45,0.524,0.486
0,351.45,0.526,0.486
0,351.461,0.524,0.486
0,351.466,0.526,0.486
0,351.484,0.526,0.484
0,351.491,0.528,0.484
0,351.494,0.53,0.484
0,351.522,0.53,0.482
0,351.524,0.528,0.482
0,351.525,0.528,0.48
0,351.526,0.528,0.482
0,351.527,0.528,0.48
0,351.546,0.528,0.482
0,351.546,0.528,0.484
0,351.553,0.528,0.482
0,351.556,0.526,0.482
0,351.571,0.524,0.482
0,351.575,0.524,0.484
0,351.59,0.524,0.482
0,351.605,0.524,0.48
0,351.61,0.526,0.48
0,351.619,0.526,0.478
0,351.619,0.528,0.478
0,351.632,0.53,0.478
0,351.651,0.53,0.48
0,351.652,0.53,0.478
0,351.679,0.532,0.478
0,351.69,0.532,0.476
0,351.735,0.534,0.476
0,351.739,0.534,0.474
0,351.758,0.536,0.474
0,351.766,0.538,0.474
0,351.768,0.538,0.476
0,351.77,0.538,0.474
0,351.78,0.538,0.472
0,351.781,0.536,0.472
0,351.79,0.536,0.474
0,351.792,0.536,0.472
0,351.802,0.538,0.472
0,351.841,0.54,0.472
0,351.848,0.542,0.472
0,351.879,0.542,0.474
0,351.891,0.542,0.472
0,351.896,0.54,0.472
0,351.904,0.542,0.472
0,351.907,0.54,0.472
0,351.944,0.54,0.474
0,351.956,0.542,0.474
0,351.976,0.542,0.476
0,351.998,0.544,0.476
0,352.003,0.546,0.476
0,352.01,0.544,0.476
0,352.018,0.546,0.476
0,352.034,0.546,0.478
0,352.034,0.546,0.476
0,352.043,0.546,0.474
0,352.051,0.546,0.476
0,352.057,0.546,0.474
0,352.059,0.546,0.476
0,352.061,0.544,0.476
0,352.093,0.544,0.474
0,352.113,0.544,0.476
0,352.124,0.546,0.476
0,352.125,0.544,0.476
0,352.125,0.544,0.478
0,352.131,0.544,0.476
0,352.144,0.542,0.476
0,352.153,0.544,0.476
0,352.185,0.546,0.476
0,352.186,0.548,0.476
0,352.228,0.548,0.474
0,352.229,0.55,0.474
0,352.255,0.548,0.474
0,352.258,0.548,0.476
0,352.264,0.548,0.474
0,352.311,0.546,0.474
0,352.311,0.546,0.476
0,352.311,0.546,0.478
0,352.326,0.544,0.478
0,352.332,0.544,0.48
0,352.334,0.544,0.482
0,352.337,0.546,0.482
0,352.367,0.544,0.482
0,352.367,0.542,0.482
0,352.368,0.542,0.484
0,352.374,0.542,0.486
0,352.375,0.54,0.486
0,352.396,0.542,0.486
0,352.402,0.542,0.484
0,352.408,0.54,0.484
0,352.413,0.54,0.486
0,352.429,0.542,0.486
0,352.442,0.542,0.488
0,352.457,0.54,0.488
0,352.519,0.542,0.488
0,352.522,0.544,0.488
0,352.523,0.542,0.488
0,352.533,0.54,0.488
0,352.535,0.54,0.49
0,352.551,0.538,0.49
0,352.564,0.54,0.49
0,352.572,0.538,0.49
0,352.584,0.54,0.49
0,352.585,0.542,0.49
0,352.59,0.544,0.49
0,352.59,0.542,0.49
0,352.612,0.54,0.49
0,352.647,0.542,0.49
0,352.651,0.54,0.49
0,352.659,0.54,0.488
0,352.668,0.54,0.486
0,352.697,0.54,0.488
0,352.701,0.542,0.488
0,352.712,0.544,0.488
0,352.714,0.544,0.49
0,352.737,0.544,0.492
0,352.737,0.542,0.492
0,352.738,0.542,0.49
0,352.744,0.542,0.488
0,352.751,0.542,0.486
0,352.754,0.542,0.488
0,352.759,0.54,0.488
0,352.761,0.54,0.486
0,352.777,0.538,0.486
0,352.78,0.538,0.484
0,352.785,0.538,0.486
0,352.786,0.54,0.486
0,352.837,0.538,0.486
0,352.876,0.538,0.484
0,352.897,0.54,0.484
0,352.918,0.538,0.484
0,352.922,0.538,0.482
0,352.929,0.54,0.482
0,352.93,0.54,0.48
0,352.93,0.542,0.48
0,352.932,0.542,0.478
0,352.948,0.542,0.48
0,352.952,0.542,0.482
0,352.955,0.544,0.482
0,352.965,0.544,0.48
0,352.973,0.544,0.482
0,352.976,0.544,0.484
0,352.989,0.546,0.484
0,352.99,0.546,0.486
0,352.996,0.548,0.486
0,352.999,0.546,0.486
0,353.012,0.546,0.484
0,353.015,0.544,0.484
0,353.017,0.544,0.486
0,353.025,0.544,0.484
0,353.027,0.544,0.486
0,353.028,0.546,0.486
0,353.029,0.544,0.486
0,353.032,0.542,0.486
0,353.039,0.542,0.488
0,353.04,0.542,0.49
0,353.052,0.542,0.492
0,353.067,0.542,0.494
0,353.075,0.54,0.494
0,353.086,0.538,0.494
0,353.089,0.538,0.496
0,353.094,0.538,0.498
0,353.099,0.536,0.498
0,353.111,0.536,0.496
0,353.135,0.536,0.498
0,353.154,0.536,0.496
0,353.156,0.534,0.496
0,353.158,0.534,0.494
0,353.166,0.536,0.494
0,353.18,0.534,0.494
0,353.198,0.532,0.494
0,353.212,0.532,0.496
0,353.216,0.532,0.498
0,353.222,0.532,0.5
0,353.226,0.534,0.5
0,353.228,0.534,0.502
0,353.244,0.532,0.502
0,353.256,0.53,0.502
0,353.258,0.528,0.502
0,353.269,0.53,0.502
0,353.273,0.53,0.5
0,353.275,0.53,0.498
0,353.287,0.53,0.5
0,353.289,0.528,0.5
0,353.3,0.528,0.502
0,353.301,0.528,0.504
0,353.31,0.528,0.502
0,353.312,0.528,0.504
0,353.317,0.53,0.504
0,353.328,0.528,0.504
0,353.334,0.526,0.504
0,353.361,0.528,0.504
0,353.362,0.526,0.504
0,353.371,0.524,0.504
0,353.377,0.524,0.502
0,353.387,0.522,0.502
0,353.402,0.522,0.5
0,353.403,0.52,0.5
0,353.417,0.52,0.502
0,353.422,0.522,0.502
0,353.423,0.524,0.502
0,353.428,0.524,0.5
0,353.431,0.526,0.5
0,353.453,0.526,0.502
0,353.457,0.524,0.502
0,353.463,0.524,0.5
0,353.465,0.524,0.502
0,353.466,0.526,0.502
0,353.476,0.524,0.502
0,353.491,0.526,0.502
0,353.496,0.526,0.504
0,353.501,0.528,0.504
0,353.505,0.526,0.504
0,353.507,0.528,0.504
0,353.528,0.528,0.502
0,353.545,0.528,0.5
0,353.551,0.528,0.502
0,353.569,0.528,0.5
0,353.579,0.53,0.5
0,353.58,0.53,0.502
0,353.582,0.53,0.504
0,353.604,0.528,0.504
0,353.604,0.53,0.504
0,353.613,0.53,0.506
0,353.616,0.53,0.508
0,353.625,0.532,0.508
0,353.635,0.53,0.508
0,353.645,0.532,0.508
0,353.646,0.53,0.508
0,353.663,0.53,0.51
0,353.664,0.53,0.508
0,353.696,0.53,0.506
0,353.698,0.528,0.506
0,353.699,0.528,0.508
0,353.702,0.528,0.506
0,353.711,0.526,0.506
0,353.711,0.526,0.508
0,353.714,0.526,0.51
0,353.739,0.524,0.51
0,353.749,0.524,0.508
0,353.756,0.522,0.508
0,353.766,0.52,0.508
0,353.774,0.522,0.508
0,353.779,0.524,0.508
0,353.78,0.524,0.51
0,353.79,0.524,0.512
0,353.798,0.522,0.512
0,353.804,0.52,0.512
0,353.811,0.52,0.51
0,353.812,0.518,0.51
0,353.819,0.52,0.51
0,353.822,0.522,0.51
0,353.832,0.52,0.51
0,353.834,0.52,0.512
0,353.837,0.52,0.514
0,353.849,0.52,0.516
0,353.85,0.518,0.516
0,353.865,0.518,0.514
0,353.867,0.518,0.512
0,353.87,0.518,0.514
0,353.896,0.518,0.512
0,353.9,0.518,0.51
0,353.91,0.52,0.51
0,353.91,0.522,0.51
0,353.916,0.52,0.51
0,353.92,0.52,0.512
0,353.945,0.518,0.512
0,353.961,0.518,0.51
0,353.973,0.518,0.512
0,354.006,0.516,0.512
0,354.023,0.516,0.51
0,354.025,0.516,0.508
0,354.03,0.516,0.506
0,354.035,0.516,0.508
0,354.037,0.516,0.506
0,354.054,0.514,0.506
0,354.082,0.514,0.504
0,354.096,0.514,0.502
0,354.098,0.514,0.5
0,354.105,0.516,0.5
0,354.109,0.514,0.5
0,354.111,0.516,0.5
0,354.114,0.518,0.5
0,354.115,0.52,0.5
0,354.127,0.518,0.5
0,354.141,0.52,0.5
0,354.157,0.522,0.5
0,354.162,0.52,0.5
0,354.172,0.518,0.5
0,354.184,0.518,0.498
0,354.205,0.52,0.498
0,354.207,0.52,0.5
0,354.231,0.52,0.502
0,354.235,0.52,0.5
0,354.235,0.518,0.5
0,354.235,0.52,0.5
0,354.244,0.52,0.502
0,354.256,0.522,0.502
0,354.258,0.52,0.502
0,354.259,0.52,0.5
0,354.275,0.518,0.5
0,354.29,0.518,0.498
0,354.313,0.518,0.496
0,354.322,0.516,0.496
0,354.327,0.516,0.494
0,354.327,0.518,0.494
0,354.335,0.518,0.492
0,354.338,0.518,0.49
0,354.346,0.518,0.488
0,354.347,0.518,0.49
0,354.37,0.52,0.49
0,354.381,0.52,0.492
0,354.394,0.522,0.492
0,354.4,0.524,0.492
0,354.405,0.524,0.494
0,354.408,0.524,0.496
0,354.417,0.522,0.496
0,354.419,0.522,0.498
0,354.435,0.522,0.5
0,354.445,0.52,0.5
0,354.459,0.518,0.5
0,354.46,0.518,0.502
0,354.47,0.518,0.504
0,354.473,0.518,0.506
0,354.476,0.518,0.504
0,354.477,0.516,0.504
0,354.479,0.514,0.504
0,354.48,0.516,0.504
0,354.485,0.516,0.502
0,354.487,0.518,0.502
0,354.493,0.518,0.504
0,354.502,0.516,0.504
0,354.511,0.516,0.506
0,354.536,0.516,0.508
0,354.542,0.516,0.506
0,354.548,0.518,0.506
0,354.562,0.52,0.506
0,354.576,0.518,0.506
0,354.588,0.52,0.506
0,354.589,0.52,0.504
0,354.601,0.518,0.504
0,354.631,0.52,0.504
0,354.643,0.522,0.504
0,354.646,0.522,0.502
0,354.662,0.522,0.504
0,354.699,0.522,0.506
0,354.707,0.52,0.506
0,354.713,0.52,0.508
0,354.718,0.52,0.51
0,354.729,0.52,0.508
0,354.734,0.522,0.508
0,354.747,0.524,0.508
0,354.751,0.522,0.508
0,354.767,0.522,0.51
0,354.767,0.522,0.508
0,354.776,0.52,0.508
0,354.781,0.52,0.51
0,354.79,0.522,0.51
0,354.793,0.52,0.51
0,354.796,0.522,0.51
0,354.806,0.524,0.51
0,354.862,0.526,0.51
0,354.864,0.526,0.508
0,354.866,0.526,0.506
0,354.886,0.528,0.506
0,354.904,0.528,0.508
0,354.918,0.528,0.506
0,354.923,0.526,0.506
0,354.928,0.528,0.506
0,354.947,0.528,0.508
0,354.95,0.528,0.506
0,354.95,0.528,0.504
0,354.966,0.53,0.504
0,354.972,0.532,0.504
0,354.982,0.532,0.502
0,354.985,0.532,0.504
0,354.992,0.532,0.502
0,354.995,0.534,0.502
0,354.999,0.534,0.5
0,355.006,0.534,0.502
0,355.007,0.532,0.502
0,355.017,0.532,0.504
0,355.041,0.534,0.504
0,355.048,0.536,0.504
0,355.082,0.536,0.502
0,355.093,0.536,0.504
0,355.1,0.536,0.506
0,355.102,0.534,0.506
0,355.117,0.532,0.506
0,355.12,0.53,0.506
0,355.131,0.53,0.504
0,355.149,0.528,0.504
0,355.159,0.528,0.506
0,355.176,0.53,0.506
0,355.212,0.53,0.508
0,355.222,0.532,0.508
0,355.251,0.534,0.508
0,355.256,0.534,0.51
0,355.267,0.534,0.512
0,355.267,0.532,0.512
0,355.268,0.534,0.512
0,355.269,0.534,0.51
0,355.279,0.532,0.51
0,355.29,0.532,0.512
0,355.29,0.532,0.51
0,355.304,0.53,0.51
0,355.305,0.53,0.512
0,355.313,0.53,0.514
0,355.317,0.53,0.516
0,355.328,0.532,0.516
0,355.343,0.53,0.516
0,355.346,0.53,0.514
0,355.35,0.528,0.514
0,355.357,0.528,0.512
0,355.368,0.526,0.512
0,355.373,0.528,0.512
0,355.387,0.528,0.514
0,355.396,0.53,0.514
0,355.397,0.532,0.514
0,355.411,0.53,0.514
0,355.426,0.532,0.514
0,355.438,0.53,0.514
0,355.44,0.53,0.516
0,355.442,0.53,0.518
0,355.448,0.53,0.516
0,355.451,0.528,0.516
0,355.451,0.528,0.518
0,355.455,0.526,0.518
0,355.469,0.528,0.518
0,355.469,0.526,0.518
0,355.473,0.528,0.518
0,355.481,0.528,0.516
0,355.496,0.528,0.518
0,355.496,0.526,0.518
0,355.498,0.524,0.518
0,355.522,0.526,0.518
0,355.522,0.526,0.516
0,355.525,0.526,0.514
0,355.55,0.528,0.514
0,355.556,0.526,0.514
0,355.572,0.528,0.514
0,355.573,0.526,0.514
0,355.579,0.526,0.516
0,355.579,0.524,0.516
0,355.582,0.524,0.518
0,355.589,0.526,0.518
0,355.627,0.528,0.518
0,355.647,0.526,0.518
0,355.648,0.526,0.52
0,355.649,0.526,0.522
0,355.657,0.528,0.522
0,355.66,0.528,0.524
0,355.672,0.528,0.522
0,355.677,0.526,0.522
0,355.681,0.528,0.522
0,355.694,0.528,0.52
0,355.702,0.528,0.522
0,355.704,0.528,0.524
0,355.708,0.526,0.524
0,355.721,0.526,0.526
0,355.736,0.526,0.528
0,355.74,0.526,0.53
0,355.75,0.526,0.528
0,355.763,0.528,0.528
0,355.771,0.528,0.53
0,355.777,0.53,0.53
0,355.79,0.53,0.528
0,355.793,0.528,0.528
0,355.799,0.528,0.53
0,355.81,0.526,0.53
0,355.821,0.528,0.53
0,355.821,0.528,0.528
0,355.823,0.528,0.526
0,355.823,0.528,0.528
0,355.824,0.526,0.528
0,355.827,0.526,0.53
0,355.835,0.524,0.53
0,355.845,0.522,0.53
0,355.846,0.522,0.528
0,355.853,0.522,0.526
0,355.856,0.52,0.526
0,355.866,0.52,0.528
0,355.877,0.52,0.526
0,355.901,0.52,0.524
0,355.902,0.522,0.524
0,355.903,0.524,0.524
0,355.909,0.524,0.526
0,355.922,0.522,0.526
0,355.936,0.52,0.526
0,355.962,0.52,0.524
0,355.965,0.52,0.522
0,355.967,0.518,0.522
0,355.981,0.516,0.522
0,355.987,0.518,0.522
0,356.005,0.516,0.522
0,356.009,0.516,0.52
0,356.015,0.514,0.52
0,356.017,0.516,0.52
0,356.018,0.518,0.52
0,356.024,0.518,0.518
0,356.025,0.518,0.52
0,356.034,0.518,0.518
0,356.037,0.516,0.518
0,356.066,0.516,0.52
0,356.066,0.518,0.52
0,356.074,0.516,0.52
0,356.076,0.514,0.52
0,356.078,0.514,0.522
0,356.08,0.512,0.522
0,356.124,0.514,0.522
0,356.124,0.516,0.522
0,356.132,0.514,0.522
0,356.139,0.514,0.52
0,356.151,0.514,0.522
0,356.166,0.512,0.522
0,356.19,0.51,0.522
0,356.203,0.51,0.524
0,356.203,0.51,0.526
0,356.204,0.512,0.526
0,356.21,0.514,0.526
0,356.214,0.512,0.526
0,356.222,0.512,0.528
0,356.226,0.51,0.528
0,356.234,0.51,0.53
0,356.235,0.51,0.528
0,356.247,0.512,0.528
0,356.254,0.514,0.528
0,356.264,0.516,0.528
0,356.265,0.516,0.526
0,356.265,0.514,0.526
0,356.269,0.512,0.526
0,356.275,0.514,0.526
0,356.287,0.514,0.528
0,356.306,0.512,0.528
0,356.317,0.512,0.526
0,356.33,0.512,0.524
0,356.333,0.514,0.524
0,356.333,0.514,0.522
0,356.339,0.514,0.524
0,356.341,0.514,0.526
0,356.354,0.514,0.524
0,356.369,0.514,0.522
0,356.376,0.514,0.524
0,356.386,0.514,0.526
0,356.389,0.514,0.524
0,356.406,0.512,0.524
0,356.425,0.512,0.522
0,356.436,0.51,0.522
0,356.437,0.512,0.522
0,356.441,0.514,0.522
0,356.456,0.512,0.522
0,356.457,0.512,0.524
0,356.489,0.51,0.524
0,356.514,0.51,0.522
0,356.529,0.508,0.522
0,356.551,0.508,0.52
0,356.586,0.508,0.522
0,356.587,0.51,0.522
0,356.603,0.508,0.522
0,356.604,0.51,0.522
0,356.61,0.508,0.522
0,356.615,0.51,0.522
0,356.617,0.508,0.522
0,356.625,0.51,0.522
0,356.641,0.51,0.52
0,356.652,0.51,0.518
0,356.662,0.51,0.52
0,356.676,0.512,0.52
0,356.692,0.512,0.518
0,356.7,0.514,0.518
0,356.709,0.514,0.516
0,356.713,0.514,0.514
0,356.755,0.514,0.512
0,356.761,0.516,0.512
0,356.766,0.514,0.512
0,356.78,0.514,0.51
0,356.781,0.514,0.512
0,356.797,0.512,0.512
0,356.807,0.512,0.51
0,356.809,0.51,0.51
0,356.819,0.51,0.512
0,356.839,0.512,0.512
0,356.844,0.512,0.51
0,356.846,0.51,0.51
0,356.868,0.51,0.512
0,356.873,0.51,0.51
0,356.876,0.512,0.51
0,356.884,0.514,0.51
0,356.888,0.512,0.51
0,356.909,0.512,0.512
0,356.938,0.514,0.512
0,356.939,0.514,0.514
0,356.942,0.514,0.516
0,356.96,0.512,0.516
0,356.977,0.51,0.516
0,356.982,0.508,0.516
0,356.985,0.51,0.516
0,356.991,0.51,0.514
0,356.996,0.512,0.514
0,357.004,0.51,0.514
0,357.056,0.51,0.516
0,357.058,0.512,0.516
0,357.08,0.512,0.514
0,357.088,0.512,0.512
0,357.093,0.512,0.51
0,357.136,0.51,0.51
0,357.142,0.508,0.51
0,357.173,0.508,0.512
0,357.175,0.51,0.512
0,357.184,0.51,0.514
0,357.217,0.51,0.516
0,357.241,0.51,0.514
0,357.25,0.51,0.516
0,357.252,0.51,0.518
0,357.257,0.51,0.52
0,357.271,0.508,0.52
0,357.284,0.508,0.518
0,357.298,0.508,0.516
0,357.306,0.508,0.518
0,357.322,0.508,0.52
0,357.326,0.508,0.522
0,357.351,0.508,0.52
0,357.351,0.508,0.518
0,357.37,0.51,0.518
0,357.374,0.51,0.52
0,357.389,0.51,0.522
0,357.392,0.51,0.524
0,357.394,0.51,0.522
0,357.41,0.51,0.524
0,357.421,0.51,0.526
0,357.424,0.51,0.528
0,357.434,0.512,0.528
0,357.438,0.514,0.528
0,357.452,0.514,0.53
0,357.456,0.514,0.528
0,357.476,0.514,0.526
0,357.477,0.514,0.528
0,357.478,0.512,0.528
0,357.489,0.512,0.526
0,357.528,0.51,0.526
0,357.53,0.508,0.526
0,357.534,0.508,0.524
0,357.556,0.51,0.524
0,357.557,0.51,0.522
0,357.583,0.512,0.522
0,357.583,0.512,0.524
0,357.596,0.514,0.524
0,357.605,0.516,0.524
0,357.609,0.514,0.524
0,357.627,0.512,0.524
0,357.63,0.51,0.524
0,357.643,0.512,0.524
0,357.643,0.512,0.526
0,357.645,0.512,0.524
0,357.647,0.514,0.524
0,357.65,0.514,0.522
0,357.664,0.514,0.524
0,357.678,0.512,0.524
0,357.681,0.512,0.526
0,357.687,0.51,0.526
0,357.688,0.512,0.526
0,357.694,0.512,0.524
0,357.701,0.514,0.524
0,357.71,0.514,0.522
0,357.722,0.514,0.524
0,357.724,0.516,0.524
0,357.749,0.516,0.526
0,357.755,0.516,0.528
0,357.756,0.514,0.528
0,357.763,0.516,0.528
0,357.763,0.516,0.526
0,357.763,0.516,0.528
0,357.782,0.514,0.528
0,357.789,0.514,0.53
0,357.812,0.514,0.532
0,357.816,0.512,0.532
0,357.822,0.514,0.532
0,357.834,0.512,0.532
0,357.852,0.512,0.53
0,357.857,0.512,0.528
0,357.859,0.512,0.526
0,357.861,0.514,0.526
0,357.899,0.512,0.526
0,357.9,0.512,0.528
0,357.901,0.514,0.528
0,357.936,0.512,0.528
0,357.949,0.512,0.526
0,357.954,0.512,0.524
0,357.958,0.514,0.524
0,357.96,0.512,0.524
0,357.987,0.514,0.524
0,358.019,0.514,0.522
0,358.025,0.516,0.522
0,358.029,0.516,0.524
0,358.054,0.516,0.526
0,358.06,0.516,0.524
0,358.064,0.516,0.522
0,358.07,0.514,0.522
0,358.074,0.514,0.52
0,358.077,0.514,0.522
0,358.087,0.516,0.522
0,358.095,0.518,0.522
0,358.101,0.518,0.524
0,358.107,0.518,0.526
0,358.132,0.52,0.526
0,358.133,0.518,0.526
0,358.136,0.518,0.528
0,358.147,0.516,0.528
0,358.154,0.514,0.528
0,358.155,0.514,0.526
0,358.17,0.514,0.528
0,358.18,0.514,0.53
0,358.196,0.516,0.53
0,358.201,0.516,0.528
0,358.206,0.516,0.53
0,358.22,0.514,0.53
0,358.235,0.516,0.53
0,358.244,0.514,0.53
0,358.248,0.514,0.528
0,358.25,0.512,0.528
0,358.251,0.51,0.528
0,358.283,0.512,0.528
0,358.287,0.51,0.528
0,358.3,0.51,0.53
0,358.307,0.51,0.528
0,358.313,0.508,0.528
0,358.317,0.506,0.528
0,358.32,0.508,0.528
0,358.329,0.506,0.528
0,358.33,0.508,0.528
0,358.333,0.51,0.528
0,358.341,0.508,0.528
0,358.35,0.51,0.528
0,358.372,0.512,0.528
