Temps,A,B,C,AB,ABA,ABAB,ABC,ABCB,CB,CBC,CBCB
21.2,0.590753,0.665426,1.40449,0.392025,0.231925,0.15515,0.0293719,0.019063,0.052135,0.0510824,0.017486
21.3,0.590784,0.663795,1.40182,0.39182,0.23195,0.154904,0.029673,0.0192472,0.0527337,0.051642,0.0176583
21.4,0.590829,0.662167,1.39915,0.391609,0.231973,0.154656,0.0299763,0.0194321,0.0533362,0.0522041,0.0178312
21.5,0.590886,0.660542,1.39646,0.391392,0.231994,0.154404,0.0302816,0.0196177,0.0539424,0.0527685,0.0180047
21.6,0.590955,0.65892,1.39376,0.391168,0.232014,0.154149,0.030589,0.0198041,0.0545524,0.0533353,0.0181788
21.7,0.591038,0.657301,1.39105,0.390938,0.232032,0.153892,0.0308986,0.0199911,0.0551661,0.0539044,0.0183535
21.8,0.591132,0.655684,1.38833,0.390702,0.232048,0.153631,0.0312103,0.0201788,0.0557835,0.0544758,0.0185287
21.9,0.591238,0.654071,1.38559,0.39046,0.232063,0.153368,0.0315242,0.0203673,0.0564045,0.0550494,0.0187045
22,0.591355,0.652459,1.38284,0.390211,0.232076,0.153102,0.0318403,0.0205564,0.0570292,0.0556253,0.0188807
22.1,0.591484,0.65085,1.38008,0.389957,0.232088,0.152834,0.0321585,0.0207462,0.0576576,0.0562032,0.0190575
22.2,0.591624,0.649243,1.37731,0.389698,0.232099,0.152562,0.0324789,0.0209366,0.0582896,0.0567833,0.0192348
22.3,0.591774,0.647639,1.37453,0.389432,0.232108,0.152289,0.0328015,0.0211278,0.0589251,0.0573655,0.0194125
22.4,0.591936,0.646036,1.37173,0.389162,0.232115,0.152012,0.0331263,0.0213195,0.0595643,0.0579497,0.0195907
22.5,0.592107,0.644435,1.36893,0.388885,0.232122,0.151734,0.0334534,0.0215119,0.0602069,0.0585358,0.0197694
22.6,0.592289,0.642837,1.36611,0.388604,0.232126,0.151452,0.0337826,0.0217049,0.0608531,0.0591239,0.0199485
22.7,0.592481,0.641239,1.36328,0.388317,0.23213,0.151169,0.0341141,0.0218985,0.0615027,0.0597139,0.020128
22.8,0.592682,0.639644,1.36044,0.388025,0.232132,0.150883,0.0344479,0.0220927,0.0621558,0.0603057,0.020308
22.9,0.592893,0.63805,1.35759,0.387728,0.232132,0.150595,0.0347839,0.0222875,0.0628123,0.0608993,0.0204883
23,0.593114,0.636458,1.35474,0.387427,0.232132,0.150304,0.0351221,0.0224828,0.0634722,0.0614947,0.020669
23.1,0.593343,0.634867,1.35187,0.38712,0.23213,0.150011,0.0354626,0.0226787,0.0641354,0.0620917,0.02085
23.2,0.593582,0.633278,1.34899,0.386809,0.232126,0.149716,0.0358054,0.0228752,0.064802,0.0626904,0.0210315
23.3,0.593829,0.63169,1.3461,0.386492,0.232122,0.149419,0.0361505,0.0230722,0.0654719,0.0632907,0.0212132
23.4,0.594085,0.630103,1.3432,0.386172,0.232116,0.14912,0.0364978,0.0232698,0.066145,0.0638925,0.0213953
23.5,0.59435,0.628518,1.34029,0.385847,0.232108,0.148818,0.0368475,0.0234678,0.0668213,0.0644958,0.0215776
23.6,0.594623,0.626934,1.33737,0.385517,0.2321,0.148515,0.0371994,0.0236663,0.0675008,0.0651005,0.0217603
23.7,0.594903,0.625352,1.33444,0.385183,0.23209,0.14821,0.0375536,0.0238654,0.0681835,0.0657066,0.0219432
23.8,0.595192,0.62377,1.3315,0.384844,0.232079,0.147902,0.0379102,0.0240649,0.0688693,0.0663141,0.0221263
23.9,0.595489,0.62219,1.32856,0.384502,0.232067,0.147593,0.038269,0.0242649,0.0695581,0.0669228,0.0223098
24,0.595793,0.620612,1.3256,0.384155,0.232053,0.147282,0.0386302,0.0244653,0.07025,0.0675327,0.0224934
24.1,0.596105,0.619034,1.32264,0.383805,0.232039,0.146969,0.0389937,0.0246661,0.0709449,0.0681438,0.0226772
24.2,0.596424,0.617458,1.31967,0.38345,0.232023,0.146654,0.0393595,0.0248674,0.0716427,0.068756,0.0228613
24.3,0.59675,0.615883,1.31669,0.383091,0.232005,0.146338,0.0397276,0.025069,0.0723434,0.0693692,0.0230455
24.4,0.597084,0.614309,1.3137,0.382729,0.231987,0.146019,0.040098,0.0252711,0.073047,0.0699834,0.0232298
24.5,0.597424,0.612737,1.31071,0.382362,0.231967,0.145699,0.0404708,0.0254735,0.0737535,0.0705986,0.0234144
24.6,0.597771,0.611166,1.3077,0.381992,0.231946,0.145378,0.0408459,0.0256763,0.0744627,0.0712146,0.023599
24.7,0.598125,0.609596,1.3047,0.381618,0.231924,0.145054,0.0412233,0.0258794,0.0751746,0.0718314,0.0237838
24.8,0.598485,0.608028,1.30168,0.381241,0.231901,0.144729,0.041603,0.0260828,0.0758892,0.072449,0.0239686
24.9,0.598852,0.606461,1.29866,0.38086,0.231877,0.144403,0.041985,0.0262866,0.0766065,0.0730673,0.0241536
25,0.599225,0.604896,1.29563,0.380476,0.231851,0.144075,0.0423694,0.0264907,0.0773263,0.0736862,0.0243386
25.1,0.599604,0.603332,1.29259,0.380088,0.231824,0.143746,0.0427561,0.026695,0.0780487,0.0743057,0.0245236
25.2,0.599989,0.601769,1.28955,0.379697,0.231796,0.143415,0.0431451,0.0268996,0.0787736,0.0749257,0.0247087
25.3,0.60038,0.600208,1.2865,0.379303,0.231767,0.143083,0.0435364,0.0271045,0.0795009,0.0755462,0.0248938
25.4,0.600777,0.598649,1.28344,0.378905,0.231736,0.142749,0.04393,0.0273096,0.0802306,0.076167,0.025079
25.5,0.60118,0.597091,1.28038,0.378505,0.231705,0.142414,0.0443259,0.0275149,0.0809627,0.0767882,0.0252641
25.6,0.601588,0.595535,1.27732,0.378101,0.231672,0.142078,0.0447241,0.0277204,0.081697,0.0774096,0.0254492
25.7,0.602002,0.593981,1.27425,0.377694,0.231638,0.14174,0.0451247,0.0279261,0.0824336,0.0780312,0.0256342
25.8,0.602421,0.592428,1.27118,0.377284,0.231603,0.141402,0.0455274,0.0281319,0.0831724,0.078653,0.0258192
25.9,0.602845,0.590877,1.2681,0.376871,0.231567,0.141062,0.0459325,0.0283379,0.0839133,0.0792748,0.0260041
26,0.603275,0.589329,1.26501,0.376455,0.231529,0.140721,0.0463399,0.0285441,0.0846563,0.0798966,0.026189
26.1,0.603709,0.587782,1.26193,0.376037,0.23149,0.140378,0.0467495,0.0287503,0.0854013,0.0805184,0.0263737
26.2,0.604149,0.586237,1.25883,0.375616,0.231451,0.140035,0.0471614,0.0289567,0.0861483,0.0811401,0.0265583
26.3,0.604593,0.584695,1.25574,0.375192,0.23141,0.139691,0.0475755,0.0291631,0.0868972,0.0817616,0.0267428
26.4,0.605042,0.583154,1.25264,0.374765,0.231367,0.139345,0.0479918,0.0293696,0.0876479,0.0823829,0.0269272
26.5,0.605496,0.581616,1.24954,0.374336,0.231324,0.138999,0.0484104,0.0295762,0.0884004,0.0830039,0.0271114
26.6,0.605954,0.580081,1.24643,0.373904,0.231279,0.138652,0.0488312,0.0297828,0.0891547,0.0836244,0.0272954
26.7,0.606417,0.578547,1.24333,0.373469,0.231234,0.138304,0.0492542,0.0299894,0.0899106,0.0842446,0.0274793
26.8,0.606884,0.577016,1.24022,0.373033,0.231187,0.137955,0.0496794,0.030196,0.0906682,0.0848643,0.0276629
26.9,0.607355,0.575488,1.23711,0.372593,0.231139,0.137605,0.0501068,0.0304026,0.0914273,0.0854834,0.0278463
27,0.607831,0.573962,1.23399,0.372152,0.23109,0.137254,0.0505364,0.0306091,0.0921879,0.0861019,0.0280295
27.1,0.60831,0.572439,1.23088,0.371708,0.231039,0.136902,0.0509681,0.0308156,0.09295,0.0867196,0.0282125
27.2,0.608794,0.570919,1.22776,0.371262,0.230988,0.13655,0.0514019,0.031022,0.0937134,0.0873367,0.0283952
27.3,0.609282,0.569402,1.22464,0.370814,0.230935,0.136197,0.0518379,0.0312283,0.0944782,0.0879529,0.0285776
27.4,0.609773,0.567888,1.22152,0.370363,0.230881,0.135844,0.052276,0.0314345,0.0952442,0.0885683,0.0287597
27.5,0.610268,0.566376,1.2184,0.369911,0.230826,0.135489,0.0527162,0.0316406,0.0960114,0.0891827,0.0289416
27.6,0.610767,0.564868,1.21528,0.369456,0.23077,0.135134,0.0531585,0.0318465,0.0967797,0.0897961,0.0291231
27.7,0.61127,0.563363,1.21216,0.369,0.230712,0.134779,0.0536028,0.0320523,0.0975491,0.0904085,0.0293044
27.8,0.611776,0.561862,1.20904,0.368541,0.230654,0.134423,0.0540491,0.0322579,0.0983195,0.0910197,0.0294853
27.9,0.612285,0.560363,1.20592,0.368081,0.230594,0.134067,0.0544975,0.0324633,0.0990909,0.0916298,0.0296658
28,0.612798,0.558868,1.2028,0.367619,0.230533,0.13371,0.0549479,0.0326684,0.0998631,0.0922386,0.029846
28.1,0.613314,0.557377,1.19969,0.367155,0.230471,0.133352,0.0554003,0.0328734,0.100636,0.0928461,0.0300258
28.2,0.613833,0.55589,1.19657,0.366689,0.230407,0.132994,0.0558547,0.0330781,0.10141,0.0934523,0.0302053
28.3,0.614355,0.554406,1.19345,0.366222,0.230343,0.132636,0.056311,0.0332825,0.102184,0.094057,0.0303843
28.4,0.614881,0.552926,1.19034,0.365753,0.230277,0.132278,0.0567692,0.0334867,0.10296,0.0946602,0.0305629
28.5,0.615409,0.55145,1.18722,0.365282,0.230211,0.131919,0.0572293,0.0336905,0.103735,0.0952619,0.0307412
28.6,0.61594,0.549977,1.18411,0.36481,0.230143,0.13156,0.0576913,0.0338941,0.104511,0.095862,0.0309189
28.7,0.616474,0.548509,1.18101,0.364336,0.230074,0.131201,0.0581552,0.0340973,0.105288,0.0964604,0.0310963
28.8,0.617011,0.547045,1.1779,0.363861,0.230003,0.130841,0.0586209,0.0343001,0.106065,0.0970571,0.0312732
28.9,0.61755,0.545586,1.1748,0.363384,0.229932,0.130481,0.0590884,0.0345026,0.106842,0.097652,0.0314496
29,0.618092,0.544131,1.1717,0.362906,0.229859,0.130122,0.0595577,0.0347047,0.10762,0.0982451,0.0316256
29.1,0.618637,0.54268,1.1686,0.362427,0.229785,0.129762,0.0600287,0.0349064,0.108397,0.0988363,0.0318011
29.2,0.619183,0.541233,1.1655,0.361946,0.229711,0.129402,0.0605015,0.0351076,0.109175,0.0994256,0.0319761
29.3,0.619733,0.539792,1.16241,0.361464,0.229635,0.129041,0.060976,0.0353085,0.109953,0.100013,0.0321506
29.4,0.620284,0.538354,1.15933,0.360981,0.229557,0.128681,0.0614522,0.0355089,0.110731,0.100598,0.0323246
29.5,0.620838,0.536922,1.15625,0.360497,0.229479,0.128321,0.06193,0.0357088,0.111509,0.101181,0.0324981
29.6,0.621394,0.535495,1.15317,0.360012,0.2294,0.127961,0.0624095,0.0359082,0.112286,0.101762,0.032671
29.7,0.621952,0.534072,1.1501,0.359526,0.229319,0.127601,0.0628905,0.0361072,0.113063,0.102341,0.0328434
29.8,0.622511,0.532655,1.14703,0.359039,0.229237,0.127242,0.0633732,0.0363056,0.11384,0.102917,0.0330152
29.9,0.623073,0.531242,1.14397,0.35855,0.229154,0.126882,0.0638573,0.0365035,0.114617,0.103492,0.0331865
30,0.623637,0.529835,1.14091,0.358061,0.22907,0.126522,0.064343,0.0367008,0.115394,0.104064,0.0333572
30.1,0.624203,0.528433,1.13786,0.357571,0.228985,0.126163,0.0648302,0.0368976,0.116169,0.104633,0.0335274
30.2,0.62477,0.527036,1.13481,0.357081,0.228899,0.125804,0.0653188,0.0370938,0.116945,0.1052,0.0336969
30.3,0.625339,0.525645,1.13177,0.356589,0.228811,0.125445,0.0658089,0.0372895,0.117719,0.105764,0.0338659
30.4,0.625909,0.524259,1.12873,0.356097,0.228723,0.125087,0.0663003,0.0374845,0.118493,0.106326,0.0340343
30.5,0.626481,0.522879,1.12571,0.355604,0.228633,0.124729,0.0667931,0.0376789,0.119267,0.106886,0.034202
30.6,0.627055,0.521504,1.12268,0.35511,0.228543,0.124371,0.0672872,0.0378727,0.120039,0.107442,0.0343692
30.7,0.62763,0.520136,1.11967,0.354616,0.228451,0.124013,0.0677826,0.0380658,0.120811,0.107996,0.0345357
30.8,0.628206,0.518773,1.11666,0.354121,0.228358,0.123656,0.0682793,0.0382583,0.121582,0.108548,0.0347016
30.9,0.628783,0.517415,1.11366,0.353626,0.228264,0.1233,0.0687772,0.0384501,0.122352,0.109096,0.0348669
31,0.629362,0.516064,1.11067,0.353131,0.228169,0.122943,0.0692763,0.0386412,0.12312,0.109642,0.0350315
31.1,0.629942,0.514719,1.10768,0.352634,0.228073,0.122588,0.0697765,0.0388316,0.123888,0.110185,0.0351955
31.2,0.630523,0.51338,1.10471,0.352138,0.227975,0.122233,0.0702779,0.0390213,0.124655,0.110725,0.0353588
31.3,0.631104,0.512046,1.10174,0.351641,0.227877,0.121878,0.0707804,0.0392102,0.12542,0.111262,0.0355214
31.4,0.631687,0.51072,1.09878,0.351144,0.227778,0.121524,0.0712839,0.0393984,0.126184,0.111796,0.0356834
31.5,0.632271,0.509399,1.09582,0.350647,0.227677,0.121171,0.0717885,0.0395859,0.126947,0.112327,0.0358447
31.6,0.632856,0.508085,1.09288,0.350149,0.227576,0.120818,0.072294,0.0397726,0.127708,0.112856,0.0360053
31.7,0.633441,0.506777,1.08994,0.349651,0.227473,0.120466,0.0728005,0.0399586,0.128468,0.113381,0.0361653
31.8,0.634027,0.505475,1.08702,0.349154,0.22737,0.120114,0.0733079,0.0401437,0.129226,0.113903,0.0363245
31.9,0.634613,0.50418,1.0841,0.348656,0.227265,0.119764,0.0738162,0.0403281,0.129983,0.114422,0.0364831
32,0.635201,0.502891,1.08119,0.348158,0.22716,0.119414,0.0743253,0.0405116,0.130738,0.114937,0.0366409
32.1,0.635788,0.50161,1.07829,0.34766,0.227053,0.119064,0.0748352,0.0406943,0.131492,0.11545,0.0367981
32.2,0.636377,0.500334,1.07541,0.347162,0.226946,0.118716,0.0753459,0.0408762,0.132244,0.115959,0.0369545
32.3,0.636965,0.499066,1.07253,0.346664,0.226837,0.118368,0.0758573,0.0410573,0.132994,0.116465,0.0371102
32.4,0.637554,0.497804,1.06966,0.346166,0.226728,0.118021,0.0763694,0.0412375,0.133742,0.116968,0.0372652
32.5,0.638143,0.496549,1.0668,0.345668,0.226617,0.117676,0.0768822,0.0414168,0.134488,0.117467,0.0374195
32.6,0.638733,0.495301,1.06395,0.345171,0.226506,0.11733,0.0773956,0.0415953,0.135233,0.117964,0.037573
32.7,0.639322,0.49406,1.06111,0.344674,0.226394,0.116986,0.0779095,0.0417729,0.135975,0.118456,0.0377258
32.8,0.639912,0.492825,1.05828,0.344177,0.22628,0.116643,0.078424,0.0419496,0.136716,0.118946,0.0378779
32.9,0.640502,0.491598,1.05547,0.343681,0.226166,0.116301,0.0789391,0.0421254,0.137454,0.119432,0.0380292
33,0.641091,0.490378,1.05266,0.343184,0.226051,0.115959,0.0794545,0.0423003,0.13819,0.119915,0.0381798
33.1,0.641681,0.489165,1.04987,0.342689,0.225935,0.115619,0.0799704,0.0424743,0.138924,0.120394,0.0383297
33.2,0.642271,0.487959,1.04708,0.342193,0.225818,0.11528,0.0804867,0.0426474,0.139656,0.12087,0.0384787
33.3,0.64286,0.48676,1.04431,0.341698,0.2257,0.114941,0.0810033,0.0428195,0.140385,0.121342,0.0386271
33.4,0.643449,0.485568,1.04155,0.341204,0.225582,0.114604,0.0815203,0.0429907,0.141113,0.121811,0.0387747
33.5,0.644038,0.484383,1.0388,0.34071,0.225462,0.114268,0.0820375,0.043161,0.141837,0.122276,0.0389215
33.6,0.644627,0.483206,1.03606,0.340217,0.225342,0.113933,0.0825549,0.0433303,0.14256,0.122738,0.0390675
33.7,0.645215,0.482036,1.03334,0.339724,0.225221,0.113599,0.0830726,0.0434987,0.14328,0.123196,0.0392128
33.8,0.645803,0.480873,1.03062,0.339232,0.225098,0.113266,0.0835904,0.043666,0.143997,0.123651,0.0393574
33.9,0.64639,0.479717,1.02792,0.33874,0.224976,0.112934,0.0841083,0.0438325,0.144712,0.124102,0.0395011
34,0.646977,0.478569,1.02523,0.33825,0.224852,0.112604,0.0846263,0.0439979,0.145424,0.12455,0.0396441
34.1,0.647563,0.477428,1.02255,0.33776,0.224727,0.112274,0.0851443,0.0441624,0.146134,0.124994,0.0397863
34.2,0.648149,0.476295,1.01989,0.337271,0.224602,0.111946,0.0856623,0.0443258,0.146841,0.125434,0.0399277
34.3,0.648734,0.475169,1.01724,0.336782,0.224476,0.111619,0.0861803,0.0444883,0.147546,0.125871,0.0400684
34.4,0.649318,0.47405,1.0146,0.336295,0.22435,0.111293,0.0866982,0.0446498,0.148247,0.126304,0.0402083
34.5,0.649901,0.472939,1.01197,0.335808,0.224222,0.110969,0.087216,0.0448103,0.148946,0.126734,0.0403474
34.6,0.650484,0.471835,1.00935,0.335322,0.224094,0.110646,0.0877337,0.0449697,0.149642,0.12716,0.0404857
34.7,0.651066,0.470739,1.00675,0.334838,0.223965,0.110324,0.0882511,0.0451282,0.150335,0.127582,0.0406232
34.8,0.651646,0.46965,1.00416,0.334354,0.223835,0.110003,0.0887684,0.0452857,0.151025,0.128001,0.04076
34.9,0.652226,0.468569,1.00159,0.333871,0.223705,0.109684,0.0892853,0.0454421,0.151713,0.128416,0.0408959
35,0.652805,0.467495,0.999026,0.333389,0.223574,0.109366,0.089802,0.0455975,0.152397,0.128828,0.0410311
35.1,0.653383,0.466428,0.996476,0.332909,0.223442,0.109049,0.0903183,0.0457519,0.153078,0.129235,0.0411655
35.2,0.65396,0.46537,0.99394,0.332429,0.22331,0.108734,0.0908342,0.0459052,0.153757,0.12964,0.0412991
35.3,0.654535,0.464318,0.991418,0.331951,0.223177,0.10842,0.0913497,0.0460575,0.154432,0.13004,0.0414319
35.4,0.655109,0.463274,0.988908,0.331473,0.223044,0.108108,0.0918648,0.0462088,0.155104,0.130437,0.0415639
35.5,0.655682,0.462238,0.986413,0.330997,0.22291,0.107796,0.0923793,0.0463591,0.155774,0.130831,0.0416952
35.6,0.656254,0.461209,0.98393,0.330522,0.222775,0.107487,0.0928933,0.0465083,0.15644,0.131221,0.0418256
35.7,0.656825,0.460188,0.981462,0.330049,0.22264,0.107178,0.0934068,0.0466565,0.157102,0.131607,0.0419553
35.8,0.657394,0.459175,0.979007,0.329576,0.222504,0.106872,0.0939196,0.0468036,0.157762,0.131989,0.0420841
35.9,0.657962,0.458168,0.976566,0.329105,0.222367,0.106566,0.0944319,0.0469497,0.158419,0.132368,0.0422122
36,0.658528,0.45717,0.974138,0.328635,0.22223,0.106262,0.0949434,0.0470948,0.159072,0.132743,0.0423395
36.1,0.659093,0.456179,0.971724,0.328167,0.222093,0.10596,0.0954542,0.0472388,0.159722,0.133115,0.042466
36.2,0.659656,0.455195,0.969325,0.3277,0.221955,0.105659,0.0959643,0.0473817,0.160368,0.133483,0.0425916
36.3,0.660218,0.454219,0.966939,0.327234,0.221817,0.105359,0.0964736,0.0475236,0.161012,0.133848,0.0427166
36.4,0.660778,0.45325,0.964567,0.32677,0.221678,0.105061,0.0969821,0.0476645,0.161652,0.134209,0.0428407
36.5,0.661337,0.452289,0.962209,0.326307,0.221538,0.104765,0.0974897,0.0478043,0.162288,0.134566,0.042964
36.6,0.661894,0.451335,0.959865,0.325846,0.221399,0.104469,0.0979965,0.0479431,0.162922,0.13492,0.0430865
36.7,0.662449,0.450389,0.957535,0.325386,0.221258,0.104176,0.0985023,0.0480808,0.163552,0.13527,0.0432083
36.8,0.663003,0.44945,0.955219,0.324928,0.221118,0.103884,0.0990072,0.0482175,0.164178,0.135617,0.0433292
36.9,0.663555,0.448518,0.952917,0.324471,0.220977,0.103593,0.0995111,0.0483531,0.164801,0.13596,0.0434494
37,0.664105,0.447594,0.950629,0.324016,0.220835,0.103304,0.100014,0.0484877,0.165421,0.1363,0.0435688
37.1,0.664653,0.446677,0.948356,0.323562,0.220694,0.103017,0.100516,0.0486213,0.166037,0.136636,0.0436874
37.2,0.665199,0.445768,0.946096,0.32311,0.220551,0.102731,0.101017,0.0487538,0.16665,0.136969,0.0438052
37.3,0.665744,0.444866,0.943851,0.322659,0.220409,0.102447,0.101516,0.0488852,0.167259,0.137298,0.0439222
37.4,0.666286,0.443971,0.94162,0.32221,0.220266,0.102164,0.102015,0.0490156,0.167864,0.137624,0.0440385
37.5,0.666827,0.443084,0.939403,0.321763,0.220123,0.101883,0.102512,0.049145,0.168467,0.137946,0.0441539
37.6,0.667365,0.442204,0.937201,0.321318,0.21998,0.101604,0.103008,0.0492734,0.169065,0.138265,0.0442686
37.7,0.667902,0.441331,0.935012,0.320874,0.219836,0.101326,0.103503,0.0494007,0.16966,0.138581,0.0443825
37.8,0.668436,0.440466,0.932838,0.320432,0.219692,0.101049,0.103996,0.0495269,0.170252,0.138893,0.0444956
37.9,0.668969,0.439607,0.930678,0.319992,0.219548,0.100774,0.104489,0.0496522,0.17084,0.139201,0.044608
38,0.669499,0.438756,0.928532,0.319553,0.219403,0.100501,0.10498,0.0497764,0.171424,0.139507,0.0447196
38.1,0.670028,0.437912,0.926401,0.319116,0.219259,0.10023,0.105469,0.0498996,0.172005,0.139809,0.0448304
38.2,0.670554,0.437075,0.924283,0.318681,0.219114,0.0999595,0.105958,0.0500218,0.172582,0.140107,0.0449404
38.3,0.671078,0.436245,0.92218,0.318248,0.218969,0.0996911,0.106444,0.0501429,0.173156,0.140403,0.0450496
38.4,0.671599,0.435423,0.920091,0.317816,0.218823,0.0994243,0.10693,0.050263,0.173726,0.140695,0.0451581
38.5,0.672119,0.434607,0.918016,0.317387,0.218678,0.0991591,0.107414,0.0503822,0.174292,0.140984,0.0452658
38.6,0.672636,0.433798,0.915956,0.316959,0.218532,0.0988955,0.107896,0.0505003,0.174855,0.141269,0.0453728
38.7,0.673151,0.432997,0.913909,0.316533,0.218387,0.0986335,0.108377,0.0506174,0.175414,0.141552,0.045479
38.8,0.673664,0.432202,0.911877,0.316109,0.218241,0.0983731,0.108856,0.0507335,0.17597,0.141831,0.0455844
38.9,0.674174,0.431414,0.909859,0.315687,0.218095,0.0981144,0.109334,0.0508485,0.176522,0.142107,0.0456891
39,0.674683,0.430633,0.907855,0.315267,0.217949,0.0978572,0.10981,0.0509626,0.17707,0.142379,0.045793
39.1,0.675188,0.429859,0.905864,0.314848,0.217803,0.0976017,0.110285,0.0510757,0.177615,0.142649,0.0458962
39.2,0.675692,0.429092,0.903888,0.314432,0.217657,0.0973478,0.110758,0.0511879,0.178156,0.142916,0.0459986
39.3,0.676193,0.428331,0.901926,0.314017,0.21751,0.0970955,0.111229,0.051299,0.178693,0.143179,0.0461002
39.4,0.676691,0.427578,0.899978,0.313605,0.217364,0.0968449,0.111698,0.0514091,0.179227,0.143439,0.0462011
39.5,0.677187,0.426831,0.898044,0.313194,0.217218,0.0965958,0.112166,0.0515183,0.179757,0.143696,0.0463013
39.6,0.677681,0.42609,0.896124,0.312786,0.217071,0.0963484,0.112632,0.0516265,0.180284,0.143951,0.0464007
39.7,0.678172,0.425357,0.894218,0.312379,0.216925,0.0961026,0.113097,0.0517337,0.180807,0.144202,0.0464994
39.8,0.678661,0.424629,0.892326,0.311974,0.216779,0.0958584,0.113559,0.05184,0.181326,0.14445,0.0465973
39.9,0.679147,0.423909,0.890447,0.311572,0.216633,0.0956158,0.11402,0.0519453,0.181842,0.144695,0.0466945
40,0.679631,0.423195,0.888582,0.311171,0.216486,0.0953748,0.114479,0.0520496,0.182354,0.144937,0.046791
40.1,0.680113,0.422487,0.886731,0.310772,0.21634,0.0951354,0.114936,0.052153,0.182862,0.145177,0.0468867
40.2,0.680591,0.421786,0.884894,0.310376,0.216194,0.0948977,0.115391,0.0522554,0.183367,0.145413,0.0469817
40.3,0.681067,0.421092,0.88307,0.309981,0.216048,0.0946615,0.115844,0.052357,0.183868,0.145647,0.0470759
40.4,0.681541,0.420404,0.88126,0.309588,0.215902,0.094427,0.116296,0.0524575,0.184365,0.145877,0.0471695
40.5,0.682012,0.419722,0.879464,0.309198,0.215756,0.094194,0.116745,0.0525572,0.184859,0.146105,0.0472623
40.6,0.68248,0.419046,0.877681,0.308809,0.21561,0.0939627,0.117193,0.0526559,0.18535,0.14633,0.0473544
40.7,0.682946,0.418377,0.875911,0.308423,0.215464,0.0937329,0.117639,0.0527537,0.185836,0.146553,0.0474458
40.8,0.683409,0.417713,0.874155,0.308039,0.215319,0.0935048,0.118082,0.0528505,0.186319,0.146772,0.0475365
40.9,0.68387,0.417056,0.872413,0.307656,0.215174,0.0932782,0.118524,0.0529465,0.186799,0.146989,0.0476264
41,0.684328,0.416406,0.870684,0.307276,0.215028,0.0930532,0.118964,0.0530416,0.187275,0.147203,0.0477157
41.1,0.684783,0.415761,0.868968,0.306898,0.214883,0.0928298,0.119401,0.0531357,0.187747,0.147414,0.0478042
41.2,0.685236,0.415122,0.867265,0.306522,0.214738,0.092608,0.119837,0.053229,0.188216,0.147623,0.0478921
41.3,0.685686,0.414489,0.865575,0.306148,0.214594,0.0923877,0.12027,0.0533213,0.188682,0.147829,0.0479792
41.4,0.686133,0.413863,0.863899,0.305776,0.214449,0.0921691,0.120702,0.0534128,0.189143,0.148032,0.0480656
41.5,0.686578,0.413242,0.862235,0.305406,0.214305,0.091952,0.121131,0.0535034,0.189602,0.148233,0.0481514
41.6,0.68702,0.412627,0.860585,0.305038,0.214161,0.0917364,0.121559,0.0535932,0.190057,0.148431,0.0482364
41.7,0.687459,0.412018,0.858948,0.304673,0.214017,0.0915224,0.121984,0.053682,0.190508,0.148627,0.0483208
