Temps,A,B
101.3,0.50002,0.50002
101.4,0.50002,0.50002
101.5,0.50002,0.50002
101.6,0.500019,0.500019
101.7,0.500019,0.500019
101.8,0.500019,0.500019
101.9,0.500019,0.500019
102,0.500019,0.500019
102.1,0.500018,0.500018
102.2,0.500018,0.500018
102.3,0.500018,0.500018
102.4,0.500018,0.500018
102.5,0.500018,0.500018
102.6,0.500018,0.500018
102.7,0.500017,0.500017
102.8,0.500017,0.500017
102.9,0.500017,0.500017
103,0.500017,0.500017
103.1,0.500017,0.500017
103.2,0.500016,0.500016
103.3,0.500016,0.500016
103.4,0.500016,0.500016
103.5,0.500016,0.500016
103.6,0.500016,0.500016
103.7,0.500016,0.500016
103.8,0.500016,0.500016
103.9,0.500015,0.500015
104,0.500015,0.500015
104.1,0.500015,0.500015
104.2,0.500015,0.500015
104.3,0.500015,0.500015
104.4,0.500015,0.500015
104.5,0.500014,0.500014
104.6,0.500014,0.500014
104.7,0.500014,0.500014
104.8,0.500014,0.500014
104.9,0.500014,0.500014
105,0.500014,0.500014
105.1,0.500014,0.500014
105.2,0.500013,0.500013
105.3,0.500013,0.500013
105.4,0.500013,0.500013
105.5,0.500013,0.500013
105.6,0.500013,0.500013
105.7,0.500013,0.500013
105.8,0.500013,0.500013
105.9,0.500013,0.500013
106,0.500012,0.500012
106.1,0.500012,0.500012
106.2,0.500012,0.500012
106.3,0.500012,0.500012
106.4,0.500012,0.500012
106.5,0.500012,0.500012
106.6,0.500012,0.500012
106.7,0.500012,0.500012
106.8,0.500012,0.500012
106.9,0.500011,0.500011
107,0.500011,0.500011
107.1,0.500011,0.500011
107.2,0.500011,0.500011
107.3,0.500011,0.500011
107.4,0.500011,0.500011
107.5,0.500011,0.500011
107.6,0.500011,0.500011
107.7,0.500011,0.500011
107.8,0.50001,0.50001
107.9,0.50001,0.50001
108,0.50001,0.50001
108.1,0.50001,0.50001
108.2,0.50001,0.50001
108.3,0.50001,0.50001
108.4,0.50001,0.50001
108.5,0.50001,0.50001
108.6,0.50001,0.50001
108.7,0.50001,0.50001
108.8,0.500009,0.500009
108.9,0.500009,0.500009
109,0.500009,0.500009
109.1,0.500009,0.500009
109.2,0.500009,0.500009
109.3,0.500009,0.500009
109.4,0.500009,0.500009
109.5,0.500009,0.500009
109.6,0.500009,0.500009
109.7,0.500009,0.500009
109.8,0.500009,0.500009
109.9,0.500008,0.500008
110,0.500008,0.500008
110.1,0.500008,0.500008
110.2,0.500008,0.500008
110.3,0.500008,0.500008
110.4,0.500008,0.500008
110.5,0.500008,0.500008
110.6,0.500008,0.500008
110.7,0.500008,0.500008
110.8,0.500008,0.500008
110.9,0.500008,0.500008
111,0.500008,0.500008
111.1,0.500007,0.500007
111.2,0.500007,0.500007
111.3,0.500007,0.500007
111.4,0.500007,0.500007
111.5,0.500007,0.500007
111.6,0.500007,0.500007
111.7,0.500007,0.500007
111.8,0.500007,0.500007
111.9,0.500007,0.500007
112,0.500007,0.500007
112.1,0.500007,0.500007
112.2,0.500007,0.500007
112.3,0.500007,0.500007
112.4,0.500007,0.500007
112.5,0.500007,0.500007
112.6,0.500006,0.500006
112.7,0.500006,0.500006
112.8,0.500006,0.500006
112.9,0.500006,0.500006
113,0.500006,0.500006
113.1,0.500006,0.500006
113.2,0.500006,0.500006
113.3,0.500006,0.500006
113.4,0.500006,0.500006
113.5,0.500006,0.500006
113.6,0.500006,0.500006
113.7,0.500006,0.500006
113.8,0.500006,0.500006
113.9,0.500006,0.500006
114,0.500006,0.500006
114.1,0.500006,0.500006
114.2,0.500005,0.500005
114.3,0.500005,0.500005
114.4,0.500005,0.500005
114.5,0.500005,0.500005
114.6,0.500005,0.500005
114.7,0.500005,0.500005
114.8,0.500005,0.500005
114.9,0.500005,0.500005
115,0.500005,0.500005
115.1,0.500005,0.500005
115.2,0.500005,0.500005
115.3,0.500005,0.500005
115.4,0.500005,0.500005
115.5,0.500005,0.500005
115.6,0.500005,0.500005
115.7,0.500005,0.500005
115.8,0.500005,0.500005
115.9,0.500005,0.500005
116,0.500005,0.500005
116.1,0.500005,0.500005
116.2,0.500004,0.500004
116.3,0.500004,0.500004
116.4,0.500004,0.500004
116.5,0.500004,0.500004
116.6,0.500004,0.500004
116.7,0.500004,0.500004
116.8,0.500004,0.500004
116.9,0.500004,0.500004
117,0.500004,0.500004
117.1,0.500004,0.500004
117.2,0.500004,0.500004
117.3,0.500004,0.500004
117.4,0.500004,0.500004
117.5,0.500004,0.500004
117.6,0.500004,0.500004
117.7,0.500004,0.500004
117.8,0.500004,0.500004
117.9,0.500004,0.500004
118,0.500004,0.500004
118.1,0.500004,0.500004
118.2,0.500004,0.500004
118.3,0.500004,0.500004
118.4,0.500004,0.500004
118.5,0.500004,0.500004
118.6,0.500004,0.500004
118.7,0.500003,0.500003
118.8,0.500003,0.500003
118.9,0.500003,0.500003
119,0.500003,0.500003
119.1,0.500003,0.500003
119.2,0.500003,0.500003
119.3,0.500003,0.500003
119.4,0.500003,0.500003
119.5,0.500003,0.500003
119.6,0.500003,0.500003
119.7,0.500003,0.500003
119.8,0.500003,0.500003
119.9,0.500003,0.500003
120,0.500003,0.500003
120.1,0.500003,0.500003
120.2,0.500003,0.500003
120.3,0.500003,0.500003
120.4,0.500003,0.500003
120.5,0.500003,0.500003
120.6,0.500003,0.500003
120.7,0.500003,0.500003
120.8,0.500003,0.500003
120.9,0.500003,0.500003
121,0.500003,0.500003
121.1,0.500003,0.500003
121.2,0.500003,0.500003
121.3,0.500003,0.500003
121.4,0.500003,0.500003
121.5,0.500003,0.500003
121.6,0.500003,0.500003
121.7,0.500003,0.500003
121.8,0.500003,0.500003
121.9,0.500003,0.500003
122,0.500003,0.500003
122.1,0.500002,0.500002
122.2,0.500002,0.500002
122.3,0.500002,0.500002
122.4,0.500002,0.500002
122.5,0.500002,0.500002
122.6,0.500002,0.500002
122.7,0.500002,0.500002
122.8,0.500002,0.500002
122.9,0.500002,0.500002
123,0.500002,0.500002
123.1,0.500002,0.500002
123.2,0.500002,0.500002
123.3,0.500002,0.500002
123.4,0.500002,0.500002
123.5,0.500002,0.500002
123.6,0.500002,0.500002
123.7,0.500002,0.500002
123.8,0.500002,0.500002
123.9,0.500002,0.500002
124,0.500002,0.500002
124.1,0.500002,0.500002
124.2,0.500002,0.500002
124.3,0.500002,0.500002
124.4,0.500002,0.500002
124.5,0.500002,0.500002
124.6,0.500002,0.500002
124.7,0.500002,0.500002
124.8,0.500002,0.500002
124.9,0.500002,0.500002
125,0.500002,0.500002
125.1,0.500002,0.500002
125.2,0.500002,0.500002
125.3,0.500002,0.500002
125.4,0.500002,0.500002
125.5,0.500002,0.500002
125.6,0.500002,0.500002
125.7,0.500002,0.500002
125.8,0.500002,0.500002
125.9,0.500002,0.500002
126,0.500002,0.500002
126.1,0.500002,0.500002
126.2,0.500002,0.500002
126.3,0.500002,0.500002
126.4,0.500002,0.500002
126.5,0.500002,0.500002
126.6,0.500002,0.500002
126.7,0.500002,0.500002
126.8,0.500002,0.500002
126.9,0.500002,0.500002
127,0.500002,0.500002
127.1,0.500002,0.500002
127.2,0.500001,0.500001
127.3,0.500001,0.500001
127.4,0.500001,0.500001
127.5,0.500001,0.500001
127.6,0.500001,0.500001
127.7,0.500001,0.500001
127.8,0.500001,0.500001
127.9,0.500001,0.500001
128,0.500001,0.500001
128.1,0.500001,0.500001
128.2,0.500001,0.500001
128.3,0.500001,0.500001
128.4,0.500001,0.500001
128.5,0.500001,0.500001
128.6,0.500001,0.500001
128.7,0.500001,0.500001
128.8,0.500001,0.500001
128.9,0.500001,0.500001
129,0.500001,0.500001
129.1,0.500001,0.500001
129.2,0.500001,0.500001
129.3,0.500001,0.500001
129.4,0.500001,0.500001
129.5,0.500001,0.500001
129.6,0.500001,0.500001
129.7,0.500001,0.500001
129.8,0.500001,0.500001
129.9,0.500001,0.500001
130,0.500001,0.500001
130.1,0.500001,0.500001
130.2,0.500001,0.500001
130.3,0.500001,0.500001
130.4,0.500001,0.500001
130.5,0.500001,0.500001
130.6,0.500001,0.500001
130.7,0.500001,0.500001
130.8,0.500001,0.500001
130.9,0.500001,0.500001
131,0.500001,0.500001
131.1,0.500001,0.500001
131.2,0.500001,0.500001
131.3,0.500001,0.500001
131.4,0.500001,0.500001
131.5,0.500001,0.500001
131.6,0.500001,0.500001
131.7,0.500001,0.500001
131.8,0.500001,0.500001
131.9,0.500001,0.500001
132,0.500001,0.500001
132.1,0.500001,0.500001
132.2,0.500001,0.500001
132.3,0.500001,0.500001
132.4,0.500001,0.500001
132.5,0.500001,0.500001
132.6,0.500001,0.500001
132.7,0.500001,0.500001
132.8,0.500001,0.500001
132.9,0.500001,0.500001
133,0.500001,0.500001
133.1,0.500001,0.500001
133.2,0.500001,0.500001
133.3,0.500001,0.500001
133.4,0.500001,0.500001
133.5,0.500001,0.500001
133.6,0.500001,0.500001
133.7,0.500001,0.500001
133.8,0.500001,0.500001
133.9,0.500001,0.500001
134,0.500001,0.500001
134.1,0.500001,0.500001
134.2,0.500001,0.500001
134.3,0.500001,0.500001
134.4,0.500001,0.500001
134.5,0.500001,0.500001
134.6,0.500001,0.500001
134.7,0.500001,0.500001
134.8,0.500001,0.500001
134.9,0.500001,0.500001
135,0.500001,0.500001
135.1,0.500001,0.500001
135.2,0.500001,0.500001
135.3,0.500001,0.500001
135.4,0.500001,0.500001
135.5,0.500001,0.500001
135.6,0.500001,0.500001
135.7,0.500001,0.500001
135.8,0.500001,0.500001
135.9,0.500001,0.500001
136,0.500001,0.500001
136.1,0.500001,0.500001
136.2,0.500001,0.500001
136.3,0.500001,0.500001
136.4,0.500001,0.500001
136.5,0.500001,0.500001
136.6,0.500001,0.500001
136.7,0.500001,0.500001
136.8,0.500001,0.500001
136.9,0.500001,0.500001
137,0.500001,0.500001
137.1,0.500001,0.500001
137.2,0.500001,0.500001
137.3,0.500001,0.500001
137.4,0.500001,0.500001
137.5,0.500001,0.500001
137.6,0.500001,0.500001
137.7,0.500001,0.500001
137.8,0.500001,0.500001
137.9,0.500001,0.500001
138,0.500001,0.500001
138.1,0.500001,0.500001
138.2,0.5,0.5
138.3,0.5,0.5
138.4,0.5,0.5
138.5,0.5,0.5
138.6,0.5,0.5
138.7,0.5,0.5
138.8,0.5,0.5
138.9,0.5,0.5
139,0.5,0.5
139.1,0.5,0.5
139.2,0.5,0.5
139.3,0.5,0.5
139.4,0.5,0.5
139.5,0.5,0.5
139.6,0.5,0.5
139.7,0.5,0.5
139.8,0.5,0.5
139.9,0.5,0.5
140,0.5,0.5
140.1,0.5,0.5
140.2,0.5,0.5
140.3,0.5,0.5
140.4,0.5,0.5
140.5,0.5,0.5
140.6,0.5,0.5
140.7,0.5,0.5
140.8,0.5,0.5
140.9,0.5,0.5
141,0.5,0.5
141.1,0.5,0.5
141.2,0.5,0.5
141.3,0.5,0.5
141.4,0.5,0.5
141.5,0.5,0.5
141.6,0.5,0.5
141.7,0.5,0.5
141.8,0.5,0.5
141.9,0.5,0.5
142,0.5,0.5
142.1,0.5,0.5
142.2,0.5,0.5
142.3,0.5,0.5
142.4,0.5,0.5
142.5,0.5,0.5
142.6,0.5,0.5
142.7,0.5,0.5
142.8,0.5,0.5
142.9,0.5,0.5
143,0.5,0.5
143.1,0.5,0.5
143.2,0.5,0.5
143.3,0.5,0.5
143.4,0.5,0.5
143.5,0.5,0.5
143.6,0.5,0.5
143.7,0.5,0.5
143.8,0.5,0.5
143.9,0.5,0.5
144,0.5,0.5
144.1,0.5,0.5
144.2,0.5,0.5
144.3,0.5,0.5
144.4,0.5,0.5
144.5,0.5,0.5
144.6,0.5,0.5
144.7,0.5,0.5
144.8,0.5,0.5
144.9,0.5,0.5
145,0.5,0.5
145.1,0.5,0.5
145.2,0.5,0.5
145.3,0.5,0.5
145.4,0.5,0.5
145.5,0.5,0.5
145.6,0.5,0.5
145.7,0.5,0.5
145.8,0.5,0.5
145.9,0.5,0.5
146,0.5,0.5
146.1,0.5,0.5
146.2,0.5,0.5
146.3,0.5,0.5
146.4,0.5,0.5
146.5,0.5,0.5
146.6,0.5,0.5
146.7,0.5,0.5
146.8,0.5,0.5
146.9,0.5,0.5
147,0.5,0.5
147.1,0.5,0.5
147.2,0.5,0.5
147.3,0.5,0.5
147.4,0.5,0.5
147.5,0.5,0.5
147.6,0.5,0.5
147.7,0.5,0.5
147.8,0.5,0.5
147.9,0.5,0.5
148,0.5,0.5
148.1,0.5,0.5
148.2,0.5,0.5
148.3,0.5,0.5
148.4,0.5,0.5
148.5,0.5,0.5
148.6,0.5,0.5
148.7,0.5,0.5
148.8,0.5,0.5
148.9,0.5,0.5
149,0.5,0.5
149.1,0.5,0.5
149.2,0.5,0.5
149.3,0.5,0.5
149.4,0.5,0.5
149.5,0.5,0.5
149.6,0.5,0.5
149.7,0.5,0.5
149.8,0.5,0.5
149.9,0.5,0.5
150,0.5,0.5
150.1,0.5,0.5
150.2,0.5,0.5
150.3,0.5,0.5
150.4,0.5,0.5
150.5,0.5,0.5
150.6,0.5,0.5
150.7,0.5,0.5
150.8,0.5,0.5
150.9,0.5,0.5
151,0.5,0.5
151.1,0.5,0.5
151.2,0.5,0.5
151.3,0.5,0.5
151.4,0.5,0.5
151.5,0.5,0.5
151.6,0.5,0.5
151.7,0.5,0.5
151.8,0.5,0.5
151.9,0.5,0.5
152,0.5,0.5
152.1,0.5,0.5
152.2,0.5,0.5
152.3,0.5,0.5
152.4,0.5,0.5
152.5,0.5,0.5
152.6,0.5,0.5
152.7,0.5,0.5
152.8,0.5,0.5
152.9,0.5,0.5
153,0.5,0.5
153.1,0.5,0.5
153.2,0.5,0.5
153.3,0.5,0.5
153.4,0.5,0.5
153.5,0.5,0.5
153.6,0.5,0.5
153.7,0.5,0.5
153.8,0.5,0.5
153.9,0.5,0.5
154,0.5,0.5
154.1,0.5,0.5
154.2,0.5,0.5
154.3,0.5,0.5
154.4,0.5,0.5
154.5,0.5,0.5
154.6,0.5,0.5
154.7,0.5,0.5
154.8,0.5,0.5
154.9,0.5,0.5
155,0.5,0.5
155.1,0.5,0.5
155.2,0.5,0.5
155.3,0.5,0.5
155.4,0.5,0.5
155.5,0.5,0.5
155.6,0.5,0.5
155.7,0.5,0.5
155.8,0.5,0.5
155.9,0.5,0.5
156,0.5,0.5
156.1,0.5,0.5
156.2,0.5,0.5
156.3,0.5,0.5
156.4,0.5,0.5
156.5,0.5,0.5
156.6,0.5,0.5
156.7,0.5,0.5
156.8,0.5,0.5
156.9,0.5,0.5
157,0.5,0.5
157.1,0.5,0.5
157.2,0.5,0.5
157.3,0.5,0.5
157.4,0.5,0.5
157.5,0.5,0.5
157.6,0.5,0.5
157.7,0.5,0.5
157.8,0.5,0.5
157.9,0.5,0.5
158,0.5,0.5
158.1,0.5,0.5
158.2,0.5,0.5
158.3,0.5,0.5
158.4,0.5,0.5
158.5,0.5,0.5
158.6,0.5,0.5
158.7,0.5,0.5
158.8,0.5,0.5
158.9,0.5,0.5
159,0.5,0.5
159.1,0.5,0.5
159.2,0.5,0.5
159.3,0.5,0.5
159.4,0.5,0.5
159.5,0.5,0.5
159.6,0.5,0.5
159.7,0.5,0.5
159.8,0.5,0.5
159.9,0.5,0.5
160,0.5,0.5
160.1,0.5,0.5
160.2,0.5,0.5
160.3,0.5,0.5
160.4,0.5,0.5
160.5,0.5,0.5
160.6,0.5,0.5
160.7,0.5,0.5
160.8,0.5,0.5
160.9,0.5,0.5
161,0.5,0.5
161.1,0.5,0.5
161.2,0.5,0.5
161.3,0.5,0.5
161.4,0.5,0.5
161.5,0.5,0.5
161.6,0.5,0.5
161.7,0.5,0.5
161.8,0.5,0.5
161.9,0.5,0.5
162,0.5,0.5
162.1,0.5,0.5
162.2,0.5,0.5
162.3,0.5,0.5
162.4,0.5,0.5
162.5,0.5,0.5
162.6,0.5,0.5
162.7,0.5,0.5
162.8,0.5,0.5
162.9,0.5,0.5
163,0.5,0.5
163.1,0.5,0.5
163.2,0.5,0.5
163.3,0.5,0.5
163.4,0.5,0.5
163.5,0.5,0.5
163.6,0.5,0.5
163.7,0.5,0.5
163.8,0.5,0.5
163.9,0.5,0.5
164,0.5,0.5
164.1,0.5,0.5
164.2,0.5,0.5
164.3,0.5,0.5
164.4,0.5,0.5
164.5,0.5,0.5
164.6,0.5,0.5
164.7,0.5,0.5
164.8,0.5,0.5
164.9,0.5,0.5
165,0.5,0.5
165.1,0.5,0.5
165.2,0.5,0.5
165.3,0.5,0.5
165.4,0.5,0.5
165.5,0.5,0.5
165.6,0.5,0.5
165.7,0.5,0.5
165.8,0.5,0.5
165.9,0.5,0.5
166,0.5,0.5
166.1,0.5,0.5
166.2,0.5,0.5
166.3,0.5,0.5
166.4,0.5,0.5
166.5,0.5,0.5
166.6,0.5,0.5
166.7,0.5,0.5
166.8,0.5,0.5
166.9,0.5,0.5
167,0.5,0.5
167.1,0.5,0.5
167.2,0.5,0.5
167.3,0.5,0.5
167.4,0.5,0.5
167.5,0.5,0.5
167.6,0.5,0.5
167.7,0.5,0.5
167.8,0.5,0.5
167.9,0.5,0.5
168,0.5,0.5
168.1,0.5,0.5
168.2,0.5,0.5
168.3,0.5,0.5
168.4,0.5,0.5
168.5,0.5,0.5
168.6,0.5,0.5
168.7,0.5,0.5
168.8,0.5,0.5
168.9,0.5,0.5
169,0.5,0.5
169.1,0.5,0.5
169.2,0.5,0.5
169.3,0.5,0.5
169.4,0.5,0.5
169.5,0.5,0.5
169.6,0.5,0.5
169.7,0.5,0.5
169.8,0.5,0.5
169.9,0.5,0.5
170,0.5,0.5
170.1,0.5,0.5
170.2,0.5,0.5
170.3,0.5,0.5
170.4,0.5,0.5
170.5,0.5,0.5
170.6,0.5,0.5
170.7,0.5,0.5
170.8,0.5,0.5
170.9,0.5,0.5
171,0.5,0.5
171.1,0.5,0.5
171.2,0.5,0.5
171.3,0.5,0.5
171.4,0.5,0.5
171.5,0.5,0.5
171.6,0.5,0.5
171.7,0.5,0.5
171.8,0.5,0.5
171.9,0.5,0.5
172,0.5,0.5
172.1,0.5,0.5
172.2,0.5,0.5
172.3,0.5,0.5
172.4,0.5,0.5
172.5,0.5,0.5
172.6,0.5,0.5
172.7,0.5,0.5
172.8,0.5,0.5
172.9,0.5,0.5
173,0.5,0.5
173.1,0.5,0.5
173.2,0.5,0.5
173.3,0.5,0.5
173.4,0.5,0.5
173.5,0.5,0.5
173.6,0.5,0.5
173.7,0.5,0.5
173.8,0.5,0.5
173.9,0.5,0.5
174,0.5,0.5
174.1,0.5,0.5
174.2,0.5,0.5
174.3,0.5,0.5
174.4,0.5,0.5
174.5,0.5,0.5
174.6,0.5,0.5
174.7,0.5,0.5
174.8,0.5,0.5
174.9,0.5,0.5
175,0.5,0.5
175.1,0.5,0.5
175.2,0.5,0.5
175.3,0.5,0.5
175.4,0.5,0.5
175.5,0.5,0.5
175.6,0.5,0.5
175.7,0.5,0.5
175.8,0.5,0.5
175.9,0.5,0.5
176,0.5,0.5
176.1,0.5,0.5
176.2,0.5,0.5
176.3,0.5,0.5
176.4,0.5,0.5
176.5,0.5,0.5
176.6,0.5,0.5
176.7,0.5,0.5
176.8,0.5,0.5
176.9,0.5,0.5
177,0.5,0.5
177.1,0.5,0.5
177.2,0.5,0.5
177.3,0.5,0.5
177.4,0.5,0.5
177.5,0.5,0.5
177.6,0.5,0.5
177.7,0.5,0.5
177.8,0.5,0.5
177.9,0.5,0.5
178,0.5,0.5
178.1,0.5,0.5
178.2,0.5,0.5
178.3,0.5,0.5
178.4,0.5,0.5
178.5,0.5,0.5
178.6,0.5,0.5
178.7,0.5,0.5
178.8,0.5,0.5
178.9,0.5,0.5
179,0.5,0.5
179.1,0.5,0.5
179.2,0.5,0.5
179.3,0.5,0.5
179.4,0.5,0.5
179.5,0.5,0.5
179.6,0.5,0.5
179.7,0.5,0.5
179.8,0.5,0.5
179.9,0.5,0.5
180,0.5,0.5
180.1,0.5,0.5
180.2,0.5,0.5
180.3,0.5,0.5
180.4,0.5,0.5
180.5,0.5,0.5
180.6,0.5,0.5
180.7,0.5,0.5
180.8,0.5,0.5
180.9,0.5,0.5
181,0.5,0.5
181.1,0.5,0.5
181.2,0.5,0.5
181.3,0.5,0.5
181.4,0.5,0.5
181.5,0.5,0.5
181.6,0.5,0.5
181.7,0.5,0.5
181.8,0.5,0.5
181.9,0.5,0.5
182,0.5,0.5
182.1,0.5,0.5
182.2,0.5,0.5
182.3,0.5,0.5
182.4,0.5,0.5
182.5,0.5,0.5
182.6,0.5,0.5
182.7,0.5,0.5
182.8,0.5,0.5
182.9,0.5,0.5
183,0.5,0.5
183.1,0.5,0.5
183.2,0.5,0.5
183.3,0.5,0.5
183.4,0.5,0.5
183.5,0.5,0.5
183.6,0.5,0.5
183.7,0.5,0.5
183.8,0.5,0.5
183.9,0.5,0.5
184,0.5,0.5
184.1,0.5,0.5
184.2,0.5,0.5
184.3,0.5,0.5
184.4,0.5,0.5
184.5,0.5,0.5
184.6,0.5,0.5
184.7,0.5,0.5
184.8,0.5,0.5
184.9,0.5,0.5
185,0.5,0.5
185.1,0.5,0.5
185.2,0.5,0.5
185.3,0.5,0.5
185.4,0.5,0.5
185.5,0.5,0.5
185.6,0.5,0.5
185.7,0.5,0.5
185.8,0.5,0.5
185.9,0.5,0.5
186,0.5,0.5
186.1,0.5,0.5
186.2,0.5,0.5
186.3,0.5,0.5
186.4,0.5,0.5
186.5,0.5,0.5
186.6,0.5,0.5
186.7,0.5,0.5
186.8,0.5,0.5
186.9,0.5,0.5
187,0.5,0.5
187.1,0.5,0.5
187.2,0.5,0.5
187.3,0.5,0.5
187.4,0.5,0.5
187.5,0.5,0.5
187.6,0.5,0.5
187.7,0.5,0.5
187.8,0.5,0.5
187.9,0.5,0.5
188,0.5,0.5
188.1,0.5,0.5
188.2,0.5,0.5
188.3,0.5,0.5
188.4,0.5,0.5
188.5,0.5,0.5
188.6,0.5,0.5
188.7,0.5,0.5
188.8,0.5,0.5
188.9,0.5,0.5
189,0.5,0.5
189.1,0.5,0.5
189.2,0.5,0.5
189.3,0.5,0.5
189.4,0.5,0.5
189.5,0.5,0.5
189.6,0.5,0.5
189.7,0.5,0.5
189.8,0.5,0.5
189.9,0.5,0.5
190,0.5,0.5
190.1,0.5,0.5
190.2,0.5,0.5
190.3,0.5,0.5
190.4,0.5,0.5
190.5,0.5,0.5
190.6,0.5,0.5
190.7,0.5,0.5
190.8,0.5,0.5
190.9,0.5,0.5
191,0.5,0.5
191.1,0.5,0.5
191.2,0.5,0.5
191.3,0.5,0.5
191.4,0.5,0.5
191.5,0.5,0.5
191.6,0.5,0.5
191.7,0.5,0.5
191.8,0.5,0.5
191.9,0.5,0.5
192,0.5,0.5
192.1,0.5,0.5
192.2,0.5,0.5
192.3,0.5,0.5
192.4,0.5,0.5
192.5,0.5,0.5
192.6,0.5,0.5
192.7,0.5,0.5
192.8,0.5,0.5
192.9,0.5,0.5
193,0.5,0.5
193.1,0.5,0.5
193.2,0.5,0.5
193.3,0.5,0.5
193.4,0.5,0.5
193.5,0.5,0.5
193.6,0.5,0.5
193.7,0.5,0.5
193.8,0.5,0.5
193.9,0.5,0.5
194,0.5,0.5
194.1,0.5,0.5
194.2,0.5,0.5
194.3,0.5,0.5
194.4,0.5,0.5
194.5,0.5,0.5
194.6,0.5,0.5
194.7,0.5,0.5
194.8,0.5,0.5
194.9,0.5,0.5
195,0.5,0.5
195.1,0.5,0.5
195.2,0.5,0.5
195.3,0.5,0.5
195.4,0.5,0.5
195.5,0.5,0.5
195.6,0.5,0.5
195.7,0.5,0.5
195.8,0.5,0.5
195.9,0.5,0.5
196,0.5,0.5
196.1,0.5,0.5
196.2,0.5,0.5
196.3,0.5,0.5
196.4,0.5,0.5
196.5,0.5,0.5
196.6,0.5,0.5
196.7,0.5,0.5
196.8,0.5,0.5
196.9,0.5,0.5
197,0.5,0.5
197.1,0.5,0.5
197.2,0.5,0.5
197.3,0.5,0.5
197.4,0.5,0.5
197.5,0.5,0.5
197.6,0.5,0.5
197.7,0.5,0.5
197.8,0.5,0.5
197.9,0.5,0.5
198,0.5,0.5
198.1,0.5,0.5
198.2,0.5,0.5
198.3,0.5,0.5
198.4,0.5,0.5
198.5,0.5,0.5
198.6,0.5,0.5
198.7,0.5,0.5
198.8,0.5,0.5
198.9,0.5,0.5
199,0.5,0.5
199.1,0.5,0.5
199.2,0.5,0.5
199.3,0.5,0.5
199.4,0.5,0.5
199.5,0.5,0.5
199.6,0.5,0.5
199.7,0.5,0.5
199.8,0.5,0.5
199.9,0.5,0.5
200,0.5,0.5
200.1,0.5,0.5
200.2,0.5,0.5
200.3,0.5,0.5
200.4,0.5,0.5
200.5,0.5,0.5
200.6,0.5,0.5
200.7,0.5,0.5
200.8,0.5,0.5
200.9,0.5,0.5
201,0.5,0.5
201.1,0.5,0.5
201.2,0.5,0.5
201.3,0.5,0.5
201.4,0.5,0.5
201.5,0.5,0.5
201.6,0.5,0.5
201.7,0.5,0.5
201.8,0.5,0.5
201.9,0.5,0.5
202,0.5,0.5
202.1,0.5,0.5
202.2,0.5,0.5
202.3,0.5,0.5
202.4,0.5,0.5
202.5,0.5,0.5
202.6,0.5,0.5
202.7,0.5,0.5
202.8,0.5,0.5
202.9,0.5,0.5
203,0.5,0.5
203.1,0.5,0.5
203.2,0.5,0.5
203.3,0.5,0.5
203.4,0.5,0.5
203.5,0.5,0.5
203.6,0.5,0.5
203.7,0.5,0.5
203.8,0.5,0.5
203.9,0.5,0.5
204,0.5,0.5
204.1,0.5,0.5
204.2,0.5,0.5
204.3,0.5,0.5
204.4,0.5,0.5
204.5,0.5,0.5
204.6,0.5,0.5
204.7,0.5,0.5
204.8,0.5,0.5
204.9,0.5,0.5
205,0.5,0.5
205.1,0.5,0.5
205.2,0.5,0.5
205.3,0.5,0.5
205.4,0.5,0.5
205.5,0.5,0.5
205.6,0.5,0.5
205.7,0.5,0.5
205.8,0.5,0.5
205.9,0.5,0.5
206,0.5,0.5
206.1,0.5,0.5
206.2,0.5,0.5
206.3,0.5,0.5
206.4,0.5,0.5
206.5,0.5,0.5
206.6,0.5,0.5
206.7,0.5,0.5
206.8,0.5,0.5
206.9,0.5,0.5
207,0.5,0.5
207.1,0.5,0.5
207.2,0.5,0.5
207.3,0.5,0.5
207.4,0.5,0.5
207.5,0.5,0.5
207.6,0.5,0.5
207.7,0.5,0.5
207.8,0.5,0.5
207.9,0.5,0.5
208,0.5,0.5
208.1,0.5,0.5
208.2,0.5,0.5
208.3,0.5,0.5
208.4,0.5,0.5
208.5,0.5,0.5
208.6,0.5,0.5
208.7,0.5,0.5
208.8,0.5,0.5
208.9,0.5,0.5
209,0.5,0.5
209.1,0.5,0.5
209.2,0.5,0.5
209.3,0.5,0.5
209.4,0.5,0.5
209.5,0.5,0.5
209.6,0.5,0.5
209.7,0.5,0.5
209.8,0.5,0.5
209.9,0.5,0.5
210,0.5,0.5
210.1,0.5,0.5
210.2,0.5,0.5
210.3,0.5,0.5
210.4,0.5,0.5
210.5,0.5,0.5
210.6,0.5,0.5
210.7,0.5,0.5
210.8,0.5,0.5
210.9,0.5,0.5
211,0.5,0.5
211.1,0.5,0.5
211.2,0.5,0.5
211.3,0.5,0.5
211.4,0.5,0.5
211.5,0.5,0.5
211.6,0.5,0.5
211.7,0.5,0.5
211.8,0.5,0.5
211.9,0.5,0.5
212,0.5,0.5
212.1,0.5,0.5
212.2,0.5,0.5
212.3,0.5,0.5
212.4,0.5,0.5
212.5,0.5,0.5
212.6,0.5,0.5
212.7,0.5,0.5
212.8,0.5,0.5
212.9,0.5,0.5
213,0.5,0.5
213.1,0.5,0.5
213.2,0.5,0.5
213.3,0.5,0.5
213.4,0.5,0.5
213.5,0.5,0.5
