Temps,A,B
332.1,0.5,0.5
332.2,0.5,0.5
332.3,0.5,0.5
332.4,0.5,0.5
332.5,0.5,0.5
332.6,0.5,0.5
332.7,0.5,0.5
332.8,0.5,0.5
332.9,0.5,0.5
333,0.5,0.5
333.1,0.5,0.5
333.2,0.5,0.5
333.3,0.5,0.5
333.4,0.5,0.5
333.5,0.5,0.5
333.6,0.5,0.5
333.7,0.5,0.5
333.8,0.5,0.5
333.9,0.5,0.5
334,0.5,0.5
334.1,0.5,0.5
334.2,0.5,0.5
334.3,0.5,0.5
334.4,0.5,0.5
334.5,0.5,0.5
334.6,0.5,0.5
334.7,0.5,0.5
334.8,0.5,0.5
334.9,0.5,0.5
335,0.5,0.5
335.1,0.5,0.5
335.2,0.5,0.5
335.3,0.5,0.5
335.4,0.5,0.5
335.5,0.5,0.5
335.6,0.5,0.5
335.7,0.5,0.5
335.8,0.5,0.5
335.9,0.5,0.5
336,0.5,0.5
336.1,0.5,0.5
336.2,0.5,0.5
336.3,0.5,0.5
336.4,0.5,0.5
336.5,0.5,0.5
336.6,0.5,0.5
336.7,0.5,0.5
336.8,0.5,0.5
336.9,0.5,0.5
337,0.5,0.5
337.1,0.5,0.5
337.2,0.5,0.5
337.3,0.5,0.5
337.4,0.5,0.5
337.5,0.5,0.5
337.6,0.5,0.5
337.7,0.5,0.5
337.8,0.5,0.5
337.9,0.5,0.5
338,0.5,0.5
338.1,0.5,0.5
338.2,0.5,0.5
338.3,0.5,0.5
338.4,0.5,0.5
338.5,0.5,0.5
338.6,0.5,0.5
338.7,0.5,0.5
338.8,0.5,0.5
338.9,0.5,0.5
339,0.5,0.5
339.1,0.5,0.5
339.2,0.5,0.5
339.3,0.5,0.5
339.4,0.5,0.5
339.5,0.5,0.5
339.6,0.5,0.5
339.7,0.5,0.5
339.8,0.5,0.5
339.9,0.5,0.5
340,0.5,0.5
340.1,0.5,0.5
340.2,0.5,0.5
340.3,0.5,0.5
340.4,0.5,0.5
340.5,0.5,0.5
340.6,0.5,0.5
340.7,0.5,0.5
340.8,0.5,0.5
340.9,0.5,0.5
341,0.5,0.5
341.1,0.5,0.5
341.2,0.5,0.5
341.3,0.5,0.5
341.4,0.5,0.5
341.5,0.5,0.5
341.6,0.5,0.5
341.7,0.5,0.5
341.8,0.5,0.5
341.9,0.5,0.5
342,0.5,0.5
342.1,0.5,0.5
342.2,0.5,0.5
342.3,0.5,0.5
342.4,0.5,0.5
342.5,0.5,0.5
342.6,0.5,0.5
342.7,0.5,0.5
342.8,0.5,0.5
342.9,0.5,0.5
343,0.5,0.5
343.1,0.5,0.5
343.2,0.5,0.5
343.3,0.5,0.5
343.4,0.5,0.5
343.5,0.5,0.5
343.6,0.5,0.5
343.7,0.5,0.5
343.8,0.5,0.5
343.9,0.5,0.5
344,0.5,0.5
344.1,0.5,0.5
344.2,0.5,0.5
344.3,0.5,0.5
344.4,0.5,0.5
344.5,0.5,0.5
344.6,0.5,0.5
344.7,0.5,0.5
344.8,0.5,0.5
344.9,0.5,0.5
345,0.5,0.5
345.1,0.5,0.5
345.2,0.5,0.5
345.3,0.5,0.5
345.4,0.5,0.5
345.5,0.5,0.5
345.6,0.5,0.5
345.7,0.5,0.5
345.8,0.5,0.5
345.9,0.5,0.5
346,0.5,0.5
346.1,0.5,0.5
346.2,0.5,0.5
346.3,0.5,0.5
346.4,0.5,0.5
346.5,0.5,0.5
346.6,0.5,0.5
346.7,0.5,0.5
346.8,0.5,0.5
346.9,0.5,0.5
347,0.5,0.5
347.1,0.5,0.5
347.2,0.5,0.5
347.3,0.5,0.5
347.4,0.5,0.5
347.5,0.5,0.5
347.6,0.5,0.5
347.7,0.5,0.5
347.8,0.5,0.5
347.9,0.5,0.5
348,0.5,0.5
348.1,0.5,0.5
348.2,0.5,0.5
348.3,0.5,0.5
348.4,0.5,0.5
348.5,0.5,0.5
348.6,0.5,0.5
348.7,0.5,0.5
348.8,0.5,0.5
348.9,0.5,0.5
349,0.5,0.5
349.1,0.5,0.5
349.2,0.5,0.5
349.3,0.5,0.5
349.4,0.5,0.5
349.5,0.5,0.5
349.6,0.5,0.5
349.7,0.5,0.5
349.8,0.5,0.5
349.9,0.5,0.5
350,0.5,0.5
350.1,0.5,0.5
350.2,0.5,0.5
350.3,0.5,0.5
350.4,0.5,0.5
350.5,0.5,0.5
350.6,0.5,0.5
350.7,0.5,0.5
350.8,0.5,0.5
350.9,0.5,0.5
351,0.5,0.5
351.1,0.5,0.5
351.2,0.5,0.5
351.3,0.5,0.5
351.4,0.5,0.5
351.5,0.5,0.5
351.6,0.5,0.5
351.7,0.5,0.5
351.8,0.5,0.5
351.9,0.5,0.5
352,0.5,0.5
352.1,0.5,0.5
352.2,0.5,0.5
352.3,0.5,0.5
352.4,0.5,0.5
352.5,0.5,0.5
352.6,0.5,0.5
352.7,0.5,0.5
352.8,0.5,0.5
352.9,0.5,0.5
353,0.5,0.5
353.1,0.5,0.5
353.2,0.5,0.5
353.3,0.5,0.5
353.4,0.5,0.5
353.5,0.5,0.5
353.6,0.5,0.5
353.7,0.5,0.5
353.8,0.5,0.5
353.9,0.5,0.5
354,0.5,0.5
354.1,0.5,0.5
354.2,0.5,0.5
354.3,0.5,0.5
354.4,0.5,0.5
354.5,0.5,0.5
354.6,0.5,0.5
354.7,0.5,0.5
354.8,0.5,0.5
354.9,0.5,0.5
355,0.5,0.5
355.1,0.5,0.5
355.2,0.5,0.5
355.3,0.5,0.5
355.4,0.5,0.5
355.5,0.5,0.5
355.6,0.5,0.5
355.7,0.5,0.5
355.8,0.5,0.5
355.9,0.5,0.5
356,0.5,0.5
356.1,0.5,0.5
356.2,0.5,0.5
356.3,0.5,0.5
356.4,0.5,0.5
356.5,0.5,0.5
356.6,0.5,0.5
356.7,0.5,0.5
356.8,0.5,0.5
356.9,0.5,0.5
357,0.5,0.5
357.1,0.5,0.5
357.2,0.5,0.5
357.3,0.5,0.5
357.4,0.5,0.5
357.5,0.5,0.5
357.6,0.5,0.5
357.7,0.5,0.5
357.8,0.5,0.5
357.9,0.5,0.5
358,0.5,0.5
358.1,0.5,0.5
358.2,0.5,0.5
358.3,0.5,0.5
358.4,0.5,0.5
358.5,0.5,0.5
358.6,0.5,0.5
358.7,0.5,0.5
358.8,0.5,0.5
358.9,0.5,0.5
359,0.5,0.5
359.1,0.5,0.5
359.2,0.5,0.5
359.3,0.5,0.5
359.4,0.5,0.5
359.5,0.5,0.5
359.6,0.5,0.5
359.7,0.5,0.5
359.8,0.5,0.5
359.9,0.5,0.5
360,0.5,0.5
360.1,0.5,0.5
360.2,0.5,0.5
360.3,0.5,0.5
360.4,0.5,0.5
360.5,0.5,0.5
360.6,0.5,0.5
360.7,0.5,0.5
360.8,0.5,0.5
360.9,0.5,0.5
361,0.5,0.5
361.1,0.5,0.5
361.2,0.5,0.5
361.3,0.5,0.5
361.4,0.5,0.5
361.5,0.5,0.5
361.6,0.5,0.5
361.7,0.5,0.5
361.8,0.5,0.5
361.9,0.5,0.5
362,0.5,0.5
362.1,0.5,0.5
362.2,0.5,0.5
362.3,0.5,0.5
362.4,0.5,0.5
362.5,0.5,0.5
362.6,0.5,0.5
362.7,0.5,0.5
362.8,0.5,0.5
362.9,0.5,0.5
363,0.5,0.5
363.1,0.5,0.5
363.2,0.5,0.5
363.3,0.5,0.5
363.4,0.5,0.5
363.5,0.5,0.5
363.6,0.5,0.5
363.7,0.5,0.5
363.8,0.5,0.5
363.9,0.5,0.5
364,0.5,0.5
364.1,0.5,0.5
364.2,0.5,0.5
364.3,0.5,0.5
364.4,0.5,0.5
364.5,0.5,0.5
364.6,0.5,0.5
364.7,0.5,0.5
364.8,0.5,0.5
364.9,0.5,0.5
365,0.5,0.5
365.1,0.5,0.5
365.2,0.5,0.5
365.3,0.5,0.5
365.4,0.5,0.5
365.5,0.5,0.5
365.6,0.5,0.5
365.7,0.5,0.5
365.8,0.5,0.5
365.9,0.5,0.5
366,0.5,0.5
366.1,0.5,0.5
366.2,0.5,0.5
366.3,0.5,0.5
366.4,0.5,0.5
366.5,0.5,0.5
366.6,0.5,0.5
366.7,0.5,0.5
366.8,0.5,0.5
366.9,0.5,0.5
367,0.5,0.5
367.1,0.5,0.5
367.2,0.5,0.5
367.3,0.5,0.5
367.4,0.5,0.5
367.5,0.5,0.5
367.6,0.5,0.5
367.7,0.5,0.5
367.8,0.5,0.5
367.9,0.5,0.5
368,0.5,0.5
368.1,0.5,0.5
368.2,0.5,0.5
368.3,0.5,0.5
368.4,0.5,0.5
368.5,0.5,0.5
368.6,0.5,0.5
368.7,0.5,0.5
368.8,0.5,0.5
368.9,0.5,0.5
369,0.5,0.5
369.1,0.5,0.5
369.2,0.5,0.5
369.3,0.5,0.5
369.4,0.5,0.5
369.5,0.5,0.5
369.6,0.5,0.5
369.7,0.5,0.5
369.8,0.5,0.5
369.9,0.5,0.5
370,0.5,0.5
370.1,0.5,0.5
370.2,0.5,0.5
370.3,0.5,0.5
370.4,0.5,0.5
370.5,0.5,0.5
370.6,0.5,0.5
370.7,0.5,0.5
370.8,0.5,0.5
370.9,0.5,0.5
371,0.5,0.5
371.1,0.5,0.5
371.2,0.5,0.5
371.3,0.5,0.5
371.4,0.5,0.5
371.5,0.5,0.5
371.6,0.5,0.5
371.7,0.5,0.5
371.8,0.5,0.5
371.9,0.5,0.5
372,0.5,0.5
372.1,0.5,0.5
372.2,0.5,0.5
372.3,0.5,0.5
372.4,0.5,0.5
372.5,0.5,0.5
372.6,0.5,0.5
372.7,0.5,0.5
372.8,0.5,0.5
372.9,0.5,0.5
373,0.5,0.5
373.1,0.5,0.5
373.2,0.5,0.5
373.3,0.5,0.5
373.4,0.5,0.5
373.5,0.5,0.5
373.6,0.5,0.5
373.7,0.5,0.5
373.8,0.5,0.5
373.9,0.5,0.5
374,0.5,0.5
374.1,0.5,0.5
374.2,0.5,0.5
374.3,0.5,0.5
374.4,0.5,0.5
374.5,0.5,0.5
374.6,0.5,0.5
374.7,0.5,0.5
374.8,0.5,0.5
374.9,0.5,0.5
375,0.5,0.5
375.1,0.5,0.5
375.2,0.5,0.5
375.3,0.5,0.5
375.4,0.5,0.5
375.5,0.5,0.5
375.6,0.5,0.5
375.7,0.5,0.5
375.8,0.5,0.5
375.9,0.5,0.5
376,0.5,0.5
376.1,0.5,0.5
376.2,0.5,0.5
376.3,0.5,0.5
376.4,0.5,0.5
376.5,0.5,0.5
376.6,0.5,0.5
376.7,0.5,0.5
376.8,0.5,0.5
376.9,0.5,0.5
377,0.5,0.5
377.1,0.5,0.5
377.2,0.5,0.5
377.3,0.5,0.5
377.4,0.5,0.5
377.5,0.5,0.5
377.6,0.5,0.5
377.7,0.5,0.5
377.8,0.5,0.5
377.9,0.5,0.5
378,0.5,0.5
378.1,0.5,0.5
378.2,0.5,0.5
378.3,0.5,0.5
378.4,0.5,0.5
378.5,0.5,0.5
378.6,0.5,0.5
378.7,0.5,0.5
378.8,0.5,0.5
378.9,0.5,0.5
379,0.5,0.5
379.1,0.5,0.5
379.2,0.5,0.5
379.3,0.5,0.5
379.4,0.5,0.5
379.5,0.5,0.5
379.6,0.5,0.5
379.7,0.5,0.5
379.8,0.5,0.5
379.9,0.5,0.5
380,0.5,0.5
380.1,0.5,0.5
380.2,0.5,0.5
380.3,0.5,0.5
380.4,0.5,0.5
380.5,0.5,0.5
380.6,0.5,0.5
380.7,0.5,0.5
380.8,0.5,0.5
380.9,0.5,0.5
381,0.5,0.5
381.1,0.5,0.5
381.2,0.5,0.5
381.3,0.5,0.5
381.4,0.5,0.5
381.5,0.5,0.5
381.6,0.5,0.5
381.7,0.5,0.5
381.8,0.5,0.5
381.9,0.5,0.5
382,0.5,0.5
382.1,0.5,0.5
382.2,0.5,0.5
382.3,0.5,0.5
382.4,0.5,0.5
382.5,0.5,0.5
382.6,0.5,0.5
382.7,0.5,0.5
382.8,0.5,0.5
382.9,0.5,0.5
383,0.5,0.5
383.1,0.5,0.5
383.2,0.5,0.5
383.3,0.5,0.5
383.4,0.5,0.5
383.5,0.5,0.5
383.6,0.5,0.5
383.7,0.5,0.5
383.8,0.5,0.5
383.9,0.5,0.5
384,0.5,0.5
384.1,0.5,0.5
384.2,0.5,0.5
384.3,0.5,0.5
384.4,0.5,0.5
384.5,0.5,0.5
384.6,0.5,0.5
384.7,0.5,0.5
384.8,0.5,0.5
384.9,0.5,0.5
385,0.5,0.5
385.1,0.5,0.5
385.2,0.5,0.5
385.3,0.5,0.5
385.4,0.5,0.5
385.5,0.5,0.5
385.6,0.5,0.5
385.7,0.5,0.5
385.8,0.5,0.5
385.9,0.5,0.5
386,0.5,0.5
386.1,0.5,0.5
386.2,0.5,0.5
386.3,0.5,0.5
386.4,0.5,0.5
386.5,0.5,0.5
386.6,0.5,0.5
386.7,0.5,0.5
386.8,0.5,0.5
386.9,0.5,0.5
387,0.5,0.5
387.1,0.5,0.5
387.2,0.5,0.5
387.3,0.5,0.5
387.4,0.5,0.5
387.5,0.5,0.5
387.6,0.5,0.5
387.7,0.5,0.5
387.8,0.5,0.5
387.9,0.5,0.5
388,0.5,0.5
388.1,0.5,0.5
388.2,0.5,0.5
388.3,0.5,0.5
388.4,0.5,0.5
388.5,0.5,0.5
388.6,0.5,0.5
388.7,0.5,0.5
388.8,0.5,0.5
388.9,0.5,0.5
389,0.5,0.5
389.1,0.5,0.5
389.2,0.5,0.5
389.3,0.5,0.5
389.4,0.5,0.5
389.5,0.5,0.5
389.6,0.5,0.5
389.7,0.5,0.5
389.8,0.5,0.5
389.9,0.5,0.5
390,0.5,0.5
390.1,0.5,0.5
390.2,0.5,0.5
390.3,0.5,0.5
390.4,0.5,0.5
390.5,0.5,0.5
390.6,0.5,0.5
390.7,0.5,0.5
390.8,0.5,0.5
390.9,0.5,0.5
391,0.5,0.5
391.1,0.5,0.5
391.2,0.5,0.5
391.3,0.5,0.5
391.4,0.5,0.5
391.5,0.5,0.5
391.6,0.5,0.5
391.7,0.5,0.5
391.8,0.5,0.5
391.9,0.5,0.5
392,0.5,0.5
392.1,0.5,0.5
392.2,0.5,0.5
392.3,0.5,0.5
392.4,0.5,0.5
392.5,0.5,0.5
392.6,0.5,0.5
392.7,0.5,0.5
392.8,0.5,0.5
392.9,0.5,0.5
393,0.5,0.5
393.1,0.5,0.5
393.2,0.5,0.5
393.3,0.5,0.5
393.4,0.5,0.5
393.5,0.5,0.5
393.6,0.5,0.5
393.7,0.5,0.5
393.8,0.5,0.5
393.9,0.5,0.5
394,0.5,0.5
394.1,0.5,0.5
394.2,0.5,0.5
394.3,0.5,0.5
394.4,0.5,0.5
394.5,0.5,0.5
394.6,0.5,0.5
394.7,0.5,0.5
394.8,0.5,0.5
394.9,0.5,0.5
395,0.5,0.5
395.1,0.5,0.5
395.2,0.5,0.5
395.3,0.5,0.5
395.4,0.5,0.5
395.5,0.5,0.5
395.6,0.5,0.5
395.7,0.5,0.5
395.8,0.5,0.5
395.9,0.5,0.5
396,0.5,0.5
396.1,0.5,0.5
396.2,0.5,0.5
396.3,0.5,0.5
396.4,0.5,0.5
396.5,0.5,0.5
396.6,0.5,0.5
396.7,0.5,0.5
396.8,0.5,0.5
396.9,0.5,0.5
397,0.5,0.5
397.1,0.5,0.5
397.2,0.5,0.5
397.3,0.5,0.5
397.4,0.5,0.5
397.5,0.5,0.5
397.6,0.5,0.5
397.7,0.5,0.5
397.8,0.5,0.5
397.9,0.5,0.5
398,0.5,0.5
398.1,0.5,0.5
398.2,0.5,0.5
398.3,0.5,0.5
398.4,0.5,0.5
398.5,0.5,0.5
398.6,0.5,0.5
398.7,0.5,0.5
398.8,0.5,0.5
398.9,0.5,0.5
399,0.5,0.5
399.1,0.5,0.5
399.2,0.5,0.5
399.3,0.5,0.5
399.4,0.5,0.5
399.5,0.5,0.5
399.6,0.5,0.5
399.7,0.5,0.5
399.8,0.5,0.5
399.9,0.5,0.5
400,0.5,0.5
400.1,0.5,0.5
400.2,0.5,0.5
400.3,0.5,0.5
400.4,0.5,0.5
400.5,0.5,0.5
400.6,0.5,0.5
400.7,0.5,0.5
400.8,0.5,0.5
400.9,0.5,0.5
401,0.5,0.5
401.1,0.5,0.5
401.2,0.5,0.5
401.3,0.5,0.5
401.4,0.5,0.5
401.5,0.5,0.5
401.6,0.5,0.5
401.7,0.5,0.5
401.8,0.5,0.5
401.9,0.5,0.5
402,0.5,0.5
402.1,0.5,0.5
402.2,0.5,0.5
402.3,0.5,0.5
402.4,0.5,0.5
402.5,0.5,0.5
402.6,0.5,0.5
402.7,0.5,0.5
402.8,0.5,0.5
402.9,0.5,0.5
403,0.5,0.5
403.1,0.5,0.5
403.2,0.5,0.5
403.3,0.5,0.5
403.4,0.5,0.5
403.5,0.5,0.5
403.6,0.5,0.5
403.7,0.5,0.5
403.8,0.5,0.5
403.9,0.5,0.5
404,0.5,0.5
404.1,0.5,0.5
404.2,0.5,0.5
404.3,0.5,0.5
404.4,0.5,0.5
404.5,0.5,0.5
404.6,0.5,0.5
404.7,0.5,0.5
404.8,0.5,0.5
404.9,0.5,0.5
405,0.5,0.5
405.1,0.5,0.5
405.2,0.5,0.5
405.3,0.5,0.5
405.4,0.5,0.5
405.5,0.5,0.5
405.6,0.5,0.5
405.7,0.5,0.5
405.8,0.5,0.5
405.9,0.5,0.5
406,0.5,0.5
406.1,0.5,0.5
406.2,0.5,0.5
406.3,0.5,0.5
406.4,0.5,0.5
406.5,0.5,0.5
406.6,0.5,0.5
406.7,0.5,0.5
406.8,0.5,0.5
406.9,0.5,0.5
407,0.5,0.5
407.1,0.5,0.5
407.2,0.5,0.5
407.3,0.5,0.5
407.4,0.5,0.5
407.5,0.5,0.5
407.6,0.5,0.5
407.7,0.5,0.5
407.8,0.5,0.5
407.9,0.5,0.5
408,0.5,0.5
408.1,0.5,0.5
408.2,0.5,0.5
408.3,0.5,0.5
408.4,0.5,0.5
408.5,0.5,0.5
408.6,0.5,0.5
408.7,0.5,0.5
408.8,0.5,0.5
408.9,0.5,0.5
409,0.5,0.5
409.1,0.5,0.5
409.2,0.5,0.5
409.3,0.5,0.5
409.4,0.5,0.5
409.5,0.5,0.5
409.6,0.5,0.5
409.7,0.5,0.5
409.8,0.5,0.5
409.9,0.5,0.5
410,0.5,0.5
410.1,0.5,0.5
410.2,0.5,0.5
410.3,0.5,0.5
410.4,0.5,0.5
410.5,0.5,0.5
410.6,0.5,0.5
410.7,0.5,0.5
410.8,0.5,0.5
410.9,0.5,0.5
411,0.5,0.5
411.1,0.5,0.5
411.2,0.5,0.5
411.3,0.5,0.5
411.4,0.5,0.5
411.5,0.5,0.5
411.6,0.5,0.5
411.7,0.5,0.5
411.8,0.5,0.5
411.9,0.5,0.5
412,0.5,0.5
412.1,0.5,0.5
412.2,0.5,0.5
412.3,0.5,0.5
412.4,0.5,0.5
412.5,0.5,0.5
412.6,0.5,0.5
412.7,0.5,0.5
412.8,0.5,0.5
412.9,0.5,0.5
413,0.5,0.5
413.1,0.5,0.5
413.2,0.5,0.5
413.3,0.5,0.5
413.4,0.5,0.5
413.5,0.5,0.5
413.6,0.5,0.5
413.7,0.5,0.5
413.8,0.5,0.5
413.9,0.5,0.5
414,0.5,0.5
414.1,0.5,0.5
414.2,0.5,0.5
414.3,0.5,0.5
414.4,0.5,0.5
414.5,0.5,0.5
414.6,0.5,0.5
414.7,0.5,0.5
414.8,0.5,0.5
414.9,0.5,0.5
415,0.5,0.5
415.1,0.5,0.5
415.2,0.5,0.5
415.3,0.5,0.5
415.4,0.5,0.5
415.5,0.5,0.5
415.6,0.5,0.5
415.7,0.5,0.5
415.8,0.5,0.5
415.9,0.5,0.5
416,0.5,0.5
416.1,0.5,0.5
416.2,0.5,0.5
416.3,0.5,0.5
416.4,0.5,0.5
416.5,0.5,0.5
416.6,0.5,0.5
416.7,0.5,0.5
416.8,0.5,0.5
416.9,0.5,0.5
417,0.5,0.5
417.1,0.5,0.5
417.2,0.5,0.5
417.3,0.5,0.5
417.4,0.5,0.5
417.5,0.5,0.5
417.6,0.5,0.5
417.7,0.5,0.5
417.8,0.5,0.5
417.9,0.5,0.5
418,0.5,0.5
418.1,0.5,0.5
418.2,0.5,0.5
418.3,0.5,0.5
418.4,0.5,0.5
418.5,0.5,0.5
418.6,0.5,0.5
418.7,0.5,0.5
418.8,0.5,0.5
418.9,0.5,0.5
419,0.5,0.5
419.1,0.5,0.5
419.2,0.5,0.5
419.3,0.5,0.5
419.4,0.5,0.5
419.5,0.5,0.5
419.6,0.5,0.5
419.7,0.5,0.5
419.8,0.5,0.5
419.9,0.5,0.5
420,0.5,0.5
420.1,0.5,0.5
420.2,0.5,0.5
420.3,0.5,0.5
420.4,0.5,0.5
420.5,0.5,0.5
420.6,0.5,0.5
420.7,0.5,0.5
420.8,0.5,0.5
420.9,0.5,0.5
421,0.5,0.5
421.1,0.5,0.5
421.2,0.5,0.5
421.3,0.5,0.5
421.4,0.5,0.5
421.5,0.5,0.5
421.6,0.5,0.5
421.7,0.5,0.5
421.8,0.5,0.5
421.9,0.5,0.5
422,0.5,0.5
422.1,0.5,0.5
422.2,0.5,0.5
422.3,0.5,0.5
422.4,0.5,0.5
422.5,0.5,0.5
422.6,0.5,0.5
422.7,0.5,0.5
422.8,0.5,0.5
422.9,0.5,0.5
423,0.5,0.5
423.1,0.5,0.5
423.2,0.5,0.5
423.3,0.5,0.5
423.4,0.5,0.5
423.5,0.5,0.5
423.6,0.5,0.5
423.7,0.5,0.5
423.8,0.5,0.5
423.9,0.5,0.5
424,0.5,0.5
424.1,0.5,0.5
424.2,0.5,0.5
424.3,0.5,0.5
424.4,0.5,0.5
424.5,0.5,0.5
424.6,0.5,0.5
424.7,0.5,0.5
424.8,0.5,0.5
424.9,0.5,0.5
425,0.5,0.5
425.1,0.5,0.5
425.2,0.5,0.5
425.3,0.5,0.5
425.4,0.5,0.5
425.5,0.5,0.5
425.6,0.5,0.5
425.7,0.5,0.5
425.8,0.5,0.5
425.9,0.5,0.5
426,0.5,0.5
426.1,0.5,0.5
426.2,0.5,0.5
426.3,0.5,0.5
426.4,0.5,0.5
426.5,0.5,0.5
426.6,0.5,0.5
426.7,0.5,0.5
426.8,0.5,0.5
426.9,0.5,0.5
427,0.5,0.5
427.1,0.5,0.5
427.2,0.5,0.5
427.3,0.5,0.5
427.4,0.5,0.5
427.5,0.5,0.5
427.6,0.5,0.5
427.7,0.5,0.5
427.8,0.5,0.5
427.9,0.5,0.5
428,0.5,0.5
428.1,0.5,0.5
428.2,0.5,0.5
428.3,0.5,0.5
428.4,0.5,0.5
428.5,0.5,0.5
428.6,0.5,0.5
428.7,0.5,0.5
428.8,0.5,0.5
428.9,0.5,0.5
429,0.5,0.5
429.1,0.5,0.5
429.2,0.5,0.5
429.3,0.5,0.5
429.4,0.5,0.5
429.5,0.5,0.5
429.6,0.5,0.5
429.7,0.5,0.5
429.8,0.5,0.5
429.9,0.5,0.5
430,0.5,0.5
430.1,0.5,0.5
430.2,0.5,0.5
430.3,0.5,0.5
430.4,0.5,0.5
430.5,0.5,0.5
430.6,0.5,0.5
430.7,0.5,0.5
430.8,0.5,0.5
430.9,0.5,0.5
431,0.5,0.5
431.1,0.5,0.5
431.2,0.5,0.5
431.3,0.5,0.5
431.4,0.5,0.5
431.5,0.5,0.5
431.6,0.5,0.5
431.7,0.5,0.5
431.8,0.5,0.5
431.9,0.5,0.5
432,0.5,0.5
432.1,0.5,0.5
432.2,0.5,0.5
432.3,0.5,0.5
432.4,0.5,0.5
432.5,0.5,0.5
432.6,0.5,0.5
432.7,0.5,0.5
432.8,0.5,0.5
432.9,0.5,0.5
433,0.5,0.5
433.1,0.5,0.5
433.2,0.5,0.5
433.3,0.5,0.5
433.4,0.5,0.5
433.5,0.5,0.5
433.6,0.5,0.5
433.7,0.5,0.5
433.8,0.5,0.5
433.9,0.5,0.5
434,0.5,0.5
434.1,0.5,0.5
434.2,0.5,0.5
434.3,0.5,0.5
434.4,0.5,0.5
434.5,0.5,0.5
434.6,0.5,0.5
434.7,0.5,0.5
434.8,0.5,0.5
434.9,0.5,0.5
435,0.5,0.5
435.1,0.5,0.5
435.2,0.5,0.5
435.3,0.5,0.5
435.4,0.5,0.5
435.5,0.5,0.5
435.6,0.5,0.5
435.7,0.5,0.5
435.8,0.5,0.5
435.9,0.5,0.5
436,0.5,0.5
436.1,0.5,0.5
436.2,0.5,0.5
436.3,0.5,0.5
436.4,0.5,0.5
436.5,0.5,0.5
436.6,0.5,0.5
436.7,0.5,0.5
436.8,0.5,0.5
436.9,0.5,0.5
437,0.5,0.5
437.1,0.5,0.5
437.2,0.5,0.5
437.3,0.5,0.5
437.4,0.5,0.5
437.5,0.5,0.5
437.6,0.5,0.5
437.7,0.5,0.5
437.8,0.5,0.5
437.9,0.5,0.5
438,0.5,0.5
438.1,0.5,0.5
438.2,0.5,0.5
438.3,0.5,0.5
438.4,0.5,0.5
438.5,0.5,0.5
438.6,0.5,0.5
438.7,0.5,0.5
438.8,0.5,0.5
438.9,0.5,0.5
439,0.5,0.5
439.1,0.5,0.5
439.2,0.5,0.5
439.3,0.5,0.5
439.4,0.5,0.5
439.5,0.5,0.5
439.6,0.5,0.5
439.7,0.5,0.5
439.8,0.5,0.5
439.9,0.5,0.5
440,0.5,0.5
440.1,0.5,0.5
440.2,0.5,0.5
440.3,0.5,0.5
440.4,0.5,0.5
440.5,0.5,0.5
440.6,0.5,0.5
440.7,0.5,0.5
440.8,0.5,0.5
440.9,0.5,0.5
441,0.5,0.5
441.1,0.5,0.5
441.2,0.5,0.5
441.3,0.5,0.5
441.4,0.5,0.5
441.5,0.5,0.5
441.6,0.5,0.5
441.7,0.5,0.5
441.8,0.5,0.5
441.9,0.5,0.5
442,0.5,0.5
442.1,0.5,0.5
442.2,0.5,0.5
442.3,0.5,0.5
442.4,0.5,0.5
442.5,0.5,0.5
442.6,0.5,0.5
442.7,0.5,0.5
442.8,0.5,0.5
442.9,0.5,0.5
443,0.5,0.5
443.1,0.5,0.5
443.2,0.5,0.5
443.3,0.5,0.5
443.4,0.5,0.5
443.5,0.5,0.5
443.6,0.5,0.5
443.7,0.5,0.5
443.8,0.5,0.5
443.9,0.5,0.5
444,0.5,0.5
444.1,0.5,0.5
444.2,0.5,0.5
444.3,0.5,0.5
444.4,0.5,0.5
444.5,0.5,0.5
444.6,0.5,0.5
444.7,0.5,0.5
444.8,0.5,0.5
444.9,0.5,0.5
445,0.5,0.5
445.1,0.5,0.5
445.2,0.5,0.5
445.3,0.5,0.5
445.4,0.5,0.5
445.5,0.5,0.5
445.6,0.5,0.5
445.7,0.5,0.5
445.8,0.5,0.5
445.9,0.5,0.5
446,0.5,0.5
446.1,0.5,0.5
446.2,0.5,0.5
446.3,0.5,0.5
446.4,0.5,0.5
446.5,0.5,0.5
446.6,0.5,0.5
446.7,0.5,0.5
446.8,0.5,0.5
446.9,0.5,0.5
447,0.5,0.5
447.1,0.5,0.5
447.2,0.5,0.5
447.3,0.5,0.5
447.4,0.5,0.5
447.5,0.5,0.5
447.6,0.5,0.5
447.7,0.5,0.5
447.8,0.5,0.5
447.9,0.5,0.5
448,0.5,0.5
448.1,0.5,0.5
448.2,0.5,0.5
448.3,0.5,0.5
448.4,0.5,0.5
448.5,0.5,0.5
448.6,0.5,0.5
448.7,0.5,0.5
448.8,0.5,0.5
448.9,0.5,0.5
449,0.5,0.5
449.1,0.5,0.5
449.2,0.5,0.5
449.3,0.5,0.5
449.4,0.5,0.5
449.5,0.5,0.5
449.6,0.5,0.5
449.7,0.5,0.5
449.8,0.5,0.5
449.9,0.5,0.5
450,0.5,0.5
450.1,0.5,0.5
450.2,0.5,0.5
450.3,0.5,0.5
450.4,0.5,0.5
450.5,0.5,0.5
